,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
11,Golden State Warriors*,82,241.8,43.1,90.2,0.479,16.6,43.2,0.385,26.5,47.0,0.564,16.0,20.2,0.794,10.5,34.1,44.6,29.8,7.2,3.9,16.3,21.4,118.9,27.3,44.0,38.0,1.8,-0.15,1.66,116.1,114.4,1.7,101.6,0.224,0.479,0.6,2023
12,Miami Heat*,82,241.5,39.2,85.3,0.46,12.0,34.8,0.344,27.3,50.5,0.54,19.1,23.0,0.831,9.7,30.9,40.6,23.8,8.0,3.0,13.5,18.5,109.5,27.7,44.0,38.0,-0.32,0.18,-0.13,113.0,113.3,-0.3,96.3,0.27,0.408,0.574,2023
13,Los Angeles Lakers*,82,242.4,42.9,89.0,0.482,10.8,31.2,0.346,32.1,57.8,0.555,20.6,26.6,0.775,10.0,35.7,45.7,25.3,6.4,4.6,14.1,17.9,117.2,27.9,43.0,39.0,0.57,-0.15,0.43,114.5,113.9,0.6,101.3,0.299,0.351,0.582,2023
14,Minnesota Timberwolves*,82,241.8,42.9,87.4,0.49,12.2,33.3,0.365,30.7,54.1,0.568,17.9,23.7,0.755,9.1,32.8,41.9,26.2,8.0,5.4,15.3,21.6,115.8,25.8,42.0,40.0,-0.04,-0.18,-0.22,113.7,113.8,-0.1,101.0,0.271,0.381,0.592,2023
15,New Orleans Pelicans*,82,242.1,42.0,87.6,0.48,11.0,30.1,0.364,31.1,57.5,0.541,19.3,24.4,0.793,10.6,33.1,43.7,25.9,8.3,4.1,14.6,20.5,114.4,25.9,42.0,40.0,1.89,-0.26,1.63,114.4,112.5,1.9,99.1,0.279,0.344,0.582,2023
16,Atlanta Hawks*,82,242.1,44.6,92.4,0.483,10.8,30.5,0.352,33.9,61.8,0.548,18.5,22.6,0.818,11.2,33.2,44.4,25.0,7.1,4.9,12.9,18.8,118.4,24.9,41.0,41.0,0.29,0.02,0.32,116.6,116.3,0.3,100.7,0.244,0.331,0.579,2023
17,Toronto Raptors*,82,241.5,41.9,91.3,0.459,10.7,32.0,0.335,31.1,59.3,0.525,18.4,23.4,0.784,12.7,30.3,43.0,23.9,9.4,5.2,11.7,20.0,112.9,25.8,41.0,41.0,1.48,0.12,1.59,115.5,114.0,1.5,97.1,0.257,0.351,0.555,2023
18,Oklahoma City Thunder*,82,242.1,43.1,92.6,0.465,12.1,34.1,0.356,31.0,58.5,0.53,19.2,23.7,0.809,11.4,32.3,43.6,24.4,8.2,4.2,13.0,21.0,117.5,22.8,40.0,42.0,1.09,-0.12,0.96,115.2,114.2,1.0,101.1,0.256,0.369,0.57,2023
19,Chicago Bulls*,82,242.7,42.5,86.8,0.49,10.4,28.9,0.361,32.1,57.9,0.555,17.6,21.8,0.809,8.5,33.9,42.4,24.5,7.9,4.5,13.4,18.9,113.1,27.5,40.0,42.0,1.29,0.07,1.37,113.5,112.2,1.3,98.5,0.251,0.333,0.587,2023
20,Dallas Mavericks,82,243.0,40.0,84.3,0.475,15.2,41.0,0.371,24.8,43.3,0.574,19.0,25.1,0.755,7.6,31.2,38.8,22.9,6.3,3.7,12.2,20.7,114.2,27.8,38.0,44.0,0.07,-0.22,-0.14,116.8,116.7,0.1,96.6,0.298,0.487,0.599,2023
21,Utah Jazz,82,241.5,42.5,89.8,0.473,13.3,37.8,0.353,29.2,52.0,0.56,18.7,23.8,0.786,11.8,34.1,45.9,26.0,6.1,5.2,15.4,20.5,117.1,26.5,37.0,45.0,-0.94,-0.09,-1.03,115.8,116.7,-0.9,100.5,0.265,0.421,0.584,2023
22,Washington Wizards,82,240.9,42.1,86.9,0.485,11.3,31.7,0.356,30.9,55.2,0.559,17.6,22.4,0.785,9.4,34.2,43.6,25.4,6.8,5.2,14.1,18.8,113.2,26.2,35.0,47.0,-1.21,0.15,-1.06,114.4,115.6,-1.2,98.6,0.258,0.365,0.585,2023
23,Indiana Pacers,82,240.9,42.0,89.6,0.469,13.6,37.0,0.367,28.4,52.6,0.54,18.7,23.7,0.79,10.1,31.4,41.5,27.0,7.7,5.8,14.9,21.2,116.3,24.5,35.0,47.0,-3.18,0.28,-2.91,114.6,117.7,-3.1,101.1,0.265,0.413,0.581,2023
24,Orlando Magic,82,241.2,40.5,86.3,0.47,10.8,31.1,0.346,29.8,55.2,0.539,19.6,25.0,0.784,10.2,33.1,43.2,23.2,7.4,4.7,15.1,20.1,111.4,23.1,34.0,48.0,-2.56,0.17,-2.39,111.6,114.2,-2.6,99.3,0.29,0.361,0.573,2023
25,Portland Trail Blazers,82,240.6,40.5,85.4,0.474,12.9,35.3,0.365,27.6,50.1,0.55,19.6,24.6,0.796,9.4,31.1,40.5,24.2,6.7,4.6,14.5,20.0,113.4,25.1,33.0,49.0,-4.01,0.05,-3.96,114.8,118.8,-4.0,98.6,0.289,0.413,0.589,2023
26,Charlotte Hornets,82,241.8,41.3,90.4,0.457,10.7,32.5,0.33,30.5,57.9,0.528,17.6,23.6,0.749,11.0,33.5,44.5,25.1,7.7,5.2,14.2,20.3,111.0,25.3,27.0,55.0,-6.24,0.35,-5.89,109.2,115.3,-6.1,100.8,0.261,0.36,0.55,2023
27,San Antonio Spurs,82,242.1,43.1,92.6,0.465,11.1,32.2,0.345,32.0,60.4,0.529,15.8,21.2,0.743,11.8,31.9,43.7,27.2,7.0,3.9,15.3,19.9,113.0,23.9,22.0,60.0,-10.04,0.22,-9.82,110.2,120.0,-9.8,101.6,0.229,0.348,0.554,2023
28,Houston Rockets,82,240.9,40.6,88.9,0.457,10.4,31.9,0.327,30.2,56.9,0.53,19.1,25.3,0.754,13.4,32.9,46.3,22.4,7.3,4.6,16.2,20.5,110.7,22.1,22.0,60.0,-7.85,0.24,-7.62,111.4,119.3,-7.9,99.0,0.285,0.359,0.554,2023
29,Detroit Pistons,82,241.5,39.6,87.1,0.454,11.4,32.4,0.351,28.2,54.6,0.516,19.8,25.7,0.771,11.2,31.3,42.4,23.0,7.0,3.8,15.1,22.1,110.3,24.1,17.0,65.0,-8.22,0.49,-7.73,110.7,118.9,-8.2,99.0,0.295,0.372,0.561,2023
30,League Average 2023,82,241.8,42.0,88.3,0.475,12.3,34.2,0.361,29.6,54.1,0.548,18.4,23.5,0.782,10.4,33.0,43.4,25.3,7.3,4.7,14.1,20.0,114.7,26.3,,,0.0,0.0,0.0,114.8,114.8,,99.1,0.266,0.387,0.581,2023
