,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Milwaukee Bucks*,82,241.8,42.7,90.4,0.473,14.8,40.3,0.368,27.9,50.1,0.557,16.6,22.4,0.743,11.1,37.5,48.6,25.8,6.4,4.9,14.6,18.1,116.9,29.8,58.0,24.0,3.63,-0.02,3.61,115.4,111.9,3.5,100.5,0.248,0.446,0.583,2023
1,Boston Celtics*,82,243.7,42.2,88.8,0.475,16.0,42.6,0.377,26.2,46.2,0.567,17.5,21.6,0.812,9.7,35.6,45.3,26.7,6.4,5.2,13.4,18.8,117.9,27.4,57.0,25.0,6.52,-0.15,6.38,118.0,111.5,6.5,98.5,0.243,0.48,0.6,2023
2,Philadelphia 76ers*,82,242.4,40.8,83.8,0.487,12.6,32.6,0.387,28.2,51.2,0.551,21.0,25.1,0.835,8.7,32.2,40.9,25.2,7.7,4.7,13.7,20.4,115.2,28.2,54.0,28.0,4.32,0.06,4.37,117.7,113.3,4.4,96.9,0.3,0.389,0.608,2023
3,Denver Nuggets*,82,240.9,43.6,86.4,0.504,11.8,31.2,0.379,31.8,55.2,0.575,16.8,22.4,0.751,10.1,32.9,43.0,28.9,7.5,4.5,14.5,18.6,115.8,26.6,53.0,29.0,3.33,-0.29,3.04,117.6,114.2,3.4,98.1,0.259,0.361,0.601,2023
4,Cleveland Cavaliers*,82,242.4,41.6,85.2,0.488,11.6,31.6,0.367,30.0,53.6,0.559,17.5,22.5,0.78,9.7,31.4,41.1,24.9,7.1,4.7,13.3,19.0,112.3,25.4,51.0,31.0,5.38,-0.15,5.23,116.1,110.6,5.5,95.7,0.264,0.371,0.59,2023
5,Memphis Grizzlies*,82,241.2,43.7,92.1,0.475,12.0,34.2,0.351,31.7,57.9,0.548,17.5,23.8,0.733,12.0,34.6,46.6,26.0,8.3,5.8,13.6,20.0,116.9,24.4,51.0,31.0,3.94,-0.34,3.6,115.1,111.2,3.9,101.1,0.259,0.372,0.57,2023
6,Sacramento Kings*,82,241.8,43.6,88.2,0.494,13.8,37.3,0.369,29.8,50.9,0.586,19.8,25.1,0.79,9.5,32.9,42.5,27.3,7.0,3.4,13.5,19.7,120.7,25.4,48.0,34.0,2.65,-0.35,2.3,119.4,116.8,2.6,100.3,0.284,0.423,0.608,2023
7,New York Knicks*,82,243.4,42.0,89.4,0.47,12.6,35.7,0.354,29.4,53.6,0.547,19.4,25.5,0.761,12.6,34.0,46.6,22.9,6.4,4.1,13.0,20.3,116.0,24.5,47.0,35.0,2.93,0.06,2.99,117.8,114.8,3.0,97.1,0.285,0.4,0.577,2023
8,Brooklyn Nets*,82,240.6,41.5,85.1,0.487,12.8,33.8,0.378,28.7,51.3,0.559,17.7,22.1,0.8,8.2,32.3,40.5,25.5,7.1,6.2,13.7,21.1,113.4,28.0,45.0,37.0,0.85,0.18,1.03,115.0,114.1,0.9,98.3,0.26,0.397,0.598,2023
9,Phoenix Suns*,82,241.2,42.1,90.1,0.467,12.2,32.6,0.374,29.9,57.5,0.52,17.2,21.7,0.793,11.8,32.4,44.2,27.3,7.1,5.3,13.5,21.2,113.6,28.1,45.0,37.0,2.07,0.01,2.08,115.1,113.0,2.1,98.2,0.241,0.362,0.57,2023
10,Los Angeles Clippers*,82,241.8,41.1,86.1,0.477,12.7,33.4,0.381,28.4,52.7,0.539,18.7,23.9,0.781,9.8,33.4,43.2,23.9,7.1,4.4,14.2,19.5,113.6,29.7,44.0,38.0,0.5,-0.19,0.31,115.0,114.5,0.5,98.0,0.278,0.387,0.588,2023
