,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Portland Trail Blazers*,82,240.6,43.4,89.8,0.483,,,,43.4,89.8,0.483,20.9,27.5,0.76,14.5,32.8,47.2,25.2,9.7,4.8,19.8,25.2,107.7,25.3,58.0,24.0,6.15,-0.23,5.92,103.1,97.2,5.9,104.2,0.307,,0.528,1978
1,Philadelphia 76ers*,82,241.8,44.2,91.1,0.486,,,,44.2,91.1,0.486,26.3,34.9,0.752,15.8,32.9,48.7,27.1,9.8,6.7,21.4,26.7,114.7,26.2,55.0,27.0,5.15,-0.27,4.87,105.0,100.3,4.7,108.4,0.383,,0.539,1978
2,San Antonio Spurs*,82,241.2,46.3,92.6,0.5,,,,46.3,92.6,0.5,21.9,27.2,0.804,12.6,31.6,44.2,27.3,9.7,6.7,20.3,22.8,114.5,26.9,52.0,30.0,3.35,-0.15,3.2,104.5,101.4,3.1,109.0,0.294,,0.547,1978
3,Phoenix Suns*,82,241.2,45.5,95.6,0.476,,,,45.5,95.6,0.476,21.3,28.4,0.751,14.2,31.5,45.7,28.5,12.9,4.5,21.5,23.9,112.3,25.5,49.0,33.0,3.73,-0.24,3.5,100.3,97.0,3.3,111.4,0.297,,0.52,1978
4,Denver Nuggets*,82,241.8,43.3,90.7,0.477,,,,43.3,90.7,0.477,25.2,33.0,0.765,14.4,33.4,47.7,26.7,10.0,5.1,21.3,25.8,111.8,25.2,48.0,34.0,0.83,-0.03,0.8,102.3,101.5,0.8,108.5,0.364,,0.531,1978
5,Seattle SuperSonics*,82,241.2,42.0,94.1,0.447,,,,42.0,94.1,0.447,20.4,28.7,0.712,17.8,31.7,49.5,21.9,9.5,5.2,20.0,24.5,104.5,26.0,47.0,35.0,1.55,-0.06,1.48,99.2,97.7,1.5,104.8,0.305,,0.489,1978
6,Los Angeles Lakers*,82,241.5,45.5,93.6,0.487,,,,45.5,93.6,0.487,19.2,25.5,0.752,13.9,32.3,46.1,27.2,9.8,5.0,18.9,24.0,110.3,25.8,45.0,37.0,2.67,-0.08,2.59,103.3,100.8,2.5,106.1,0.273,,0.526,1978
7,Milwaukee Bucks*,82,243.7,46.4,96.1,0.482,,,,46.4,96.1,0.482,19.7,27.1,0.726,15.1,30.2,45.4,28.1,10.6,5.8,20.5,24.9,112.4,23.8,44.0,38.0,-0.59,-0.01,-0.59,101.8,102.4,-0.6,108.7,0.282,,0.52,1978
8,Washington Bullets*,82,241.8,43.7,94.8,0.461,,,,43.7,94.8,0.461,23.0,32.4,0.711,16.5,34.3,50.8,23.8,8.1,4.7,19.7,22.9,110.3,27.4,44.0,38.0,0.93,-0.1,0.82,101.3,100.5,0.8,108.1,0.342,,0.506,1978
9,New York Knicks*,82,244.0,46.5,95.4,0.488,,,,46.5,95.4,0.488,20.4,27.1,0.751,14.4,32.8,47.2,28.5,10.0,5.4,21.5,26.7,113.4,27.0,43.0,39.0,-0.55,0.02,-0.53,101.7,102.2,-0.5,109.7,0.284,,0.528,1978
