,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
10,Cleveland Cavaliers*,82,242.4,42.6,94.0,0.454,,,,42.6,94.0,0.454,19.1,25.8,0.741,14.5,32.6,47.1,21.2,8.4,5.5,16.9,22.3,104.4,27.8,43.0,39.0,0.48,-0.04,0.44,99.9,99.4,0.5,103.5,0.275,,0.496,1978
11,Golden State Warriors,82,241.2,43.6,93.3,0.467,,,,43.6,93.3,0.467,18.9,25.4,0.745,14.4,32.1,46.5,25.6,10.6,4.9,18.5,25.8,106.1,26.6,43.0,39.0,0.34,0.07,0.41,99.6,99.3,0.3,106.0,0.272,,0.507,1978
12,Atlanta Hawks*,82,241.8,40.7,88.5,0.46,,,,40.7,88.5,0.46,22.4,28.2,0.793,14.1,28.8,42.9,23.2,11.2,5.0,19.4,30.1,103.7,25.0,41.0,41.0,-0.13,0.01,-0.13,99.7,99.8,-0.1,103.3,0.319,,0.514,1978
13,Chicago Bulls,82,240.9,40.6,85.9,0.473,,,,40.6,85.9,0.473,22.7,30.1,0.754,15.2,31.4,46.6,25.8,8.1,3.9,20.3,23.5,103.9,26.5,40.0,42.0,-0.89,0.1,-0.79,102.0,102.9,-0.9,101.5,0.351,,0.524,1978
14,New Orleans Jazz,82,241.2,43.5,94.1,0.462,,,,43.5,94.1,0.462,20.6,28.4,0.725,16.0,35.5,51.4,25.4,8.1,6.3,20.7,23.6,107.6,26.7,39.0,43.0,-1.87,0.06,-1.8,98.9,100.6,-1.7,108.3,0.302,,0.505,1978
15,Detroit Pistons,82,242.1,43.3,90.5,0.478,,,,43.3,90.5,0.478,22.3,30.4,0.736,15.0,31.7,46.7,22.4,10.6,4.0,22.7,24.1,109.0,25.9,38.0,44.0,-1.24,0.03,-1.22,100.3,101.5,-1.2,107.7,0.335,,0.524,1978
16,Boston Celtics,82,241.8,42.6,93.1,0.458,,,,42.6,93.1,0.458,20.5,26.3,0.779,15.1,34.8,49.8,24.0,7.8,3.6,20.1,24.8,105.7,29.7,32.0,50.0,-1.95,0.09,-1.86,99.1,100.9,-1.8,105.9,0.283,,0.505,1978
17,Indiana Pacers,82,241.8,42.7,94.9,0.45,,,,42.7,94.9,0.45,23.2,31.3,0.743,16.9,32.0,48.9,24.2,9.9,5.6,20.0,27.2,108.6,24.7,31.0,51.0,-2.5,0.13,-2.37,99.6,101.9,-2.3,108.2,0.329,,0.5,1978
18,Kansas City Kings,82,241.8,43.9,94.3,0.466,,,,43.9,94.3,0.466,21.6,27.6,0.785,14.7,32.1,46.8,24.3,9.7,4.5,20.6,27.2,109.5,26.1,31.0,51.0,-1.89,0.13,-1.76,100.5,102.2,-1.7,108.2,0.293,,0.514,1978
19,Houston Rockets,82,240.6,43.0,93.8,0.458,,,,43.0,93.8,0.458,17.9,23.1,0.774,15.9,29.5,45.4,23.7,8.3,3.9,16.8,24.7,103.8,25.4,28.0,54.0,-4.0,0.17,-3.83,102.2,106.1,-3.9,101.3,0.247,,0.499,1978
20,Buffalo Braves,82,241.5,41.6,89.3,0.466,,,,41.6,89.3,0.466,22.0,28.2,0.781,13.2,31.0,44.2,24.1,7.9,4.0,19.2,24.6,105.3,27.1,27.0,55.0,-3.74,0.19,-3.55,100.3,103.8,-3.5,104.3,0.316,,0.518,1978
21,New Jersey Nets,82,242.7,43.3,97.6,0.443,,,,43.3,97.6,0.443,20.1,28.1,0.717,15.9,31.6,47.6,22.9,10.5,7.7,21.6,28.2,106.7,25.5,24.0,58.0,-5.82,0.21,-5.61,95.0,100.2,-5.2,110.9,0.288,,0.485,1978
22,League Average 1978,82,241.8,43.6,92.9,0.469,,,,43.6,92.9,0.469,21.4,28.4,0.752,15.0,32.1,47.1,25.0,9.6,5.1,20.1,25.2,108.5,26.2,,,0.0,0.0,0.0,100.9,100.9,,106.7,0.306,,0.515,1978
