,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,San Antonio Spurs*,82,241.8,34.6,82.6,0.419,4.2,12.7,0.329,30.4,69.8,0.435,15.0,20.3,0.741,11.8,29.7,41.5,19.7,7.3,5.2,13.5,23.7,88.4,29.5,58.0,24.0,7.76,0.16,7.92,106.6,98.0,8.6,89.6,0.374,0.175,0.541,2001
1,Los Angeles Lakers*,82,242.7,36.4,83.1,0.438,5.0,14.2,0.354,31.3,68.9,0.455,19.5,25.8,0.754,12.0,29.4,41.3,20.2,7.5,4.0,13.1,24.4,97.2,29.2,56.0,26.0,3.38,0.37,3.74,108.4,104.8,3.6,91.7,0.349,0.191,0.535,2001
2,Philadelphia 76ers*,82,242.1,35.0,81.7,0.429,5.2,15.2,0.342,29.8,66.5,0.448,15.2,20.2,0.749,12.0,28.9,40.9,21.6,8.2,5.6,15.4,23.6,90.4,28.2,56.0,26.0,4.28,-0.65,3.64,103.6,98.9,4.7,90.6,0.351,0.124,0.518,2001
3,Sacramento Kings*,82,244.9,37.6,87.1,0.432,4.9,13.8,0.355,32.8,73.3,0.447,15.7,21.0,0.749,13.7,32.2,45.9,22.1,8.1,5.8,16.3,21.5,95.9,27.1,55.0,27.0,5.82,0.25,6.07,105.6,99.6,6.0,94.4,0.298,0.194,0.529,2001
4,Utah Jazz*,82,241.2,32.5,74.1,0.439,5.0,14.6,0.343,27.5,59.5,0.462,22.3,29.2,0.765,10.7,26.6,37.3,19.1,8.5,5.5,16.1,24.5,92.4,32.0,53.0,29.0,4.7,0.31,5.0,107.6,102.4,5.2,89.8,0.363,0.135,0.546,2001
5,Dallas Mavericks*,82,241.5,35.8,81.6,0.439,4.6,13.9,0.334,31.2,67.7,0.46,19.9,27.2,0.731,13.0,32.0,45.0,21.7,7.6,4.6,15.5,22.5,96.2,26.6,53.0,29.0,4.28,0.32,4.61,107.1,102.6,4.5,93.2,0.291,0.202,0.544,2001
6,Milwaukee Bucks*,82,241.2,35.5,80.8,0.439,5.4,15.2,0.352,30.2,65.6,0.46,20.5,26.7,0.768,12.4,30.4,42.7,23.0,7.2,4.3,15.5,21.7,96.9,28.2,52.0,30.0,3.88,-0.74,3.14,108.8,104.6,4.2,92.1,0.276,0.218,0.542,2001
7,Phoenix Suns*,82,241.5,34.0,78.3,0.435,4.0,11.4,0.349,30.1,66.9,0.449,19.7,25.9,0.761,11.0,31.6,42.6,20.1,8.3,5.1,17.5,22.2,91.8,28.6,51.0,31.0,2.21,0.42,2.63,100.3,98.0,2.3,93.1,0.292,0.156,0.506,2001
8,Miami Heat*,82,242.4,32.9,76.4,0.431,4.4,13.3,0.331,28.5,63.1,0.452,16.3,22.2,0.737,11.1,30.8,42.0,17.3,7.3,5.2,15.5,22.2,86.6,30.9,50.0,32.0,2.29,-0.57,1.73,101.1,98.5,2.6,87.1,0.299,0.221,0.515,2001
9,Portland Trail Blazers*,82,241.2,34.4,78.5,0.438,5.0,13.5,0.368,29.4,65.0,0.452,17.5,23.5,0.744,11.5,27.3,38.8,21.3,7.9,4.0,14.8,21.2,91.2,30.1,50.0,32.0,4.2,0.33,4.52,106.5,101.8,4.7,89.1,0.296,0.165,0.539,2001
10,New York Knicks*,82,242.7,31.3,75.1,0.417,5.4,15.4,0.352,25.9,59.7,0.434,18.0,24.6,0.733,10.6,29.5,40.1,19.2,7.3,4.1,14.8,21.4,86.1,29.8,48.0,34.0,2.63,-0.65,1.98,101.2,98.2,3.0,86.7,0.279,0.18,0.523,2001
