,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Syracuse Nationals*,64,,29.2,82.4,0.354,,,,29.2,82.4,0.354,26.4,37.4,0.706,,,,23.0,,,,28.6,84.8,,51.0,13.0,8.14,-1.7,6.48,,,,,0.454,,0.429,1950
1,Minneapolis Lakers*,68,,31.5,85.8,0.367,,,,31.5,85.8,0.367,21.2,28.6,0.741,,,,20.7,,,,24.6,84.1,,51.0,17.0,8.34,-0.09,8.25,,,,,0.333,,0.427,1950
2,Rochester Royals*,68,,28.8,77.2,0.373,,,,28.8,77.2,0.373,24.9,34.1,0.729,,,,20.3,,,,23.3,82.4,,51.0,17.0,7.76,-0.05,7.72,,,,,0.442,,0.447,1950
3,New York Knicks*,68,,27.8,78.7,0.353,,,,27.8,78.7,0.353,25.1,35.4,0.711,,,,19.2,,,,25.3,80.7,,40.0,28.0,2.12,0.41,2.53,,,,,0.449,,0.428,1950
4,Fort Wayne Pistons*,68,,27.6,86.8,0.318,,,,27.6,86.8,0.318,24.0,34.3,0.701,,,,20.1,,,,30.4,79.3,,40.0,28.0,1.37,0.47,1.84,,,,,0.395,,0.389,1950
5,Chicago Stags*,68,,29.5,86.6,0.34,,,,29.5,86.6,0.34,19.8,28.4,0.696,,,,20.1,,,,29.1,78.7,,40.0,28.0,1.6,0.45,2.06,,,,,0.328,,0.397,1950
6,Indianapolis Olympians*,64,,31.0,82.5,0.375,,,,31.0,82.5,0.375,23.9,33.5,0.713,,,,21.0,,,,26.2,85.8,,39.0,25.0,3.7,-1.15,2.59,,,,,0.406,,0.441,1950
7,Anderson Packers*,64,,30.4,97.7,0.311,,,,30.4,97.7,0.311,26.6,36.6,0.727,,,,19.4,,,,28.2,87.3,,37.0,27.0,3.8,-1.38,2.42,,,,,0.375,,0.384,1950
8,Washington Capitols*,68,,26.7,80.8,0.33,,,,26.7,80.8,0.33,23.2,31.0,0.746,,,,15.5,,,,27.0,76.5,,32.0,36.0,-0.94,0.66,-0.28,,,,,0.384,,0.405,1950
9,Tri-Cities Blackhawks*,64,,28.4,86.2,0.33,,,,28.4,86.2,0.33,26.2,36.1,0.727,,,,20.8,,,,32.1,83.0,,29.0,35.0,-0.59,-0.84,-1.43,,,,,0.418,,0.407,1950
10,Philadelphia Warriors*,68,,26.2,84.0,0.312,,,,26.2,84.0,0.312,21.0,30.0,0.7,,,,16.8,,,,26.0,73.3,,26.0,42.0,-3.1,0.84,-2.27,,,,,0.357,,0.377,1950
11,St. Louis Bombers,68,,25.6,74.8,0.342,,,,25.6,74.8,0.342,22.5,31.6,0.711,,,,18.9,,,,23.5,73.7,,26.0,42.0,-2.82,0.81,-2.01,,,,,0.423,,0.415,1950
12,Baltimore Bullets,68,,25.2,81.1,0.31,,,,25.2,81.1,0.31,22.8,31.2,0.73,,,,17.5,,,,26.4,73.1,,25.0,43.0,-5.59,1.04,-4.55,,,,,0.385,,0.385,1950
13,Sheboygan Red Skins*,62,,27.9,81.0,0.344,,,,27.9,81.0,0.344,26.7,37.7,0.707,,,,20.6,,,,28.5,82.4,,22.0,40.0,-5.4,-0.44,-5.85,,,,,0.466,,0.422,1950
14,Boston Celtics,68,,28.6,84.6,0.338,,,,28.6,84.6,0.338,22.5,31.8,0.707,,,,21.7,,,,24.2,79.7,,22.0,46.0,-2.5,0.79,-1.73,,,,,0.376,,0.404,1950
15,Waterloo Hawks,62,,28.2,79.1,0.356,,,,28.2,79.1,0.356,23.0,32.3,0.714,,,,21.4,,,,28.7,79.4,,19.0,43.0,-5.53,-0.43,-5.96,,,,,0.408,,0.425,1950
16,Denver Nuggets,62,,27.9,83.6,0.334,,,,27.9,83.6,0.334,21.9,32.2,0.678,,,,16.8,,,,27.3,77.7,,11.0,51.0,-11.5,0.18,-11.31,,,,,0.386,,0.397,1950
17,League Average 1950,66,,28.2,83.1,0.34,,,,28.2,83.1,0.34,23.6,33.0,0.714,,,,19.6,,,,27.0,80.0,,,,0.0,0.0,0.0,,,,,0.397,,0.41,1950
