,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Milwaukee Bucks*,82,241.2,48.4,95.2,0.509,,,,48.4,95.2,0.509,21.5,29.0,0.742,,,53.0,27.4,,,,22.5,118.4,26.1,66.0,16.0,12.26,-0.34,11.92,103.9,93.1,10.8,113.4,0.305,,0.549,1971
1,New York Knicks*,82,240.9,44.3,98.5,0.45,,,,44.3,98.5,0.45,21.5,29.0,0.74,,,49.7,21.7,,,,23.4,110.1,28.0,52.0,30.0,5.02,0.03,5.05,97.8,93.3,4.5,112.2,0.294,,0.495,1971
2,Chicago Bulls*,82,240.9,42.2,93.4,0.452,,,,42.2,93.4,0.452,26.2,33.2,0.79,,,52.7,26.1,,,,21.9,110.6,27.4,51.0,31.0,5.24,0.23,5.47,100.5,95.7,4.8,109.7,0.355,,0.512,1971
3,Los Angeles Lakers*,82,240.9,45.6,95.8,0.476,,,,45.6,95.8,0.476,23.6,33.1,0.711,,,52.1,26.9,,,,20.8,114.8,28.2,48.0,34.0,3.07,0.19,3.27,98.8,96.1,2.7,115.7,0.346,,0.52,1971
4,Phoenix Suns,82,241.2,42.7,97.8,0.437,,,,42.7,97.8,0.437,28.4,37.5,0.756,,,54.2,23.5,,,,26.0,113.8,26.0,48.0,34.0,1.9,0.43,2.33,98.2,96.6,1.6,115.3,0.384,,0.498,1971
5,Philadelphia 76ers*,82,240.9,44.0,97.9,0.45,,,,44.0,97.9,0.45,26.8,36.2,0.741,,,54.1,24.1,,,,26.4,114.8,29.0,47.0,35.0,1.55,0.26,1.81,98.8,97.5,1.3,115.7,0.37,,0.504,1971
6,Detroit Pistons,82,242.1,42.3,94.3,0.449,,,,42.3,94.3,0.449,25.5,34.2,0.745,,,47.8,20.7,,,,24.0,110.1,25.8,45.0,37.0,-0.74,0.41,-0.33,98.1,98.7,-0.6,111.3,0.363,,0.504,1971
7,Boston Celtics,82,241.2,46.4,105.1,0.442,,,,46.4,105.1,0.442,24.4,32.3,0.755,,,58.9,25.0,,,,26.1,117.2,26.2,44.0,38.0,2.07,0.23,2.3,97.0,95.3,1.7,120.2,0.307,,0.491,1971
8,Baltimore Bullets*,82,241.5,44.9,101.6,0.442,,,,44.9,101.6,0.442,23.0,30.5,0.754,,,55.5,21.6,,,,24.0,112.9,27.5,42.0,40.0,0.59,0.33,0.91,96.2,95.7,0.5,116.5,0.3,,0.491,1971
9,San Francisco Warriors*,82,240.3,42.1,94.0,0.448,,,,42.1,94.0,0.448,22.9,30.1,0.76,,,56.6,23.1,,,,22.4,107.1,27.4,41.0,41.0,-1.44,0.61,-0.83,94.2,95.5,-1.3,113.5,0.32,,0.499,1971
10,San Diego Rockets,82,240.6,43.3,102.8,0.421,,,,43.3,102.8,0.421,26.7,35.6,0.749,,,57.1,23.4,,,,26.0,113.2,25.0,40.0,42.0,-0.24,0.45,0.21,95.2,95.5,-0.3,118.5,0.347,,0.478,1971
11,Seattle SuperSonics,82,240.6,44.7,98.0,0.456,,,,44.7,98.0,0.456,25.6,34.0,0.753,,,54.3,25.0,,,,23.4,115.0,27.1,38.0,44.0,-1.98,0.45,-1.53,98.4,100.1,-1.7,116.5,0.347,,0.509,1971
12,Atlanta Hawks*,82,240.9,44.1,94.9,0.465,,,,44.1,94.9,0.465,25.9,36.3,0.713,,,54.5,23.2,,,,23.9,114.0,27.6,36.0,46.0,-1.79,0.49,-1.3,96.9,98.4,-1.5,117.2,0.382,,0.514,1971
13,Cincinnati Royals,82,241.8,46.4,102.1,0.454,,,,46.4,102.1,0.454,23.2,32.0,0.725,,,50.6,24.7,,,,25.9,116.0,25.7,33.0,49.0,-3.21,0.25,-2.96,97.1,99.8,-2.7,118.5,0.313,,0.499,1971
14,Portland Trail Blazers,82,240.9,45.4,104.4,0.435,,,,45.4,104.4,0.435,24.7,32.6,0.758,,,51.3,27.2,,,,24.7,115.5,25.4,29.0,53.0,-4.51,-1.69,-6.2,95.4,99.1,-3.7,120.6,0.312,,0.486,1971
15,Buffalo Braves,82,241.5,41.8,95.9,0.436,,,,41.8,95.9,0.436,22.0,30.5,0.721,,,52.0,23.9,,,,27.2,105.5,24.9,22.0,60.0,-6.62,-1.39,-8.02,93.7,99.6,-5.9,111.9,0.319,,0.483,1971
16,Cleveland Cavaliers,82,240.0,40.2,94.9,0.424,,,,40.2,94.9,0.424,21.6,29.0,0.746,,,48.6,25.2,,,,25.8,102.1,24.3,15.0,67.0,-11.17,-0.87,-12.04,92.3,102.4,-10.1,110.6,0.306,,0.474,1971
17,League Average 1971,82,241.0,44.0,98.0,0.449,,,,44.0,98.0,0.449,24.3,32.7,0.745,,,53.1,24.3,,,,24.4,112.4,26.6,,,0.0,0.0,0.0,97.2,97.2,,115.1,0.333,,0.5,1971
