,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Washington Bullets*,82,241.5,43.4,93.9,0.462,,,,43.4,93.9,0.462,18.0,23.9,0.752,13.8,33.7,47.5,24.5,11.3,5.0,19.4,23.9,104.7,26.6,60.0,22.0,7.17,-0.64,6.53,98.0,91.3,6.7,106.1,0.255,,0.501,1975
1,Boston Celtics*,82,240.9,43.7,95.4,0.458,,,,43.7,95.4,0.458,19.0,24.0,0.791,16.0,36.0,52.0,26.3,8.1,3.5,19.8,23.3,106.5,29.1,60.0,22.0,5.72,-0.32,5.4,100.0,94.7,5.3,106.1,0.252,,0.502,1975
2,Buffalo Braves*,82,240.6,43.3,91.1,0.476,,,,43.3,91.1,0.476,21.2,27.1,0.78,13.5,33.4,46.9,25.2,8.8,5.6,20.9,22.9,107.8,26.4,49.0,33.0,2.15,0.02,2.16,99.8,97.8,2.0,107.7,0.298,,0.523,1975
3,Golden State Warriors*,82,241.2,45.3,97.3,0.465,,,,45.3,97.3,0.465,17.9,23.4,0.768,17.3,34.8,52.1,25.3,11.9,4.5,20.9,25.7,108.5,25.8,48.0,34.0,3.29,-0.43,2.86,100.4,97.3,3.1,107.6,0.24,,0.504,1975
4,Chicago Bulls*,82,242.4,38.6,86.4,0.447,,,,38.6,86.4,0.447,20.9,26.9,0.777,13.5,34.0,47.5,22.4,8.1,4.6,18.1,23.8,98.1,30.2,47.0,35.0,3.1,-0.22,2.88,97.4,94.4,3.0,99.7,0.311,,0.499,1975
5,Kansas City-Omaha Kings*,82,240.6,39.7,88.5,0.449,,,,39.7,88.5,0.449,21.9,26.7,0.821,12.1,33.5,45.6,22.6,8.8,4.2,18.8,24.0,101.4,25.5,44.0,38.0,-0.29,0.14,-0.16,96.8,97.1,-0.3,104.4,0.302,,0.505,1975
6,Seattle SuperSonics*,82,242.4,42.5,93.3,0.456,,,,42.5,93.3,0.456,18.0,24.0,0.749,13.9,31.5,45.4,24.4,10.2,4.6,19.6,24.1,103.1,25.6,43.0,39.0,-1.09,-0.11,-1.19,96.7,97.7,-1.0,105.5,0.257,,0.496,1975
7,Houston Rockets*,82,241.2,42.0,88.2,0.477,,,,42.0,88.2,0.477,19.8,24.8,0.799,14.4,30.4,44.8,26.3,9.1,4.3,21.5,25.2,103.9,25.2,41.0,41.0,1.06,-0.23,0.84,100.4,99.4,1.0,102.9,0.281,,0.524,1975
8,New York Knicks*,82,240.6,41.0,91.0,0.45,,,,41.0,91.0,0.45,18.5,24.0,0.772,12.0,32.3,44.3,20.4,8.0,3.7,16.8,24.4,100.4,27.7,40.0,42.0,-1.23,0.32,-0.92,97.1,98.3,-1.2,103.1,0.264,,0.494,1975
9,Cleveland Cavaliers,82,242.4,41.6,89.9,0.462,,,,41.6,89.9,0.462,15.9,21.4,0.742,12.9,30.5,43.4,23.2,7.3,4.2,17.8,22.9,99.0,25.9,40.0,42.0,-0.37,0.05,-0.31,97.6,98.0,-0.4,100.4,0.238,,0.498,1975
10,Detroit Pistons*,82,240.3,40.1,86.0,0.466,,,,40.1,86.0,0.466,18.7,24.1,0.776,12.2,30.7,42.9,23.4,8.3,4.6,19.0,22.8,98.9,26.6,40.0,42.0,-1.43,0.24,-1.19,98.3,99.7,-1.4,100.5,0.28,,0.512,1975
11,Portland Trail Blazers,82,242.4,41.6,86.7,0.48,,,,41.6,86.7,0.48,20.5,27.6,0.742,12.8,33.6,46.4,26.9,9.2,4.9,22.4,25.1,103.8,26.0,38.0,44.0,0.44,-0.17,0.27,98.1,97.7,0.4,104.7,0.318,,0.525,1975
12,Milwaukee Bucks,82,241.5,42.1,89.8,0.468,,,,42.1,89.8,0.468,16.5,21.3,0.775,12.5,33.7,46.2,23.6,7.3,4.9,18.8,23.8,100.7,26.2,38.0,44.0,0.21,0.04,0.25,98.0,97.8,0.2,102.1,0.237,,0.507,1975
13,Philadelphia 76ers,82,241.5,40.5,91.2,0.445,,,,40.5,91.2,0.445,18.7,24.9,0.749,14.6,33.0,47.6,20.8,7.0,3.2,19.4,24.1,99.8,27.7,34.0,48.0,-3.06,0.46,-2.6,95.8,98.8,-3.0,103.4,0.273,,0.488,1975
14,Phoenix Suns,82,241.5,41.2,92.2,0.447,,,,41.2,92.2,0.447,18.7,25.4,0.737,16.5,32.7,49.2,22.9,8.1,3.9,21.5,25.5,101.2,25.9,32.0,50.0,-2.38,0.02,-2.36,96.4,98.6,-2.2,104.3,0.275,,0.489,1975
15,Atlanta Hawks,82,241.5,41.8,95.4,0.438,,,,41.8,95.4,0.438,21.6,29.7,0.728,17.6,32.4,49.9,22.9,9.1,2.8,18.9,24.0,105.1,25.1,31.0,51.0,-1.37,0.04,-1.32,98.3,99.5,-1.2,106.3,0.311,,0.485,1975
16,Los Angeles Lakers,82,242.1,41.6,92.4,0.45,,,,41.6,92.4,0.45,20.0,26.6,0.752,16.0,33.7,49.7,25.5,9.2,5.2,21.8,25.4,103.2,28.2,30.0,52.0,-4.07,0.13,-3.94,96.1,99.9,-3.8,106.4,0.288,,0.495,1975
17,New Orleans Jazz,82,240.6,40.3,91.6,0.44,,,,40.3,91.6,0.44,20.9,27.4,0.764,14.0,31.9,45.9,22.2,8.8,3.1,22.0,27.1,101.5,26.0,23.0,59.0,-7.85,0.56,-7.3,92.5,99.7,-7.2,109.4,0.299,,0.489,1975
