,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Minneapolis Lakers*,68,,30.6,82.2,0.373,,,,30.6,82.2,0.373,21.5,29.3,0.736,,,50.1,20.7,,,,26.5,82.8,,44.0,24.0,5.41,-0.63,4.79,86.4,80.7,5.7,94.8,0.356,,0.436,1951
1,Rochester Royals*,68,,29.9,79.1,0.378,,,,29.9,79.1,0.378,24.9,33.1,0.753,,,44.3,20.1,,,,22.6,84.6,,41.0,27.0,2.99,-0.44,2.54,89.3,86.2,3.1,92.3,0.418,,0.452,1951
2,Philadelphia Warriors*,66,,30.1,85.8,0.35,,,,30.1,85.8,0.35,25.2,33.0,0.763,,,54.3,21.7,,,,25.9,85.4,,40.0,26.0,3.76,-0.36,3.4,84.8,81.0,3.8,99.3,0.385,,0.425,1951
3,Boston Celtics*,69,,29.9,81.3,0.368,,,,29.9,81.3,0.368,25.4,35.0,0.725,,,50.7,22.9,,,,27.3,85.2,,39.0,30.0,-0.26,-0.15,-0.41,87.3,87.6,-0.3,95.9,0.431,,0.441,1951
4,New York Knicks*,66,,30.9,81.5,0.379,,,,30.9,81.5,0.379,24.1,33.8,0.714,,,51.8,23.5,,,,27.4,85.8,,36.0,30.0,0.41,0.07,0.49,88.0,87.6,0.4,94.8,0.415,,0.445,1951
5,Syracuse Nationals*,66,,28.5,81.3,0.351,,,,28.5,81.3,0.351,29.0,39.9,0.726,,,49.4,22.6,,,,30.2,86.1,,32.0,34.0,0.53,0.09,0.62,86.4,85.9,0.5,98.1,0.491,,0.435,1951
6,Fort Wayne Pistons*,68,,29.4,87.2,0.338,,,,29.4,87.2,0.338,25.3,35.1,0.72,,,54.8,16.8,,,,28.8,84.1,,32.0,36.0,-1.87,0.07,-1.81,82.0,83.8,-1.8,102.4,0.403,,0.41,1951
7,Indianapolis Olympians*,68,,30.8,85.0,0.363,,,,30.8,85.0,0.363,20.0,28.0,0.717,,,40.9,21.4,,,,23.1,81.7,,31.0,37.0,-2.37,0.37,-2.0,83.6,86.0,-2.4,96.4,0.329,,0.42,1951
8,Tri-Cities Blackhawks,68,,29.2,88.8,0.329,,,,29.2,88.8,0.329,25.8,35.7,0.723,,,54.6,21.7,,,,30.8,84.3,,25.0,43.0,-3.79,0.56,-3.22,80.8,84.4,-3.6,103.9,0.401,,0.403,1951
9,Baltimore Bullets,66,,29.6,84.0,0.353,,,,29.6,84.0,0.353,22.8,30.6,0.745,,,46.1,20.4,,,,26.3,82.0,,24.0,42.0,-2.29,0.35,-1.94,83.9,86.3,-2.4,96.8,0.364,,0.421,1951
10,Washington Capitols,35,,27.6,82.7,0.334,,,,27.6,82.7,0.334,26.1,34.1,0.765,,,44.8,16.7,,,,30.0,81.3,,10.0,25.0,-4.77,0.14,-4.63,83.2,88.1,-4.9,97.1,0.413,,0.416,1951
11,League Average 1951,64,,29.8,83.6,0.357,,,,29.8,83.6,0.357,24.5,33.4,0.733,,,49.5,21.0,,,,27.0,84.1,,,,0.0,0.0,0.0,85.1,85.1,,97.4,0.399,,0.428,1951
