,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Phoenix Suns,75,240.7,43.7,89.6,0.488,11.7,31.6,0.37,32.0,58.0,0.553,16.2,20.3,0.799,9.6,35.6,45.2,27.4,8.5,4.5,12.9,19.7,115.3,27.5,61.0,14.0,8.45,-0.62,7.83,115.6,107.1,8.5,99.5,0.226,0.353,0.586,2022
1,Memphis Grizzlies,76,241.0,43.5,94.3,0.462,11.4,32.6,0.349,32.1,61.7,0.521,17.0,23.2,0.733,14.2,35.4,49.6,25.7,9.8,6.6,13.2,19.7,115.4,24.0,53.0,23.0,6.29,-0.61,5.68,114.7,108.5,6.2,100.2,0.246,0.345,0.552,2022
2,Miami Heat,76,242.3,39.4,85.1,0.463,13.3,35.7,0.374,26.1,49.4,0.528,17.2,21.1,0.812,10.1,33.9,44.0,25.5,7.4,3.3,14.6,20.6,109.3,28.2,48.0,28.0,4.14,-0.28,3.86,113.1,108.8,4.3,95.7,0.248,0.42,0.579,2022
3,Golden State Warriors,76,240.7,40.4,86.6,0.467,14.3,39.7,0.36,26.2,46.9,0.558,15.7,20.5,0.765,9.8,35.6,45.5,26.9,8.9,4.6,14.8,20.9,110.8,27.6,48.0,28.0,5.16,-0.04,5.12,112.3,107.0,5.3,98.4,0.237,0.458,0.58,2022
4,Boston Celtics,76,243.0,40.3,87.3,0.462,12.9,36.8,0.352,27.4,50.5,0.542,17.2,21.0,0.818,10.6,35.6,46.2,24.3,7.2,6.0,13.6,18.5,110.8,26.0,47.0,29.0,6.74,-0.39,6.35,113.5,106.6,6.9,96.4,0.24,0.421,0.574,2022
5,Dallas Mavericks,76,241.0,39.1,85.5,0.457,12.8,37.3,0.344,26.3,48.2,0.544,16.0,20.8,0.766,9.4,33.8,43.2,23.2,6.8,4.0,12.4,19.7,106.9,26.7,47.0,29.0,2.78,-0.01,2.77,111.8,108.9,2.9,95.2,0.244,0.436,0.565,2022
6,Milwaukee Bucks,75,240.7,41.5,89.1,0.466,14.3,38.7,0.368,27.3,50.3,0.541,17.7,22.8,0.774,10.2,36.6,46.8,23.6,7.5,4.0,13.4,18.2,114.9,28.5,47.0,28.0,3.67,-0.23,3.44,114.9,111.2,3.7,99.7,0.256,0.435,0.58,2022
7,Philadelphia 76ers,75,241.7,39.1,84.7,0.461,11.4,31.6,0.359,27.7,53.1,0.522,19.3,23.6,0.819,8.5,33.8,42.4,23.2,7.5,5.3,12.3,19.4,108.9,26.8,46.0,29.0,2.12,0.15,2.27,112.6,110.5,2.1,96.0,0.279,0.373,0.572,2022
8,Denver Nuggets,76,241.3,41.3,86.2,0.479,12.8,36.1,0.354,28.6,50.2,0.569,16.5,20.8,0.792,9.2,34.9,44.1,27.6,7.2,3.7,14.4,19.8,111.8,27.7,45.0,31.0,2.47,-0.13,2.34,114.0,111.5,2.5,97.6,0.241,0.418,0.586,2022
9,Utah Jazz,76,240.3,40.6,86.0,0.471,14.7,40.4,0.363,25.9,45.6,0.567,17.6,22.7,0.774,10.6,35.4,45.9,22.3,7.1,4.9,14.1,19.0,113.3,29.3,45.0,31.0,5.51,-0.33,5.19,116.5,110.9,5.6,97.1,0.264,0.47,0.59,2022
10,Chicago Bulls,76,240.3,41.7,86.8,0.481,10.7,28.9,0.37,31.0,57.8,0.536,17.3,21.3,0.813,8.5,33.9,42.4,24.0,7.1,4.2,12.8,18.8,111.4,26.3,44.0,32.0,0.49,-0.25,0.24,113.1,112.6,0.5,98.3,0.245,0.334,0.579,2022
