,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
10,Los Angeles Clippers*,82,241.8,41.3,87.5,0.471,10.0,25.8,0.388,31.3,61.7,0.507,22.6,28.5,0.792,9.7,35.8,45.5,24.0,6.8,4.7,14.5,23.3,115.1,27.2,48.0,34.0,0.85,0.23,1.09,112.4,111.5,0.9,101.7,0.326,0.295,0.575,2019
11,Indiana Pacers*,82,240.3,41.3,87.0,0.475,9.5,25.4,0.374,31.8,61.6,0.517,15.8,21.1,0.752,9.3,33.7,43.0,26.0,8.7,4.9,13.7,19.4,108.0,27.0,48.0,34.0,3.33,-0.57,2.76,109.9,106.5,3.4,98.1,0.242,0.292,0.561,2019
12,San Antonio Spurs*,82,241.5,42.3,88.4,0.478,9.9,25.3,0.392,32.4,63.1,0.513,17.2,21.0,0.819,9.2,35.5,44.7,24.5,6.1,4.7,12.1,18.1,111.7,28.8,48.0,34.0,1.68,0.12,1.8,112.9,111.2,1.7,98.3,0.237,0.286,0.572,2019
13,Orlando Magic*,82,241.2,40.4,89.1,0.454,11.4,32.1,0.356,29.0,57.0,0.509,15.0,19.2,0.782,10.0,35.4,45.4,25.5,6.6,5.4,13.2,18.6,107.3,25.7,42.0,40.0,0.71,-0.43,0.28,108.9,108.1,0.8,98.1,0.216,0.36,0.55,2019
14,Brooklyn Nets*,82,243.7,40.3,89.7,0.449,12.8,36.2,0.353,27.5,53.6,0.513,19.0,25.5,0.745,11.0,35.6,46.6,23.8,6.6,4.1,15.1,21.5,112.2,25.4,42.0,40.0,-0.07,-0.33,-0.4,109.6,109.7,-0.1,100.8,0.284,0.403,0.556,2019
15,Detroit Pistons*,82,242.1,38.8,88.3,0.44,12.1,34.8,0.348,26.7,53.5,0.5,17.3,23.1,0.747,11.4,33.6,45.0,22.5,6.9,4.0,13.8,22.1,107.0,26.9,41.0,41.0,-0.24,-0.31,-0.56,109.0,109.2,-0.2,97.4,0.262,0.394,0.544,2019
16,Sacramento Kings,82,240.6,43.2,93.1,0.464,11.3,29.9,0.378,31.9,63.2,0.504,16.5,22.7,0.726,11.0,34.4,45.4,25.4,8.3,4.4,13.4,21.4,114.2,24.8,39.0,43.0,-1.12,0.31,-0.81,110.4,111.5,-1.1,103.1,0.244,0.321,0.554,2019
17,Charlotte Hornets,82,241.8,40.2,89.8,0.448,11.9,33.9,0.351,28.3,55.8,0.507,18.4,23.1,0.797,9.9,33.9,43.8,23.2,7.2,4.9,12.2,18.9,110.7,26.6,39.0,43.0,-1.1,-0.22,-1.32,111.4,112.5,-1.1,98.7,0.257,0.378,0.554,2019
18,Miami Heat,82,240.6,39.6,88.0,0.45,11.3,32.4,0.349,28.3,55.6,0.509,15.1,21.7,0.695,11.2,35.1,46.3,24.3,7.6,5.5,14.7,20.9,105.7,27.0,39.0,43.0,-0.23,-0.22,-0.45,107.3,107.6,-0.3,98.2,0.247,0.368,0.542,2019
19,Los Angeles Lakers,82,241.2,42.6,90.5,0.47,10.3,31.0,0.333,32.2,59.6,0.541,16.3,23.3,0.699,10.2,36.4,46.6,25.6,7.5,5.4,15.7,20.7,111.8,26.2,37.0,45.0,-1.72,0.39,-1.33,107.8,109.5,-1.7,103.2,0.257,0.342,0.554,2019
20,Minnesota Timberwolves,82,241.8,41.6,91.3,0.456,10.1,28.7,0.351,31.5,62.5,0.504,19.1,24.3,0.787,11.3,33.5,44.8,24.6,8.3,5.0,13.1,20.3,112.5,26.2,36.0,46.0,-1.5,0.48,-1.02,111.4,112.9,-1.5,100.2,0.267,0.315,0.552,2019
21,Dallas Mavericks,82,241.2,38.8,86.9,0.447,12.5,36.6,0.34,26.3,50.2,0.524,18.8,25.3,0.742,10.1,35.2,45.3,23.4,6.5,4.3,14.2,20.1,108.9,26.9,33.0,49.0,-1.28,0.42,-0.87,109.4,110.7,-1.3,99.0,0.291,0.422,0.555,2019
22,New Orleans Pelicans,82,240.9,43.7,92.2,0.473,10.3,29.9,0.344,33.4,62.4,0.536,17.8,23.4,0.761,11.1,36.2,47.3,27.0,7.4,5.4,14.8,21.1,115.4,25.7,33.0,49.0,-1.33,0.23,-1.1,111.4,112.6,-1.2,103.3,0.254,0.324,0.563,2019
23,Memphis Grizzlies,82,242.4,38.0,84.4,0.45,9.9,28.9,0.342,28.1,55.6,0.505,17.7,23.0,0.772,8.8,33.0,41.8,23.9,8.3,5.5,14.0,22.0,103.5,27.7,33.0,49.0,-2.6,0.51,-2.08,106.1,108.8,-2.7,96.6,0.272,0.342,0.548,2019
24,Washington Wizards,82,243.0,42.1,90.1,0.468,11.3,33.3,0.341,30.8,56.8,0.543,18.4,23.9,0.768,9.7,32.7,42.4,26.3,8.3,4.6,14.1,20.7,114.0,26.5,32.0,50.0,-2.9,-0.4,-3.3,111.1,113.9,-2.8,101.4,0.266,0.37,0.567,2019
25,Atlanta Hawks,82,242.1,41.4,91.8,0.451,13.0,37.0,0.352,28.4,54.8,0.518,17.6,23.4,0.752,11.6,34.5,46.1,25.8,8.2,5.1,17.0,23.6,113.3,25.1,29.0,53.0,-6.02,-0.04,-6.06,108.1,113.9,-5.8,103.9,0.255,0.403,0.555,2019
26,Chicago Bulls,82,242.7,39.8,87.9,0.453,9.1,25.9,0.351,30.7,62.0,0.496,16.2,20.7,0.783,8.8,34.1,42.9,21.9,7.4,4.3,14.1,20.3,104.9,24.0,22.0,60.0,-8.41,0.1,-8.32,104.8,113.2,-8.4,99.0,0.235,0.295,0.541,2019
27,Phoenix Suns,82,242.4,40.1,87.4,0.459,9.6,29.3,0.329,30.5,58.1,0.525,17.6,22.7,0.779,9.1,31.3,40.4,23.9,9.0,5.1,15.6,23.6,107.5,24.0,19.0,63.0,-9.34,0.73,-8.61,105.9,115.1,-9.2,100.5,0.259,0.335,0.552,2019
28,Cleveland Cavaliers,82,240.9,38.9,87.6,0.444,10.3,29.1,0.355,28.6,58.5,0.488,16.4,20.7,0.792,10.7,31.9,42.7,20.7,6.5,2.4,13.5,20.0,104.5,25.2,19.0,63.0,-9.61,0.22,-9.39,107.7,117.6,-9.9,96.6,0.236,0.332,0.54,2019
29,New York Knicks,82,241.2,38.2,88.3,0.433,10.0,29.5,0.34,28.2,58.8,0.479,18.1,23.9,0.759,10.5,34.3,44.7,20.1,6.8,5.1,14.0,20.9,104.6,23.4,17.0,65.0,-9.21,0.28,-8.93,104.5,113.7,-9.2,99.6,0.27,0.334,0.529,2019
30,League Average 2019,82,241.6,41.1,89.2,0.461,11.4,32.0,0.355,29.7,57.2,0.52,17.7,23.1,0.766,10.3,34.8,45.2,24.6,7.6,5.0,14.1,20.9,111.2,26.4,,,0.0,0.0,0.0,110.4,110.4,,100.0,0.259,0.359,0.56,2019
