,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Milwaukee Bucks*,82,241.2,43.4,91.1,0.476,13.5,38.2,0.353,29.9,52.9,0.565,17.9,23.2,0.773,9.3,40.4,49.7,26.0,7.5,5.9,13.9,19.6,118.1,26.9,60.0,22.0,8.87,-0.82,8.04,113.8,105.2,8.6,103.3,0.255,0.419,0.583,2019
1,Toronto Raptors*,82,242.4,42.2,89.1,0.474,12.4,33.8,0.366,29.8,55.3,0.539,17.7,22.0,0.804,9.6,35.6,45.2,25.4,8.3,5.3,14.0,21.0,114.4,27.3,58.0,24.0,6.09,-0.6,5.49,113.1,107.1,6.0,100.2,0.247,0.379,0.579,2019
2,Golden State Warriors*,82,241.5,44.0,89.8,0.491,13.3,34.4,0.385,30.8,55.3,0.557,16.3,20.4,0.801,9.7,36.5,46.2,29.4,7.6,6.4,14.3,21.4,117.7,28.4,57.0,25.0,6.46,-0.04,6.42,115.9,109.5,6.4,100.9,0.227,0.384,0.596,2019
3,Denver Nuggets*,82,240.6,41.9,90.0,0.466,11.0,31.4,0.351,30.9,58.7,0.527,15.8,20.9,0.755,11.9,34.5,46.4,27.4,7.7,4.4,13.4,20.0,110.7,24.9,54.0,28.0,3.95,0.24,4.19,113.0,108.9,4.1,97.7,0.232,0.348,0.558,2019
4,Portland Trail Blazers*,82,242.1,42.3,90.6,0.467,11.0,30.7,0.359,31.3,59.8,0.523,19.0,23.3,0.814,11.8,36.2,48.0,23.0,6.7,5.0,13.8,20.4,114.7,26.2,53.0,29.0,4.2,0.24,4.43,114.7,110.5,4.2,99.1,0.258,0.339,0.568,2019
5,Houston Rockets*,82,241.8,39.2,87.4,0.449,16.1,45.4,0.356,23.1,42.0,0.551,19.3,24.4,0.791,10.2,31.9,42.1,21.2,8.5,4.9,13.3,22.0,113.9,29.2,53.0,29.0,4.77,0.19,4.96,115.5,110.7,4.8,97.9,0.279,0.519,0.581,2019
6,Philadelphia 76ers*,82,241.5,41.5,88.2,0.471,10.8,30.2,0.359,30.7,58.0,0.529,21.2,27.5,0.771,10.9,36.9,47.8,26.9,7.4,5.3,14.9,21.3,115.2,26.4,51.0,31.0,2.7,-0.44,2.25,112.6,110.0,2.6,101.6,0.312,0.342,0.574,2019
7,Utah Jazz*,82,240.9,40.4,86.4,0.468,12.1,34.0,0.356,28.3,52.4,0.541,18.8,25.5,0.736,10.0,36.4,46.4,26.0,8.1,5.9,15.1,21.1,111.7,27.3,50.0,32.0,5.26,0.03,5.28,110.9,105.7,5.2,100.3,0.295,0.394,0.572,2019
8,Oklahoma City Thunder*,82,242.1,42.6,94.0,0.454,11.4,32.6,0.348,31.3,61.3,0.51,17.8,25.0,0.713,12.6,35.5,48.1,23.4,9.3,5.2,14.0,22.4,114.5,25.7,49.0,33.0,3.4,0.15,3.56,110.3,107.0,3.3,102.8,0.266,0.347,0.545,2019
9,Boston Celtics*,82,241.2,42.1,90.5,0.465,12.6,34.5,0.365,29.5,56.0,0.527,15.6,19.5,0.802,9.8,34.7,44.5,26.3,8.6,5.3,12.8,20.4,112.4,25.7,49.0,33.0,4.44,-0.54,3.9,112.2,107.8,4.4,99.6,0.215,0.381,0.567,2019
