,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Cleveland Cavaliers*,82,241.2,33.8,78.6,0.431,5.9,17.6,0.333,28.0,60.9,0.459,17.8,23.1,0.77,10.7,28.2,38.9,19.1,6.3,4.1,13.9,20.3,91.4,26.6,66.0,16.0,8.93,-0.25,8.68,112.4,102.4,10.0,88.7,0.312,0.259,0.56,2009
1,Los Angeles Lakers*,82,241.2,37.2,83.2,0.447,7.1,20.7,0.345,30.0,62.5,0.481,17.7,23.5,0.753,11.7,29.8,41.5,22.6,7.7,4.8,15.5,22.1,99.3,27.4,65.0,17.0,7.66,-0.55,7.11,112.8,104.7,8.1,94.3,0.299,0.217,0.555,2009
2,Boston Celtics*,82,242.4,33.7,78.3,0.431,6.2,17.7,0.349,27.5,60.6,0.454,19.8,25.7,0.771,10.2,27.4,37.6,18.9,7.1,4.7,14.6,22.2,93.4,27.8,62.0,20.0,7.51,-0.07,7.44,110.5,102.3,8.2,90.4,0.328,0.214,0.571,2009
3,Orlando Magic*,82,240.6,35.8,82.7,0.433,5.4,15.8,0.342,30.4,66.9,0.454,17.3,23.0,0.755,10.5,31.6,42.1,18.1,6.9,3.8,13.1,22.4,94.4,27.3,59.0,23.0,6.7,-0.21,6.48,109.2,101.9,7.3,92.3,0.351,0.335,0.559,2009
4,Portland Trail Blazers*,82,241.8,35.4,76.9,0.46,5.9,15.9,0.374,29.4,61.0,0.482,17.4,21.7,0.803,9.6,26.7,36.3,19.4,6.3,3.9,13.2,21.1,94.1,24.0,54.0,28.0,5.34,-0.35,5.0,113.9,107.8,6.1,86.6,0.306,0.239,0.553,2009
5,Denver Nuggets*,82,240.6,36.2,82.2,0.44,7.3,20.0,0.366,28.8,62.1,0.464,21.2,27.2,0.782,12.1,29.2,41.2,21.4,7.9,5.5,15.4,23.7,100.9,27.7,54.0,28.0,3.41,-0.29,3.13,110.4,106.8,3.6,94.3,0.382,0.227,0.563,2009
6,San Antonio Spurs*,82,242.7,36.3,80.1,0.453,5.5,14.4,0.379,30.8,65.7,0.469,15.3,19.9,0.769,9.1,31.3,40.4,18.1,6.5,4.3,11.7,18.4,93.3,30.4,54.0,28.0,3.76,-0.4,3.36,108.5,104.3,4.2,88.4,0.251,0.248,0.548,2009
7,Houston Rockets*,82,241.5,36.5,82.1,0.444,5.7,15.8,0.357,30.8,66.3,0.465,15.8,21.1,0.749,10.6,29.3,39.9,19.8,7.2,5.3,12.3,20.6,94.4,27.9,53.0,29.0,4.0,-0.27,3.73,108.4,104.0,4.4,90.2,0.292,0.254,0.548,2009
8,Dallas Mavericks*,82,241.5,37.5,82.3,0.455,6.3,16.8,0.375,31.1,65.5,0.475,18.6,23.3,0.798,10.8,30.6,41.4,19.6,7.2,4.1,13.0,20.1,99.8,29.0,50.0,32.0,1.98,-0.3,1.68,110.5,108.4,2.1,91.5,0.274,0.241,0.55,2009
9,New Orleans Hornets*,82,240.9,34.8,77.2,0.45,7.0,19.8,0.354,27.8,57.4,0.484,17.7,22.9,0.773,10.0,30.0,40.0,20.1,5.8,3.5,13.3,20.4,94.3,28.2,49.0,33.0,1.55,-0.14,1.41,108.7,107.0,1.7,87.8,0.288,0.24,0.548,2009
