,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Chicago Bulls*,82,241.8,39.1,85.0,0.46,2.7,8.0,0.332,36.4,77.0,0.473,18.6,24.2,0.768,13.2,26.5,39.7,22.5,7.7,4.3,15.7,22.0,99.5,27.6,67.0,15.0,10.44,-0.37,10.07,115.5,104.5,11.0,94.4,0.297,0.063,0.556,1992
1,Cleveland Cavaliers*,82,241.5,42.6,90.7,0.47,2.4,7.1,0.332,40.3,83.6,0.482,15.8,20.5,0.769,15.1,29.0,44.0,26.3,7.9,5.1,14.0,22.9,103.4,27.6,57.0,25.0,5.45,-0.11,5.34,113.9,108.2,5.7,95.0,0.322,0.101,0.557,1992
2,Portland Trail Blazers*,82,242.4,39.6,87.2,0.454,3.0,9.8,0.303,36.6,77.4,0.474,21.9,28.9,0.759,13.4,28.5,41.9,24.1,8.4,5.3,16.7,23.9,104.1,28.1,57.0,25.0,7.27,-0.33,6.94,111.4,104.2,7.2,99.0,0.335,0.128,0.541,1992
3,Golden State Warriors*,82,242.4,44.1,91.5,0.482,3.1,9.5,0.331,41.0,82.1,0.499,23.5,31.3,0.75,16.1,29.7,45.9,25.9,9.7,5.3,18.4,24.6,114.8,25.5,55.0,27.0,3.9,-0.14,3.77,113.6,109.9,3.7,103.4,0.351,0.103,0.568,1992
4,Utah Jazz*,82,242.4,40.1,87.5,0.459,2.9,8.5,0.337,37.3,79.1,0.472,18.7,25.1,0.747,14.0,27.5,41.5,23.5,7.9,5.6,14.7,23.9,101.9,28.5,55.0,27.0,6.39,-0.69,5.7,112.2,105.6,6.6,95.5,0.363,0.067,0.557,1992
5,Phoenix Suns*,82,241.5,41.8,91.2,0.459,2.2,7.1,0.307,39.6,84.0,0.471,20.4,26.9,0.756,14.9,28.6,43.5,23.3,8.0,6.0,15.3,23.5,106.2,27.0,53.0,29.0,5.94,-0.26,5.68,112.1,106.2,5.9,99.4,0.332,0.083,0.556,1992
6,New York Knicks*,82,242.1,37.6,82.0,0.458,2.2,7.4,0.295,35.4,74.6,0.474,20.3,26.5,0.767,12.4,27.3,39.7,21.7,8.2,4.8,15.2,22.0,97.7,27.3,51.0,31.0,3.89,-0.22,3.67,108.3,104.2,4.1,92.9,0.295,0.089,0.531,1992
7,Boston Celtics*,82,241.2,40.5,88.9,0.456,2.5,8.0,0.308,38.1,81.0,0.47,19.5,25.4,0.768,14.4,28.5,42.8,23.5,8.3,5.0,13.6,19.9,103.0,29.2,51.0,31.0,3.62,-0.21,3.41,110.8,107.0,3.8,95.8,0.266,0.05,0.544,1992
8,Detroit Pistons*,82,241.2,38.5,85.0,0.453,2.6,7.6,0.338,35.9,77.4,0.464,17.3,22.8,0.762,13.6,27.5,41.1,23.1,7.8,4.5,13.6,23.4,96.9,30.1,48.0,34.0,2.04,0.01,2.06,107.5,105.3,2.2,91.6,0.307,0.077,0.52,1992
9,Seattle SuperSonics*,82,242.1,39.8,83.7,0.475,2.5,7.6,0.337,37.2,76.1,0.489,22.5,30.0,0.751,13.7,27.2,40.9,22.3,8.5,5.8,16.1,22.6,104.7,27.3,47.0,35.0,1.88,-0.02,1.86,110.7,108.8,1.9,95.4,0.317,0.091,0.538,1992
10,San Antonio Spurs*,82,241.2,39.2,86.6,0.452,3.0,8.5,0.347,36.2,78.0,0.464,19.4,25.1,0.77,13.5,28.8,42.3,23.0,9.2,5.6,15.3,22.1,100.6,27.3,47.0,35.0,3.32,-0.51,2.81,107.5,104.1,3.4,96.2,0.317,0.057,0.528,1992
11,Los Angeles Clippers*,82,241.8,39.2,85.3,0.459,2.7,7.9,0.346,36.4,77.4,0.47,20.8,27.4,0.759,14.0,29.8,43.9,21.8,8.6,5.3,17.0,22.8,101.9,27.3,45.0,37.0,1.07,0.03,1.1,105.8,104.7,1.1,96.5,0.314,0.071,0.524,1992
12,Los Angeles Lakers*,82,241.8,41.6,86.5,0.48,2.1,7.3,0.292,39.4,79.3,0.498,16.2,21.3,0.762,15.0,29.1,44.1,26.5,7.2,4.7,15.3,22.3,101.5,28.3,43.0,39.0,-1.1,0.15,-0.95,107.7,108.9,-1.2,92.5,0.327,0.064,0.516,1992
13,Houston Rockets,82,242.4,41.4,89.2,0.463,2.4,7.0,0.341,39.0,82.2,0.474,18.6,24.2,0.77,15.0,29.3,44.4,26.0,9.1,4.7,14.3,20.4,103.7,28.0,42.0,40.0,-1.72,-0.22,-1.94,106.2,108.0,-1.8,95.1,0.293,0.139,0.537,1992
