,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Washington Bullets*,82,241.2,46.6,96.0,0.485,,,,46.6,96.0,0.485,21.8,29.6,0.735,16.0,33.8,49.7,26.5,7.5,4.9,17.3,22.0,114.9,28.2,54.0,28.0,4.99,-0.24,4.75,107.4,102.7,4.7,106.5,0.308,,0.527,1979
1,Seattle SuperSonics*,82,240.9,42.7,91.3,0.468,,,,42.7,91.3,0.468,21.1,28.0,0.754,16.0,31.6,47.6,24.1,8.4,4.9,19.3,23.3,106.6,26.8,52.0,30.0,2.72,-0.03,2.69,102.7,100.1,2.6,103.4,0.307,,0.514,1979
2,Phoenix Suns*,82,241.2,46.9,91.7,0.512,,,,46.9,91.7,0.512,21.5,28.0,0.768,13.2,29.0,42.2,30.5,11.2,4.1,21.5,23.7,115.4,25.5,50.0,32.0,3.7,-0.15,3.55,105.7,102.4,3.3,108.5,0.306,,0.555,1979
3,San Antonio Spurs*,82,241.8,47.9,94.6,0.506,,,,47.9,94.6,0.506,23.5,29.5,0.795,13.4,31.9,45.3,28.2,10.1,6.2,20.1,25.3,119.3,27.3,48.0,34.0,5.18,-0.21,4.97,107.1,102.4,4.7,110.6,0.312,,0.554,1979
4,Kansas City Kings*,82,242.1,45.9,93.2,0.492,,,,45.9,93.2,0.492,21.3,29.2,0.73,14.5,29.3,43.8,27.3,10.1,4.8,19.9,29.5,113.1,25.7,48.0,34.0,2.88,-0.15,2.73,104.5,101.9,2.6,107.3,0.313,,0.533,1979
5,Philadelphia 76ers*,82,241.5,43.7,89.5,0.488,,,,43.7,89.5,0.488,22.1,29.4,0.753,14.0,33.1,47.1,27.5,9.5,7.3,21.6,25.3,109.5,26.4,47.0,35.0,1.85,-0.11,1.74,102.0,100.3,1.7,106.7,0.329,,0.535,1979
6,Houston Rockets*,82,241.2,45.4,91.4,0.497,,,,45.4,91.4,0.497,22.5,28.4,0.792,15.3,30.5,45.9,28.1,7.7,3.5,18.4,24.4,113.4,27.6,47.0,35.0,0.98,-0.06,0.92,108.7,107.7,1.0,103.8,0.311,,0.545,1979
7,Los Angeles Lakers*,82,241.2,46.7,90.2,0.517,,,,46.7,90.2,0.517,19.6,25.5,0.769,11.6,31.2,42.8,28.5,9.7,6.1,19.1,22.6,112.9,27.2,47.0,35.0,3.06,-0.12,2.95,106.1,103.2,2.9,105.9,0.282,,0.557,1979
8,Denver Nuggets*,82,240.3,42.9,89.2,0.481,,,,42.9,89.2,0.481,25.0,34.6,0.72,15.9,31.7,47.6,26.4,8.2,5.1,20.3,25.7,110.7,26.2,47.0,35.0,1.28,-0.04,1.24,104.4,103.2,1.2,105.9,0.389,,0.53,1979
9,Atlanta Hawks*,82,242.1,42.7,90.4,0.473,,,,42.7,90.4,0.473,23.7,30.9,0.766,16.8,28.5,45.4,23.6,9.8,7.3,18.6,29.6,109.1,24.6,46.0,36.0,2.09,-0.16,1.92,105.6,103.6,2.0,102.5,0.342,,0.525,1979
10,Portland Trail Blazers*,82,241.2,43.2,89.5,0.483,,,,43.2,89.5,0.483,22.0,28.8,0.765,15.3,29.7,45.0,23.7,9.5,6.2,20.2,26.7,108.4,25.6,45.0,37.0,1.26,-0.14,1.12,104.3,103.1,1.2,103.4,0.322,,0.53,1979
11,San Diego Clippers,82,240.6,45.4,94.0,0.483,,,,45.4,94.0,0.483,22.4,30.1,0.743,17.0,29.4,46.4,18.8,8.6,4.8,19.8,25.9,113.1,27.3,43.0,39.0,-1.78,0.02,-1.76,106.2,107.9,-1.7,106.3,0.321,,0.528,1979
12,Indiana Pacers,82,240.3,43.6,91.8,0.475,,,,43.6,91.8,0.475,21.5,28.3,0.759,14.9,30.9,45.8,24.5,8.4,5.1,18.7,25.5,108.6,25.0,38.0,44.0,-1.6,0.19,-1.41,103.0,104.5,-1.5,105.3,0.308,,0.521,1979
13,Milwaukee Bucks,82,242.4,47.6,94.8,0.503,,,,47.6,94.8,0.503,18.8,24.6,0.762,14.1,28.9,43.0,31.2,10.5,5.3,19.2,25.7,114.1,24.8,38.0,44.0,2.22,-0.1,2.12,106.0,104.0,2.0,106.5,0.26,,0.54,1979
14,Golden State Warriors,82,241.2,44.2,90.9,0.487,,,,44.2,90.9,0.487,16.7,22.8,0.73,14.3,30.6,44.9,25.2,9.4,5.1,18.3,24.7,105.1,25.2,38.0,44.0,0.38,0.08,0.46,102.4,102.0,0.4,102.2,0.251,,0.521,1979
15,New Jersey Nets*,82,240.9,42.2,91.7,0.46,,,,42.2,91.7,0.46,23.2,31.9,0.729,15.1,28.9,44.0,23.3,10.4,7.5,22.7,28.4,107.7,25.7,37.0,45.0,-4.17,0.17,-4.0,98.0,101.8,-3.8,109.5,0.347,,0.509,1979
16,New York Knicks,82,241.2,44.8,92.1,0.487,,,,44.8,92.1,0.487,18.0,25.7,0.7,14.6,29.6,44.3,25.9,8.5,4.8,19.6,26.3,107.7,25.7,31.0,51.0,-3.38,0.09,-3.29,102.2,105.4,-3.2,104.9,0.279,,0.52,1979
