,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Minneapolis Lakers*,72,,30.3,80.6,0.376,,,,30.3,80.6,0.376,21.0,28.7,0.731,,,52.1,18.4,,,,26.6,81.7,27.3,46.0,26.0,3.06,-0.35,2.71,86.8,83.5,3.3,93.5,0.356,,0.438,1954
1,Rochester Royals*,72,,27.9,75.7,0.369,,,,27.9,75.7,0.369,23.9,35.0,0.684,,,48.5,20.2,,,,26.4,79.8,29.2,44.0,28.0,2.43,-0.2,2.24,86.6,84.0,2.6,90.9,0.462,,0.438,1954
2,New York Knicks*,72,,26.9,71.9,0.374,,,,26.9,71.9,0.374,25.3,35.1,0.721,,,53.2,20.4,,,,25.4,79.0,27.1,44.0,28.0,-0.13,-0.02,-0.16,89.3,89.4,-0.1,87.4,0.488,,0.452,1954
3,Boston Celtics*,72,,31.0,77.5,0.4,,,,31.0,77.5,0.4,25.7,35.4,0.726,,,53.7,24.6,,,,27.3,87.7,26.4,42.0,30.0,2.33,-0.32,1.97,92.5,90.0,2.5,93.0,0.457,,0.471,1954
4,Syracuse Nationals*,72,,28.5,77.5,0.368,,,,28.5,77.5,0.368,26.5,36.8,0.719,,,50.7,21.4,,,,25.7,83.5,25.5,42.0,30.0,4.9,-0.64,4.27,88.2,83.0,5.2,93.5,0.475,,0.446,1954
5,Fort Wayne Pistons*,72,,27.1,72.0,0.376,,,,27.1,72.0,0.376,23.5,32.2,0.73,,,52.6,20.5,,,,23.2,77.7,26.8,40.0,32.0,1.63,-0.18,1.45,89.0,87.2,1.8,86.9,0.446,,0.451,1954
6,Philadelphia Warriors,72,,28.1,75.4,0.372,,,,28.1,75.4,0.372,22.0,31.6,0.698,,,49.8,20.4,,,,24.2,78.2,24.8,29.0,43.0,-2.14,0.22,-1.89,86.7,89.0,-2.3,89.4,0.418,,0.438,1954
7,Milwaukee Hawks,72,,24.4,70.7,0.345,,,,24.4,70.7,0.345,21.2,30.6,0.692,,,44.5,18.0,,,,24.6,70.0,26.1,21.0,51.0,-5.29,0.75,-4.55,82.9,89.2,-6.3,84.2,0.433,,0.416,1954
8,Baltimore Bullets,72,,28.3,76.9,0.368,,,,28.3,76.9,0.368,21.8,32.1,0.677,,,53.0,19.2,,,,24.7,78.3,24.1,16.0,56.0,-6.76,0.79,-5.98,85.2,92.6,-7.4,91.3,0.417,,0.43,1954
9,League Average 1954,72,,28.1,75.4,0.372,,,,28.1,75.4,0.372,23.4,33.0,0.709,,,50.9,20.3,,,,25.4,79.5,26.3,,,0.0,0.01,0.01,87.5,87.5,,90.0,0.438,,0.442,1954
