,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Miami Heat*,82,242.4,35.6,80.9,0.44,7.6,21.7,0.35,28.0,59.1,0.473,16.2,21.2,0.766,11.2,28.9,40.1,20.2,7.9,3.2,15.6,20.4,95.0,30.3,66.0,16.0,7.87,-0.84,7.03,112.3,103.7,8.6,90.7,0.297,0.285,0.588,2013
1,Oklahoma City Thunder*,82,241.8,36.2,85.0,0.425,7.4,21.5,0.346,28.7,63.5,0.452,16.7,21.6,0.774,12.0,28.7,40.7,20.5,8.2,3.9,14.8,20.7,96.5,26.0,60.0,22.0,9.21,-0.06,9.15,112.4,102.6,9.8,93.3,0.338,0.244,0.58,2013
2,San Antonio Spurs*,82,242.4,37.5,84.9,0.442,6.3,17.9,0.353,31.2,66.9,0.466,15.2,20.0,0.76,11.1,31.4,42.5,21.4,8.2,4.9,14.9,19.1,96.6,28.6,58.0,24.0,6.4,0.27,6.67,108.3,101.6,6.7,94.2,0.258,0.264,0.568,2013
3,Denver Nuggets*,82,242.7,38.1,85.7,0.444,8.4,23.1,0.363,29.7,62.6,0.474,16.6,22.7,0.731,12.4,29.2,41.6,23.6,8.0,6.8,15.9,21.6,101.1,26.1,57.0,25.0,5.09,0.28,5.37,110.4,105.1,5.3,95.1,0.308,0.217,0.549,2013
4,Memphis Grizzlies*,82,241.5,33.5,77.0,0.435,6.1,18.2,0.338,27.4,58.8,0.465,16.1,21.5,0.748,10.3,28.8,39.1,19.5,7.3,5.5,15.5,20.0,89.3,27.0,56.0,26.0,4.15,0.18,4.32,104.9,100.3,4.6,88.4,0.261,0.166,0.514,2013
5,Los Angeles Clippers*,82,240.6,34.6,78.0,0.443,7.6,20.5,0.373,26.9,57.5,0.468,17.9,23.9,0.749,10.9,28.2,39.1,22.1,7.4,4.1,16.1,20.9,94.6,28.8,56.0,26.0,6.45,-0.02,6.43,110.6,103.6,7.0,91.1,0.286,0.265,0.557,2013
6,New York Knicks*,82,240.6,35.6,77.6,0.458,7.8,21.8,0.357,27.8,55.8,0.498,16.8,22.2,0.757,10.0,31.6,41.6,19.3,6.4,4.0,15.1,19.2,95.7,30.2,54.0,28.0,4.23,-0.5,3.73,111.1,106.3,4.8,89.8,0.258,0.354,0.55,2013
7,Brooklyn Nets*,82,242.1,37.4,80.7,0.464,6.3,17.3,0.366,31.1,63.4,0.49,14.0,19.2,0.731,10.7,28.5,39.2,21.4,7.5,4.8,13.4,21.4,95.1,28.6,49.0,33.0,1.78,-0.53,1.25,108.2,106.2,2.0,88.8,0.299,0.269,0.536,2013
8,Indiana Pacers*,81,241.9,34.5,82.2,0.42,5.4,16.6,0.327,29.1,65.6,0.444,16.2,21.3,0.76,11.2,29.6,40.9,19.2,7.5,5.7,13.5,21.9,90.7,25.7,49.0,32.0,4.02,-0.69,3.34,104.3,99.8,4.5,90.2,0.293,0.245,0.521,2013
9,Golden State Warriors*,82,241.5,37.2,84.8,0.439,8.0,23.1,0.347,29.2,61.7,0.473,17.9,23.9,0.748,11.1,31.7,42.7,23.5,8.2,4.9,13.5,19.2,100.3,25.3,47.0,35.0,0.89,0.42,1.32,106.4,105.5,0.9,94.5,0.255,0.239,0.545,2013
