,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Boston Celtics*,82,242.1,42.0,91.2,0.461,1.0,3.7,0.27,41.0,87.5,0.469,19.7,26.4,0.748,13.3,28.3,41.5,23.5,8.8,4.2,15.3,24.0,104.7,29.3,67.0,15.0,9.41,-0.36,9.06,111.8,102.6,9.2,101.2,0.307,0.054,0.564,1986
1,Los Angeles Lakers*,82,241.8,43.6,90.9,0.48,0.6,3.0,0.206,43.0,87.8,0.49,21.7,28.9,0.751,13.5,27.1,40.6,27.3,9.7,4.4,16.2,24.3,109.5,28.1,62.0,20.0,7.74,-0.91,6.84,113.3,105.8,7.5,102.7,0.317,0.056,0.575,1986
2,Milwaukee Bucks*,82,241.5,40.1,85.9,0.467,1.2,4.0,0.295,38.9,81.9,0.475,24.1,32.6,0.74,14.3,28.4,42.6,23.8,7.7,4.8,19.9,26.1,105.5,26.0,57.0,25.0,9.04,-0.35,8.69,111.4,102.7,8.7,102.1,0.369,0.052,0.552,1986
3,Philadelphia 76ers*,82,242.7,44.1,89.4,0.493,1.0,3.4,0.291,43.1,85.9,0.501,18.9,24.9,0.757,14.5,27.2,41.7,27.5,9.8,5.7,18.5,26.7,108.0,28.0,54.0,28.0,2.35,0.11,2.46,108.6,106.3,2.3,100.5,0.398,0.032,0.546,1986
4,Houston Rockets*,82,240.9,44.4,90.3,0.491,1.1,3.3,0.325,43.3,87.0,0.498,22.0,29.3,0.749,14.5,29.1,43.6,26.8,8.3,4.7,17.9,24.1,111.8,26.0,51.0,31.0,2.61,-0.51,2.1,110.1,107.6,2.5,103.5,0.317,0.04,0.536,1986
5,Atlanta Hawks*,82,241.5,41.0,86.3,0.475,1.1,3.5,0.307,39.9,82.8,0.482,23.2,30.6,0.76,14.7,28.4,43.1,23.7,8.5,4.5,18.2,26.0,106.2,25.3,50.0,32.0,2.37,0.22,2.59,107.9,105.6,2.3,100.0,0.385,0.024,0.542,1986
6,Denver Nuggets*,82,240.9,44.4,90.3,0.491,0.7,3.2,0.229,43.6,87.1,0.501,24.0,32.8,0.73,15.8,33.3,49.1,25.7,7.8,5.9,21.2,25.8,113.5,28.1,47.0,35.0,1.3,-0.42,0.89,107.1,105.9,1.2,106.7,0.307,0.039,0.527,1986
7,Detroit Pistons*,82,241.2,44.1,89.8,0.492,0.9,3.1,0.275,43.3,86.7,0.499,23.9,31.6,0.756,14.4,31.0,45.3,25.4,8.1,6.1,18.2,24.1,113.0,26.5,46.0,36.0,1.17,0.27,1.44,109.0,107.9,1.1,104.2,0.297,0.023,0.534,1986
8,Dallas Mavericks*,82,241.5,47.1,93.8,0.503,1.1,3.8,0.289,46.0,90.0,0.512,18.8,25.0,0.754,14.9,30.1,45.0,29.0,7.5,5.2,15.6,26.8,114.2,25.8,44.0,38.0,1.1,-0.4,0.7,112.1,111.0,1.1,102.2,0.364,0.061,0.562,1986
9,Utah Jazz*,82,241.2,42.3,89.5,0.473,0.8,3.1,0.259,41.5,86.4,0.48,23.1,30.3,0.764,14.7,30.6,45.3,24.1,9.2,5.7,18.7,27.1,108.5,26.3,42.0,40.0,-0.37,-0.3,-0.67,104.2,104.6,-0.4,103.3,0.38,0.024,0.536,1986
10,Portland Trail Blazers*,82,242.1,44.4,88.4,0.502,1.0,3.0,0.335,43.3,85.4,0.508,24.3,32.2,0.755,14.4,28.8,43.2,27.5,9.3,5.2,20.1,27.6,114.0,26.6,40.0,42.0,1.06,-0.45,0.61,109.2,108.2,1.0,104.5,0.384,0.038,0.554,1986
11,Washington Bullets*,82,242.1,41.9,89.8,0.467,0.9,3.2,0.274,41.0,86.6,0.474,20.1,26.6,0.756,15.2,31.6,46.8,24.6,8.7,5.5,16.7,23.3,104.8,27.1,39.0,43.0,-1.8,0.53,-1.28,103.0,104.8,-1.8,99.1,0.32,0.057,0.518,1986
12,New Jersey Nets*,82,241.5,42.7,86.9,0.492,1.2,3.9,0.304,41.6,83.0,0.501,24.5,32.0,0.766,12.6,28.9,41.5,24.6,9.5,4.8,18.6,24.4,111.1,27.5,39.0,43.0,-1.99,0.6,-1.39,105.0,106.9,-1.9,103.3,0.328,0.029,0.536,1986
13,Sacramento Kings*,82,241.2,43.5,88.1,0.494,0.9,3.4,0.26,42.6,84.7,0.503,24.0,31.8,0.755,13.9,28.5,42.5,25.8,9.2,5.8,17.2,25.4,111.9,26.6,37.0,45.0,-3.07,-0.12,-3.19,106.2,109.2,-3.0,102.0,0.324,0.019,0.541,1986
14,San Antonio Spurs*,82,241.5,44.3,89.8,0.493,1.2,3.9,0.304,43.1,85.9,0.501,23.4,30.4,0.769,14.1,28.1,42.2,27.7,9.8,5.5,18.5,25.7,113.1,27.8,35.0,47.0,-1.85,-0.2,-2.06,106.5,108.2,-1.7,103.8,0.355,0.028,0.555,1986
15,Los Angeles Clippers,82,240.9,46.9,92.5,0.507,0.9,3.2,0.28,46.0,89.4,0.515,20.8,27.8,0.747,15.5,30.0,45.4,30.1,9.3,5.6,17.0,25.8,115.5,27.0,32.0,50.0,-6.93,0.1,-6.83,105.4,112.1,-6.7,102.7,0.374,0.032,0.534,1986
16,Phoenix Suns,82,241.5,43.5,89.1,0.488,1.1,3.4,0.319,42.4,85.7,0.495,24.9,32.8,0.758,13.9,27.6,41.5,26.2,10.3,5.7,18.5,27.0,113.0,26.3,32.0,50.0,-2.99,-0.17,-3.16,104.3,107.2,-2.9,104.8,0.384,0.026,0.552,1986
17,Seattle SuperSonics,82,243.0,40.3,82.6,0.487,0.7,2.7,0.254,39.6,79.9,0.495,23.3,30.4,0.768,12.5,28.1,40.7,24.9,8.0,5.0,17.9,24.5,104.5,26.6,31.0,51.0,-0.1,-0.37,-0.47,105.9,106.0,-0.1,97.4,0.33,0.042,0.53,1986
18,Golden State Warriors,82,241.2,47.1,90.6,0.52,0.8,2.8,0.284,46.3,87.8,0.527,21.8,29.3,0.746,14.3,30.7,45.0,28.4,8.4,5.4,18.1,25.2,116.9,26.8,30.0,52.0,-3.45,-0.14,-3.59,108.3,111.6,-3.3,104.2,0.333,0.037,0.536,1986
19,Chicago Bulls*,82,242.1,43.9,87.0,0.504,0.9,2.8,0.3,43.1,84.2,0.511,24.4,32.0,0.762,13.5,28.8,42.3,26.5,8.1,6.0,15.8,24.4,113.1,26.6,30.0,52.0,-3.8,0.69,-3.12,108.6,112.4,-3.8,99.7,0.346,0.044,0.538,1986
20,Cleveland Cavaliers,82,241.2,41.9,88.3,0.475,1.0,3.6,0.29,40.8,84.7,0.482,25.8,33.6,0.767,13.8,30.4,44.2,25.9,8.7,4.4,16.2,23.7,110.6,27.0,29.0,53.0,-2.87,0.68,-2.19,105.5,108.3,-2.8,101.6,0.321,0.054,0.535,1986
21,Indiana Pacers,82,240.9,41.1,86.9,0.473,0.9,3.4,0.265,40.2,83.5,0.482,24.1,31.4,0.768,12.8,30.2,43.0,25.1,9.1,5.4,16.0,23.3,107.2,25.0,26.0,56.0,-3.33,0.67,-2.66,102.6,105.9,-3.3,100.9,0.305,0.02,0.525,1986
22,New York Knicks,82,241.5,38.9,81.4,0.478,0.8,3.3,0.248,38.1,78.0,0.488,25.6,33.5,0.766,14.2,31.5,45.8,24.5,8.5,5.4,19.9,24.6,104.3,25.5,23.0,59.0,-5.61,0.79,-4.82,99.5,105.2,-5.7,98.6,0.318,0.034,0.505,1986
23,League Average 1986,82,241.6,43.2,88.6,0.487,0.9,3.3,0.282,42.3,85.3,0.495,22.9,30.3,0.756,14.1,29.4,43.6,26.0,8.8,5.3,17.8,25.2,110.2,26.8,,,0.0,0.0,0.0,107.2,107.2,,102.1,0.341,0.038,0.541,1986
