,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Boston Celtics*,82,243.4,42.2,89.9,0.47,0.9,2.7,0.324,41.4,87.2,0.474,20.2,26.1,0.774,13.4,27.2,40.6,23.9,8.6,4.0,16.2,25.5,105.6,28.0,62.0,20.0,6.56,-0.14,6.42,110.9,104.4,6.5,99.7,0.333,0.032,0.554,1984
1,Los Angeles Lakers*,82,241.2,44.8,92.7,0.483,0.8,2.7,0.283,44.0,90.0,0.489,21.5,28.6,0.751,15.3,26.3,41.5,27.6,9.7,4.6,17.6,24.1,111.8,27.5,54.0,28.0,3.76,-0.44,3.32,110.9,107.3,3.6,103.7,0.313,0.031,0.574,1984
2,Philadelphia 76ers*,82,243.4,41.8,87.0,0.48,0.6,2.5,0.227,41.2,84.5,0.488,21.4,28.9,0.742,15.1,27.3,42.3,25.1,9.8,5.9,19.0,27.3,105.6,27.7,52.0,30.0,2.2,0.2,2.39,106.8,104.6,2.2,99.6,0.396,0.016,0.551,1984
3,Milwaukee Bucks*,82,242.7,39.1,85.8,0.456,0.5,2.5,0.207,38.6,83.3,0.463,22.8,30.4,0.751,15.3,27.3,42.5,23.9,8.0,3.9,17.1,25.5,101.5,28.4,50.0,32.0,4.16,-0.12,4.04,107.8,103.6,4.2,96.9,0.338,0.033,0.541,1984
4,Detroit Pistons*,82,242.7,44.6,89.9,0.496,0.6,2.5,0.262,44.0,87.4,0.503,23.7,31.4,0.753,14.2,30.0,44.1,26.7,7.6,6.4,18.0,26.7,113.5,25.4,49.0,33.0,3.59,-0.06,3.52,111.5,108.1,3.4,103.8,0.322,0.018,0.532,1984
5,Portland Trail Blazers*,82,241.5,43.5,84.7,0.514,0.7,2.5,0.274,42.8,82.1,0.521,21.9,28.9,0.76,12.9,26.6,39.6,25.8,7.9,5.4,19.9,26.6,109.6,25.8,48.0,34.0,3.55,-0.42,3.13,111.2,107.7,3.5,101.1,0.367,0.018,0.556,1984
6,New York Knicks*,82,242.1,39.8,81.5,0.488,0.6,2.3,0.275,39.1,79.2,0.494,22.9,30.2,0.758,12.7,26.5,39.2,25.0,8.8,4.8,20.5,26.8,103.0,27.2,47.0,35.0,3.84,-0.05,3.79,107.0,103.1,3.9,99.0,0.367,0.024,0.552,1984
7,Utah Jazz*,82,241.2,45.7,96.0,0.476,0.6,2.5,0.221,45.1,93.5,0.483,21.9,29.4,0.745,17.8,30.0,47.8,27.3,9.1,5.7,17.5,26.8,113.8,26.9,45.0,37.0,1.13,-0.32,0.81,109.0,108.0,1.0,104.9,0.374,0.044,0.559,1984
8,New Jersey Nets*,82,241.5,41.7,85.0,0.491,0.6,2.2,0.265,41.1,82.8,0.497,24.8,32.6,0.761,13.4,28.1,41.5,23.3,9.5,5.1,20.4,26.4,108.9,25.5,45.0,37.0,1.1,0.17,1.27,106.1,105.0,1.1,103.0,0.343,0.032,0.54,1984
9,Dallas Mavericks*,82,243.4,44.3,88.8,0.499,0.8,2.7,0.284,43.5,86.1,0.506,20.6,26.8,0.768,14.4,28.6,43.0,26.0,7.7,5.1,16.9,27.0,110.0,24.7,43.0,39.0,0.43,-0.27,0.15,110.0,109.6,0.4,99.0,0.325,0.025,0.547,1984
