,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
10,Utah Jazz*,82,241.2,33.5,77.4,0.434,5.3,15.3,0.349,28.2,62.1,0.454,19.8,26.1,0.759,12.3,25.9,38.2,19.5,8.8,5.2,15.9,23.8,92.3,30.9,47.0,35.0,2.39,0.37,2.76,105.5,102.8,2.7,89.3,0.38,0.104,0.537,2003
11,New Orleans Hornets*,82,242.7,34.8,79.5,0.438,4.1,12.2,0.338,30.7,67.3,0.457,18.0,23.5,0.766,11.1,28.9,40.0,19.9,7.9,5.2,14.6,21.4,91.8,29.1,47.0,35.0,2.11,-0.59,1.52,103.9,101.6,2.3,89.4,0.285,0.161,0.511,2003
12,Boston Celtics*,82,241.8,34.2,78.7,0.435,5.6,17.1,0.331,28.5,61.6,0.464,19.0,25.4,0.749,11.4,33.5,45.0,22.2,7.5,4.5,16.0,21.9,93.1,26.9,44.0,38.0,-0.39,-0.36,-0.75,101.2,101.6,-0.4,90.9,0.306,0.331,0.514,2003
13,Phoenix Suns*,82,241.5,35.5,81.2,0.438,5.3,16.6,0.32,30.2,64.6,0.468,18.0,23.6,0.766,12.6,30.3,42.9,22.2,7.8,5.5,16.0,21.5,94.4,25.2,44.0,38.0,1.13,0.43,1.57,103.7,102.5,1.2,91.5,0.285,0.17,0.514,2003
14,Houston Rockets,82,243.0,35.3,81.5,0.433,4.7,13.6,0.347,30.5,67.9,0.45,17.1,22.0,0.775,11.9,28.7,40.6,20.5,8.1,4.6,13.2,21.9,92.3,25.9,43.0,39.0,1.48,0.42,1.89,104.3,102.6,1.7,88.8,0.316,0.196,0.522,2003
15,Milwaukee Bucks*,82,242.7,37.1,81.0,0.458,5.8,15.6,0.375,31.3,65.4,0.478,19.2,25.8,0.745,12.5,31.0,43.4,23.1,6.6,4.1,14.4,20.5,99.3,29.3,42.0,40.0,0.23,-0.48,-0.24,108.8,108.6,0.2,90.4,0.287,0.229,0.543,2003
16,Orlando Magic*,82,241.5,36.7,80.5,0.455,4.9,14.8,0.334,31.7,65.7,0.483,20.1,26.2,0.767,11.8,31.7,43.5,22.4,7.8,5.0,16.4,22.2,98.4,26.9,42.0,40.0,0.13,-0.53,-0.39,105.2,105.0,0.2,93.1,0.307,0.235,0.526,2003
17,Seattle SuperSonics,82,242.1,35.0,78.3,0.447,5.8,16.7,0.344,29.3,61.6,0.475,16.5,22.2,0.742,11.4,30.0,41.5,20.8,6.1,5.0,14.7,20.4,92.3,26.9,40.0,42.0,-0.12,0.49,0.37,103.7,103.9,-0.2,88.0,0.27,0.196,0.512,2003
18,Golden State Warriors,82,240.9,39.5,87.5,0.452,5.3,14.4,0.372,34.2,73.1,0.467,19.2,25.4,0.756,14.7,29.1,43.8,23.6,8.7,6.0,13.7,23.6,103.6,24.4,38.0,44.0,-1.13,0.54,-0.6,108.3,109.5,-1.2,94.2,0.343,0.178,0.526,2003
19,Washington Wizards,82,241.8,35.1,79.4,0.442,5.5,15.1,0.362,29.6,64.2,0.461,16.9,21.9,0.771,11.6,29.8,41.4,21.7,7.5,4.4,14.3,22.0,92.5,28.4,37.0,45.0,-1.01,-0.46,-1.47,103.0,104.1,-1.1,88.2,0.325,0.127,0.513,2003
20,New York Knicks,82,242.1,36.1,79.0,0.457,4.4,12.8,0.34,31.7,66.2,0.48,20.6,26.7,0.771,11.4,31.9,43.3,21.1,7.6,3.8,14.4,19.9,97.2,30.2,37.0,45.0,-1.35,-0.26,-1.61,104.7,106.2,-1.5,90.7,0.241,0.235,0.528,2003
21,Atlanta Hawks,82,242.7,36.8,84.2,0.437,5.4,15.2,0.359,31.3,69.1,0.454,18.7,24.5,0.76,13.1,29.5,42.6,21.6,9.0,5.0,13.0,20.3,97.6,27.2,35.0,47.0,-3.56,-0.31,-3.87,102.3,106.1,-3.8,91.0,0.313,0.177,0.527,2003
22,Chicago Bulls,82,243.0,36.5,83.1,0.439,5.3,16.3,0.323,31.2,66.9,0.467,21.9,29.2,0.749,13.6,31.4,45.0,23.8,9.4,5.0,14.7,21.9,100.1,25.2,30.0,52.0,-5.13,-0.17,-5.31,100.2,105.6,-5.4,93.5,0.3,0.148,0.512,2003
23,Memphis Grizzlies,82,243.0,39.3,85.5,0.46,5.3,14.5,0.363,34.1,71.0,0.48,16.8,22.2,0.759,13.7,31.2,44.9,24.3,8.7,5.2,14.8,21.7,100.7,24.9,28.0,54.0,-3.23,0.63,-2.6,103.9,107.3,-3.4,92.7,0.287,0.19,0.526,2003
24,Los Angeles Clippers,82,240.9,37.0,82.8,0.447,5.5,15.2,0.365,31.5,67.6,0.466,18.4,23.7,0.774,12.8,30.0,42.8,22.4,8.0,5.1,14.0,22.5,97.9,25.3,27.0,55.0,-4.12,0.68,-3.45,102.3,106.8,-4.5,91.3,0.335,0.182,0.516,2003
25,Miami Heat,82,241.8,33.1,75.7,0.437,5.0,14.0,0.353,28.1,61.7,0.456,19.5,26.0,0.751,10.6,31.5,42.2,18.1,7.6,5.3,14.3,20.4,90.6,26.5,25.0,57.0,-5.05,-0.08,-5.13,96.7,102.4,-5.7,87.8,0.259,0.169,0.483,2003
26,Toronto Raptors,82,241.5,37.0,80.4,0.461,4.5,12.0,0.375,32.5,68.4,0.476,18.2,24.0,0.759,11.9,31.7,43.6,21.1,7.4,5.0,13.7,20.8,96.8,27.6,24.0,58.0,-5.87,-0.23,-6.1,100.5,107.0,-6.5,89.9,0.282,0.179,0.497,2003
27,Denver Nuggets,82,240.6,32.9,74.2,0.443,5.1,13.8,0.37,27.8,60.4,0.46,21.6,28.5,0.757,10.5,29.8,40.3,21.5,9.0,6.6,17.1,21.8,92.4,24.1,17.0,65.0,-8.28,0.87,-7.41,92.2,101.3,-9.1,91.0,0.283,0.126,0.469,2003
28,Cleveland Cavaliers,82,241.8,37.5,82.8,0.453,5.2,14.6,0.358,32.2,68.2,0.473,20.9,27.1,0.772,11.4,30.4,41.7,24.0,9.8,6.0,14.2,20.8,101.0,23.5,17.0,65.0,-9.62,0.04,-9.59,96.5,106.7,-10.2,94.0,0.298,0.133,0.491,2003
29,League Average 2003,82,242.0,35.7,80.8,0.442,5.1,14.7,0.349,30.6,66.1,0.463,18.5,24.4,0.758,12.0,30.3,42.3,21.5,7.9,5.0,14.9,21.8,95.1,27.2,,,0.0,0.0,0.0,103.6,103.6,,91.0,0.302,0.182,0.519,2003
