,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Rochester Royals*,66,,30.5,78.4,0.389,,,,30.5,78.4,0.389,25.2,32.6,0.773,,,51.1,24.1,,,,27.3,86.2,29.0,41.0,25.0,3.35,-0.43,2.92,91.6,88.1,3.5,92.7,0.416,,0.465,1952
1,Syracuse Nationals*,66,,28.7,78.9,0.364,,,,28.7,78.9,0.364,29.3,39.2,0.747,,,54.6,20.8,,,,29.8,86.7,25.8,40.0,26.0,4.45,-0.52,3.94,89.2,84.6,4.6,96.1,0.497,,0.451,1952
2,Minneapolis Lakers*,66,,31.9,86.9,0.367,,,,31.9,86.9,0.367,21.8,29.1,0.748,,,53.7,21.0,,,,26.7,85.6,25.9,40.0,26.0,6.03,-0.75,5.28,85.3,79.3,6.0,97.2,0.335,,0.429,1952
3,Boston Celtics*,66,,32.3,83.5,0.387,,,,32.3,83.5,0.387,26.7,36.5,0.734,,,56.8,24.3,,,,26.3,91.3,24.9,39.0,27.0,4.08,-0.47,3.6,90.4,86.4,4.0,100.0,0.437,,0.459,1952
4,New York Knicks*,66,,30.6,80.0,0.383,,,,30.6,80.0,0.383,23.7,33.1,0.716,,,58.1,23.7,,,,26.8,85.0,25.5,37.0,29.0,0.74,-0.07,0.67,88.7,87.9,0.8,94.9,0.414,,0.449,1952
5,Indianapolis Olympians*,66,,30.7,83.5,0.367,,,,30.7,83.5,0.367,21.5,29.8,0.724,,,49.8,19.5,,,,24.0,82.9,24.5,34.0,32.0,0.12,-0.04,0.08,85.2,85.1,0.1,96.7,0.356,,0.429,1952
6,Philadelphia Warriors*,66,,30.9,81.3,0.38,,,,30.9,81.3,0.38,24.8,32.5,0.762,,,55.3,24.1,,,,27.4,86.5,26.6,33.0,33.0,-1.26,0.17,-1.08,89.5,90.8,-1.3,95.5,0.399,,0.453,1952
7,Fort Wayne Pistons*,66,,26.8,76.0,0.353,,,,26.8,76.0,0.353,24.4,33.2,0.733,,,54.8,21.3,,,,26.5,78.0,26.5,29.0,37.0,-2.05,0.22,-1.83,85.6,87.9,-2.3,90.1,0.438,,0.431,1952
8,Baltimore Bullets,66,,28.5,83.3,0.342,,,,28.5,83.3,0.342,24.5,33.5,0.73,,,57.3,21.5,,,,26.0,81.5,27.3,20.0,46.0,-7.5,0.92,-6.6,83.0,90.6,-7.6,97.3,0.402,,0.416,1952
9,Milwaukee Hawks,66,,25.4,76.6,0.331,,,,25.4,76.6,0.331,22.5,33.0,0.682,,,53.6,18.6,,,,28.0,73.2,26.6,17.0,49.0,-7.94,0.93,-7.04,80.4,89.1,-8.7,90.7,0.431,,0.402,1952
10,League Average 1952,66,,29.6,80.8,0.367,,,,29.6,80.8,0.367,24.4,33.2,0.735,,,54.5,21.9,,,,26.9,83.7,26.3,,,0.0,0.0,-0.01,86.9,86.9,,95.1,0.411,,0.438,1952
