,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Chicago Bulls*,66,241.5,34.6,82.1,0.421,4.6,14.2,0.325,30.0,67.9,0.442,14.3,19.4,0.74,11.4,28.6,40.0,18.9,7.4,5.2,13.3,17.7,88.2,27.1,50.0,16.0,8.18,-0.76,7.43,107.4,98.3,9.1,89.1,0.255,0.205,0.523,2012
1,San Antonio Spurs*,66,241.5,38.1,84.2,0.452,6.2,17.7,0.353,31.8,66.6,0.478,14.1,18.7,0.756,10.3,30.9,41.2,19.6,7.4,5.0,13.7,18.8,96.5,27.5,50.0,16.0,7.17,0.11,7.28,110.9,103.2,7.7,92.9,0.261,0.257,0.562,2012
2,Oklahoma City Thunder*,66,242.3,36.4,85.3,0.427,6.4,18.7,0.342,30.1,66.6,0.451,17.7,23.0,0.768,12.7,28.6,41.3,19.9,8.2,4.9,14.2,20.0,96.9,25.1,47.0,19.0,6.12,0.32,6.44,109.8,103.2,6.6,93.0,0.334,0.252,0.567,2012
3,Miami Heat*,66,243.0,34.6,79.8,0.434,7.3,20.0,0.363,27.4,59.8,0.457,16.0,22.1,0.725,11.0,28.7,39.8,19.7,8.3,4.2,16.8,20.5,92.5,28.3,46.0,20.0,5.98,-0.27,5.72,106.6,100.2,6.4,91.2,0.307,0.198,0.549,2012
4,Indiana Pacers*,66,242.3,34.9,80.4,0.435,6.7,19.1,0.351,28.2,61.3,0.461,17.9,24.5,0.729,12.0,30.3,42.3,19.6,6.6,6.0,14.9,21.6,94.4,26.3,42.0,24.0,3.3,-0.71,2.6,106.7,103.1,3.6,90.7,0.321,0.198,0.526,2012
5,Memphis Grizzlies*,66,241.5,34.5,77.8,0.444,6.3,18.3,0.345,28.2,59.4,0.474,17.6,23.1,0.764,11.0,29.6,40.7,19.3,7.8,5.5,17.1,19.3,93.0,25.6,41.0,25.0,2.02,0.42,2.43,104.0,101.8,2.2,90.8,0.277,0.157,0.515,2012
6,Los Angeles Lakers*,66,243.4,37.8,86.4,0.437,6.7,19.3,0.348,31.0,67.1,0.463,13.7,18.4,0.742,11.5,29.5,41.0,21.9,8.4,4.6,11.3,20.2,95.9,29.7,41.0,25.0,1.42,0.54,1.96,106.0,104.4,1.6,90.5,0.299,0.209,0.534,2012
7,Atlanta Hawks*,66,244.9,36.1,81.3,0.444,5.9,17.2,0.344,30.1,64.1,0.47,15.1,20.1,0.753,10.8,31.5,42.3,20.5,7.5,4.7,15.1,19.1,93.2,27.9,40.0,26.0,3.44,-0.77,2.67,104.9,101.2,3.7,90.2,0.259,0.249,0.535,2012
8,Los Angeles Clippers*,66,241.9,34.5,77.2,0.447,7.0,19.1,0.365,27.6,58.1,0.474,19.0,25.4,0.746,10.8,29.0,39.8,20.7,6.0,4.5,14.6,21.2,95.0,27.3,40.0,26.0,2.56,0.26,2.82,108.5,105.7,2.8,89.2,0.287,0.269,0.533,2012
9,Boston Celtics*,66,241.5,33.4,79.7,0.419,5.2,16.9,0.308,28.2,62.8,0.449,17.2,22.7,0.76,11.8,31.4,43.2,18.7,7.8,4.6,15.7,18.4,89.3,29.3,39.0,27.0,2.52,-0.26,2.26,101.0,98.2,2.8,90.4,0.257,0.194,0.535,2012
10,Denver Nuggets*,66,243.0,38.5,84.4,0.456,8.7,22.6,0.383,29.8,61.8,0.483,15.6,20.5,0.759,11.1,29.2,40.3,23.2,7.9,6.7,15.6,22.0,101.2,26.6,38.0,28.0,2.88,0.29,3.16,109.2,106.2,3.0,94.2,0.326,0.243,0.556,2012
11,Orlando Magic*,66,241.9,35.9,80.1,0.449,6.3,18.1,0.347,29.7,62.0,0.478,15.2,19.7,0.772,10.1,31.2,41.3,20.5,7.5,4.1,13.1,19.8,93.4,27.5,37.0,29.0,0.79,-0.33,0.46,105.0,104.1,0.9,89.0,0.292,0.346,0.533,2012
12,Utah Jazz*,66,244.9,36.4,80.5,0.453,6.5,19.1,0.34,29.9,61.4,0.488,19.7,26.2,0.754,11.0,30.1,41.2,20.5,7.5,5.7,14.7,20.7,99.0,25.6,36.0,30.0,0.62,0.3,0.92,106.8,106.1,0.7,91.4,0.302,0.153,0.525,2012
