,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Golden State Warriors*,82,241.8,45.0,97.3,0.462,,,,45.0,97.3,0.462,19.8,26.3,0.751,16.5,35.5,52.0,24.9,11.3,5.1,19.7,24.7,109.8,25.5,59.0,23.0,6.65,-0.41,6.23,100.6,94.5,6.1,108.3,0.27,,0.504,1976
1,Boston Celtics*,82,240.9,43.0,96.4,0.446,,,,43.0,96.4,0.446,20.2,25.9,0.78,16.7,36.2,52.9,24.1,6.8,3.2,19.6,24.4,106.2,29.0,54.0,28.0,2.34,-0.1,2.25,98.9,96.7,2.2,106.9,0.268,,0.493,1976
2,Cleveland Cavaliers*,82,241.5,42.6,94.0,0.454,,,,42.6,94.0,0.454,16.4,22.3,0.737,14.5,31.6,46.1,22.5,7.8,4.8,16.2,22.8,101.7,26.8,49.0,33.0,2.51,-0.17,2.34,99.5,97.0,2.5,101.6,0.237,,0.49,1976
3,Washington Bullets*,82,242.7,41.7,88.2,0.472,,,,41.7,88.2,0.472,19.5,27.0,0.72,12.4,34.3,46.7,22.2,8.5,5.9,20.4,23.4,102.8,28.2,48.0,34.0,2.33,-0.13,2.2,97.5,95.3,2.2,104.3,0.306,,0.513,1976
4,Philadelphia 76ers*,82,242.1,42.2,94.5,0.447,,,,42.2,94.5,0.447,22.1,30.1,0.733,16.9,32.7,49.6,20.2,9.9,4.5,21.1,26.7,106.5,26.3,46.0,36.0,0.26,0.07,0.33,98.2,98.0,0.2,107.5,0.318,,0.494,1976
5,Buffalo Braves*,82,240.3,42.5,89.1,0.476,,,,42.5,89.1,0.476,22.4,28.9,0.774,12.2,33.2,45.4,25.8,8.8,4.5,21.3,24.6,107.3,26.2,46.0,36.0,0.83,0.02,0.85,99.0,98.2,0.8,108.2,0.324,,0.527,1976
6,Seattle SuperSonics*,82,241.2,43.2,94.3,0.458,,,,43.2,94.3,0.458,20.0,28.2,0.711,14.8,30.5,45.3,23.6,10.6,4.3,19.7,26.0,106.4,24.5,43.0,39.0,-0.28,0.14,-0.15,98.3,98.6,-0.3,107.7,0.299,,0.499,1976
7,Phoenix Suns*,82,242.4,41.7,88.4,0.472,,,,41.7,88.4,0.472,21.7,28.5,0.762,13.5,31.2,44.7,25.4,10.4,4.3,22.6,24.6,105.1,26.2,42.0,40.0,0.61,-0.02,0.59,98.5,97.9,0.6,105.6,0.322,,0.521,1976
8,Los Angeles Lakers,82,240.3,43.3,93.0,0.465,,,,43.3,93.0,0.465,20.4,26.4,0.772,13.8,35.0,48.8,23.6,8.2,6.4,19.7,24.7,106.9,28.1,40.0,42.0,0.09,0.09,0.18,98.9,98.8,0.1,108.0,0.284,,0.511,1976
9,Houston Rockets,82,240.9,43.2,89.1,0.485,,,,43.2,89.1,0.485,19.7,25.0,0.79,12.9,32.2,45.2,27.0,8.0,4.4,20.3,24.9,106.2,25.7,40.0,42.0,-0.8,0.09,-0.71,101.1,101.8,-0.7,104.7,0.28,,0.531,1976
10,Milwaukee Bucks*,82,241.8,42.1,90.7,0.465,,,,42.1,90.7,0.465,17.5,23.8,0.736,13.3,32.8,46.1,22.2,8.7,5.7,19.8,24.9,101.8,24.9,38.0,44.0,-1.45,-0.1,-1.55,97.3,98.7,-1.4,103.9,0.263,,0.503,1976
11,New York Knicks,82,241.5,42.0,92.1,0.456,,,,42.0,92.1,0.456,18.7,24.2,0.772,12.5,33.2,45.7,20.2,7.0,3.2,17.1,24.5,102.7,28.7,38.0,44.0,-1.23,0.19,-1.05,98.0,99.2,-1.2,104.1,0.263,,0.499,1976
12,New Orleans Jazz,82,242.4,40.9,91.4,0.447,,,,40.9,91.4,0.447,22.3,29.5,0.758,14.5,33.9,48.4,21.5,9.1,4.2,20.2,26.5,104.1,25.5,38.0,44.0,-0.89,0.15,-0.74,96.6,97.4,-0.8,106.7,0.322,,0.499,1976
13,Portland Trail Blazers,82,240.6,41.7,88.9,0.469,,,,41.7,88.9,0.469,20.7,28.7,0.723,13.6,34.7,48.3,25.5,9.5,5.0,22.8,25.5,104.1,25.4,37.0,45.0,-1.24,0.13,-1.11,96.4,97.6,-1.2,107.7,0.322,,0.512,1976
14,Detroit Pistons*,82,241.2,43.0,92.7,0.464,,,,43.0,92.7,0.464,19.0,25.0,0.76,14.7,31.0,45.7,21.4,9.6,4.0,19.7,25.4,104.9,25.8,36.0,46.0,-1.05,-0.13,-1.18,99.2,100.2,-1.0,105.2,0.27,,0.506,1976
15,Kansas City Kings,82,240.9,40.7,90.0,0.453,,,,40.7,90.0,0.453,21.9,28.5,0.767,13.8,32.5,46.4,22.7,9.2,4.0,19.6,25.1,103.3,26.2,31.0,51.0,-2.84,0.01,-2.83,97.4,100.1,-2.7,105.7,0.316,,0.504,1976
16,Atlanta Hawks,82,241.5,40.3,89.5,0.45,,,,40.3,89.5,0.45,22.1,30.1,0.733,14.9,31.0,45.9,20.3,9.6,3.4,18.9,24.2,102.6,25.9,29.0,53.0,-2.91,0.26,-2.66,98.4,101.2,-2.8,103.6,0.336,,0.499,1976
