,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Seattle SuperSonics*,82,240.6,35.7,78.8,0.453,4.0,11.5,0.345,31.7,67.2,0.472,21.5,29.0,0.741,13.2,26.7,39.9,22.0,8.4,5.1,20.3,23.0,96.9,28.1,63.0,19.0,9.09,-0.41,8.68,111.1,101.5,9.6,95.1,0.344,0.105,0.547,1994
1,Houston Rockets*,82,241.2,38.4,87.4,0.44,3.1,10.3,0.306,35.3,77.1,0.458,16.8,22.8,0.736,13.9,29.7,43.6,23.2,9.4,3.8,14.9,21.3,96.8,28.1,58.0,24.0,4.32,-0.12,4.19,105.9,101.4,4.5,95.0,0.294,0.191,0.545,1994
2,New York Knicks*,82,240.9,33.9,78.7,0.431,3.1,10.1,0.307,30.9,68.6,0.45,20.5,28.5,0.719,12.4,27.4,39.8,20.5,8.3,4.1,17.3,23.1,91.5,28.9,57.0,25.0,6.99,-0.5,6.48,105.7,98.2,7.5,92.8,0.311,0.135,0.527,1994
3,Atlanta Hawks*,82,240.9,38.6,84.8,0.455,3.4,10.6,0.315,35.2,74.2,0.475,15.7,21.1,0.742,14.1,28.8,42.9,23.1,7.8,4.1,17.9,21.0,96.2,28.7,57.0,25.0,5.27,-0.33,4.94,107.2,101.7,5.5,94.2,0.294,0.118,0.523,1994
4,Phoenix Suns*,82,240.3,41.2,87.0,0.474,3.5,10.5,0.328,37.8,76.5,0.494,17.5,24.4,0.72,13.2,27.4,40.6,26.3,9.1,5.3,15.3,22.8,103.4,28.7,56.0,26.0,4.84,-0.17,4.68,111.7,106.8,4.9,96.7,0.325,0.147,0.548,1994
5,Chicago Bulls*,82,241.2,36.9,79.8,0.463,3.1,9.5,0.323,33.9,70.3,0.482,17.9,24.2,0.74,12.0,27.3,39.3,22.4,8.9,4.6,16.3,21.0,94.9,27.7,55.0,27.0,3.09,-0.22,2.87,106.1,102.7,3.4,91.9,0.273,0.097,0.526,1994
6,San Antonio Spurs*,82,241.2,37.4,83.9,0.446,3.5,10.6,0.333,33.9,73.3,0.462,16.5,22.9,0.719,13.3,26.3,39.5,21.6,7.7,4.2,12.4,21.8,94.8,29.0,55.0,27.0,5.26,-0.21,5.05,110.4,104.6,5.8,90.1,0.322,0.107,0.537,1994
7,Utah Jazz*,82,241.8,36.3,81.0,0.448,3.5,11.8,0.299,32.7,69.2,0.473,21.6,29.8,0.725,13.4,28.4,41.8,22.0,7.2,5.6,16.1,23.4,97.7,29.4,53.0,29.0,4.22,-0.12,4.1,108.6,104.1,4.5,93.1,0.354,0.083,0.537,1994
8,Golden State Warriors*,82,241.2,41.8,89.4,0.468,3.7,10.6,0.351,38.1,78.8,0.483,18.8,25.7,0.731,16.1,29.4,45.5,26.6,10.3,5.0,17.4,22.8,106.1,25.0,50.0,32.0,1.74,0.01,1.76,108.3,106.5,1.8,99.1,0.322,0.12,0.542,1994
9,Orlando Magic*,82,240.6,39.8,86.9,0.458,3.6,10.3,0.349,36.2,76.6,0.473,18.6,25.0,0.745,14.6,28.1,42.7,25.6,9.2,5.4,15.0,22.5,101.8,25.8,50.0,32.0,3.89,-0.21,3.68,110.8,106.7,4.1,95.2,0.341,0.165,0.547,1994
10,Cleveland Cavaliers*,82,242.1,38.2,82.2,0.464,3.1,8.9,0.354,35.0,73.3,0.478,17.6,24.0,0.735,12.9,28.5,41.4,24.5,7.7,5.6,15.8,21.9,97.1,27.9,47.0,35.0,4.02,-0.39,3.64,109.4,105.1,4.3,91.7,0.335,0.121,0.537,1994
11,Indiana Pacers*,82,240.9,36.3,80.7,0.45,3.3,9.9,0.335,33.0,70.7,0.466,21.6,29.5,0.73,13.8,26.3,40.1,23.2,10.1,4.7,16.3,24.2,97.5,27.2,47.0,35.0,3.45,-0.19,3.26,107.8,104.2,3.6,93.3,0.366,0.077,0.547,1994
12,Portland Trail Blazers*,82,240.9,40.4,86.1,0.469,3.6,10.1,0.357,36.8,75.9,0.484,20.3,27.0,0.75,12.4,30.3,42.6,25.5,8.0,4.8,17.0,23.7,104.6,28.6,47.0,35.0,2.63,-0.04,2.6,108.1,105.5,2.6,98.8,0.323,0.104,0.518,1994
13,New Jersey Nets*,82,241.8,39.8,86.9,0.458,2.9,9.0,0.318,37.0,77.9,0.475,18.5,24.9,0.743,13.9,30.8,44.8,23.4,8.7,7.1,15.2,23.2,101.0,26.6,45.0,37.0,2.2,-0.08,2.11,107.2,104.9,2.3,95.5,0.351,0.096,0.515,1994
14,Miami Heat*,82,241.5,37.0,81.0,0.457,3.6,10.9,0.331,33.4,70.1,0.477,23.0,30.8,0.748,13.1,27.6,40.7,22.2,8.4,5.3,16.0,23.7,100.7,26.0,42.0,40.0,2.67,-0.27,2.4,109.5,106.7,2.8,93.8,0.322,0.145,0.538,1994
15,Denver Nuggets*,82,240.9,37.4,85.4,0.438,2.5,8.7,0.29,34.8,76.6,0.455,21.5,28.6,0.75,13.6,28.4,42.1,21.3,8.8,6.1,15.2,23.9,98.8,24.8,42.0,40.0,1.49,0.05,1.54,103.9,102.3,1.6,96.1,0.357,0.088,0.524,1994
16,Charlotte Hornets,82,241.8,42.2,89.7,0.471,3.9,11.2,0.346,38.4,78.6,0.488,18.4,24.8,0.74,14.8,30.1,44.9,25.8,7.7,5.2,15.4,21.5,106.7,27.6,41.0,41.0,-0.22,-0.01,-0.23,108.4,108.6,-0.2,97.5,0.301,0.129,0.543,1994
17,Los Angeles Lakers,82,240.9,40.7,85.5,0.476,2.8,8.8,0.315,37.9,76.6,0.495,20.5,28.6,0.717,15.7,30.9,46.5,26.4,8.1,5.2,16.4,20.2,104.7,26.5,33.0,49.0,-4.29,0.36,-3.93,104.8,109.3,-4.5,95.5,0.269,0.11,0.503,1994
18,Boston Celtics,82,242.7,40.9,85.8,0.477,2.8,8.1,0.347,38.1,77.7,0.491,20.4,27.0,0.754,13.8,30.6,44.4,25.5,8.4,5.0,15.5,21.2,105.1,27.8,32.0,50.0,-4.28,0.01,-4.28,104.2,108.7,-4.5,95.6,0.284,0.068,0.521,1994
19,Sacramento Kings,82,240.9,41.0,85.6,0.479,3.4,9.4,0.359,37.6,76.2,0.494,21.5,29.9,0.722,14.5,31.4,45.9,25.0,9.1,6.1,16.4,23.1,106.9,26.7,28.0,54.0,-5.77,0.44,-5.32,103.3,109.2,-5.9,97.5,0.326,0.104,0.516,1994
20,Los Angeles Clippers,82,241.2,42.8,90.5,0.473,3.8,10.8,0.349,39.1,79.7,0.49,19.3,26.9,0.717,16.4,31.3,47.8,27.1,11.0,5.8,16.6,21.8,108.7,27.0,27.0,55.0,-5.72,0.44,-5.28,102.9,108.6,-5.7,99.6,0.297,0.116,0.521,1994
21,Philadelphia 76ers,82,241.5,43.3,89.5,0.484,3.2,9.7,0.331,40.1,79.8,0.502,15.8,21.3,0.744,14.7,31.8,46.5,28.7,9.8,4.7,14.5,21.1,105.6,27.2,25.0,57.0,-7.62,0.25,-7.37,101.7,109.7,-8.0,95.7,0.31,0.138,0.518,1994
22,Washington Bullets,82,240.3,43.5,85.7,0.508,3.1,8.8,0.349,40.5,76.9,0.526,17.6,24.3,0.723,13.6,28.8,42.5,25.8,9.9,5.7,15.7,22.2,107.7,25.8,24.0,58.0,-7.38,0.25,-7.13,104.5,112.2,-7.7,95.9,0.317,0.109,0.529,1994
23,Detroit Pistons,82,240.6,39.7,83.9,0.473,3.3,9.9,0.334,36.4,74.0,0.492,22.0,29.9,0.736,14.5,31.6,46.1,25.6,8.8,4.5,14.3,19.5,104.7,27.5,20.0,62.0,-7.78,0.33,-7.46,102.7,110.9,-8.2,94.2,0.244,0.148,0.511,1994
24,Minnesota Timberwolves,82,240.6,39.6,83.8,0.472,2.8,9.0,0.308,36.8,74.8,0.492,21.7,29.9,0.727,13.4,28.0,41.4,25.7,10.0,6.7,14.2,22.6,103.6,26.2,20.0,62.0,-6.93,0.38,-6.55,101.9,109.2,-7.3,94.7,0.352,0.085,0.525,1994
25,Milwaukee Bucks,82,240.3,39.7,80.8,0.491,3.5,9.6,0.362,36.2,71.2,0.509,20.5,27.9,0.737,13.2,30.4,43.7,25.5,9.4,5.1,17.3,21.7,103.4,26.1,20.0,62.0,-6.48,0.24,-6.24,102.5,109.3,-6.8,94.5,0.32,0.15,0.512,1994
26,Dallas Mavericks,82,240.6,39.2,79.4,0.494,3.0,8.4,0.362,36.1,71.0,0.509,22.5,30.5,0.737,13.4,30.5,44.0,24.0,9.5,6.2,17.4,20.1,103.8,25.3,13.0,69.0,-8.7,0.5,-8.19,100.4,109.6,-9.2,94.5,0.275,0.109,0.492,1994
