,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Phoenix Suns*,82,240.6,42.7,89.1,0.479,3.0,9.1,0.333,39.6,80.0,0.496,18.3,25.3,0.723,13.6,28.2,41.9,25.7,8.6,6.2,16.2,24.9,106.7,28.2,62.0,20.0,6.66,-0.39,6.27,113.3,106.7,6.6,99.8,0.358,0.154,0.566,1993
1,New York Knicks*,82,243.0,34.4,80.7,0.426,2.8,9.2,0.305,31.6,71.6,0.442,23.8,31.5,0.755,12.6,28.4,40.9,20.2,8.0,4.7,16.6,24.5,95.4,28.3,60.0,22.0,6.16,-0.29,5.87,106.1,99.7,6.4,94.5,0.336,0.088,0.526,1993
2,Chicago Bulls*,82,241.8,38.3,80.8,0.474,3.0,8.4,0.361,35.3,72.4,0.487,19.3,24.8,0.779,12.7,27.6,40.3,23.4,7.3,4.4,16.7,21.1,98.9,28.1,57.0,25.0,6.29,-0.1,6.19,112.9,106.1,6.8,92.5,0.271,0.093,0.535,1993
3,Houston Rockets*,82,241.2,39.7,86.9,0.457,3.0,8.9,0.332,36.7,78.0,0.471,17.5,22.9,0.763,14.2,28.0,42.2,24.0,8.7,4.0,15.0,21.9,99.8,27.4,55.0,27.0,4.23,-0.66,3.57,109.6,105.2,4.4,94.4,0.31,0.159,0.557,1993
4,Seattle SuperSonics*,82,241.2,38.3,81.8,0.469,3.3,9.9,0.337,35.0,71.9,0.487,21.3,28.0,0.759,13.1,27.1,40.2,22.4,8.0,5.0,18.5,22.6,101.3,27.7,55.0,27.0,7.07,-0.42,6.66,112.3,104.9,7.4,96.0,0.316,0.085,0.546,1993
5,Cleveland Cavaliers*,82,241.8,41.1,88.2,0.466,2.8,8.5,0.329,38.3,79.7,0.481,16.3,21.2,0.766,13.6,29.0,42.6,25.7,7.4,4.5,14.7,22.3,101.3,28.8,54.0,28.0,6.45,-0.15,6.3,112.7,106.0,6.7,94.8,0.308,0.108,0.565,1993
6,Portland Trail Blazers*,82,242.7,40.7,86.9,0.468,3.4,9.9,0.342,37.3,77.0,0.485,20.6,27.1,0.76,12.5,30.8,43.3,25.1,7.9,5.5,17.1,25.5,105.4,28.2,51.0,31.0,3.11,-0.19,2.92,108.3,105.2,3.1,99.1,0.347,0.115,0.526,1993
7,San Antonio Spurs*,82,242.1,40.1,87.5,0.458,3.3,9.1,0.361,36.8,78.4,0.47,19.3,25.0,0.772,13.2,29.1,42.3,23.2,8.0,4.5,13.8,24.4,102.8,27.5,49.0,33.0,2.67,-0.46,2.21,109.6,106.8,2.8,95.4,0.347,0.102,0.555,1993
8,Boston Celtics*,82,241.2,39.4,85.1,0.463,2.6,7.9,0.332,36.8,77.2,0.476,21.3,27.7,0.771,13.3,29.0,42.3,24.0,7.8,4.7,14.4,20.4,102.8,28.6,48.0,34.0,0.89,0.04,0.93,108.7,107.8,0.9,94.9,0.27,0.054,0.536,1993
9,Utah Jazz*,82,240.9,39.7,85.0,0.467,3.3,10.2,0.325,36.4,74.8,0.487,21.3,28.6,0.744,13.7,28.2,41.9,23.5,7.9,5.7,15.7,24.0,104.0,29.3,47.0,35.0,2.17,-0.43,1.74,109.6,107.4,2.2,96.5,0.365,0.061,0.55,1993
10,Charlotte Hornets*,82,240.9,44.3,93.9,0.472,2.9,9.2,0.311,41.5,84.7,0.49,18.9,25.4,0.744,16.5,29.3,45.8,27.8,7.3,5.3,15.2,23.5,110.4,25.7,44.0,38.0,-0.24,0.22,-0.02,109.5,109.7,-0.2,100.2,0.329,0.074,0.547,1993
11,New Jersey Nets*,82,241.2,39.4,84.7,0.465,2.5,7.5,0.325,37.0,77.2,0.479,20.3,27.4,0.741,13.4,28.6,42.0,21.8,9.5,5.1,15.9,22.9,101.6,27.3,43.0,39.0,1.26,-0.05,1.2,106.5,105.2,1.3,96.0,0.319,0.069,0.522,1993
12,Atlanta Hawks*,82,241.8,42.8,86.3,0.496,3.4,10.2,0.337,39.4,76.1,0.517,19.3,25.5,0.758,13.2,29.4,42.6,26.7,9.0,4.4,16.6,22.9,108.4,27.1,43.0,39.0,-0.87,0.2,-0.67,109.3,110.2,-0.9,97.6,0.305,0.148,0.534,1993
13,Orlando Magic,82,242.4,40.3,88.5,0.456,3.0,9.2,0.329,37.3,79.3,0.471,20.5,28.1,0.729,14.2,27.7,41.9,25.5,8.7,4.9,13.6,24.1,104.2,25.8,41.0,41.0,1.32,0.03,1.35,108.5,107.1,1.4,96.3,0.372,0.133,0.554,1993
14,Los Angeles Clippers*,82,241.5,40.4,86.0,0.47,3.4,9.6,0.348,37.0,76.4,0.485,22.6,29.7,0.763,14.4,29.7,44.1,24.0,9.3,5.5,17.6,21.6,106.8,26.7,41.0,41.0,0.35,-0.03,0.33,107.4,107.1,0.3,99.1,0.297,0.067,0.53,1993
15,Indiana Pacers*,82,240.9,39.8,84.8,0.469,2.6,8.6,0.306,37.1,76.2,0.487,23.9,32.1,0.743,14.5,28.6,43.1,24.2,8.5,4.7,14.4,24.1,106.1,26.8,41.0,41.0,1.7,0.08,1.77,111.9,110.1,1.8,96.0,0.342,0.112,0.547,1993
16,Detroit Pistons,82,241.2,40.5,84.2,0.481,3.2,9.4,0.339,37.3,74.8,0.499,17.8,24.2,0.736,13.4,29.8,43.2,25.0,7.6,4.4,14.9,22.0,102.0,29.9,40.0,42.0,-1.39,0.29,-1.1,107.4,108.9,-1.5,93.2,0.271,0.126,0.511,1993
17,Los Angeles Lakers*,82,241.8,41.9,86.8,0.483,3.0,8.9,0.337,38.9,77.9,0.5,18.6,25.0,0.746,14.1,29.4,43.5,26.0,8.4,4.7,16.3,22.8,105.5,28.0,39.0,43.0,-1.27,0.06,-1.2,107.6,108.9,-1.3,96.2,0.329,0.09,0.534,1993
18,Denver Nuggets,82,241.8,40.5,88.0,0.461,2.7,7.9,0.343,37.8,80.1,0.472,23.2,30.7,0.754,14.1,30.5,44.7,23.0,9.1,6.1,16.3,24.2,106.9,24.8,36.0,46.0,-1.74,-0.4,-2.14,104.6,106.3,-1.7,99.8,0.324,0.062,0.518,1993
19,Miami Heat,82,244.0,39.4,82.8,0.476,3.2,9.5,0.339,36.2,73.3,0.494,22.7,29.5,0.77,12.6,29.6,42.1,24.0,8.0,5.2,15.9,25.0,104.7,25.2,36.0,46.0,-1.15,0.21,-0.93,107.7,108.9,-1.2,94.6,0.361,0.137,0.535,1993
20,Golden State Warriors,82,242.7,42.3,87.8,0.482,3.3,9.7,0.343,39.0,78.1,0.5,22.9,30.4,0.755,14.3,28.6,42.9,25.6,10.0,5.6,16.5,24.3,110.9,25.0,34.0,48.0,-0.99,0.05,-0.94,109.2,110.2,-1.0,99.5,0.342,0.118,0.543,1993
21,Milwaukee Bucks,82,240.6,40.3,83.5,0.483,3.3,9.5,0.344,37.0,73.9,0.501,22.2,29.7,0.748,15.5,29.2,44.7,25.5,9.4,5.6,18.0,22.1,106.1,26.9,28.0,54.0,-3.73,0.47,-3.26,106.2,110.1,-3.9,96.1,0.301,0.135,0.535,1993
22,Philadelphia 76ers,82,243.0,44.7,92.0,0.486,3.4,9.5,0.358,41.3,82.5,0.5,17.3,22.9,0.755,15.3,32.1,47.5,29.3,9.5,6.0,15.7,21.8,110.1,27.1,26.0,56.0,-5.77,0.51,-5.25,104.6,110.4,-5.8,98.5,0.319,0.133,0.53,1993
23,Sacramento Kings,82,241.2,41.7,85.7,0.487,2.6,8.3,0.313,39.1,77.4,0.506,25.0,33.1,0.758,13.9,31.2,45.1,25.3,9.4,6.7,17.9,24.5,111.1,26.5,25.0,57.0,-3.17,0.17,-3.0,106.5,109.6,-3.1,100.8,0.337,0.108,0.53,1993
24,Washington Bullets,82,241.5,43.4,88.0,0.493,2.9,8.7,0.336,40.5,79.3,0.51,19.2,25.7,0.749,13.8,31.2,45.0,25.1,8.8,5.2,15.6,22.2,108.9,26.1,22.0,60.0,-7.04,0.55,-6.49,103.6,110.8,-7.2,97.7,0.298,0.082,0.523,1993
25,Minnesota Timberwolves,82,242.1,40.5,83.1,0.488,2.5,7.0,0.36,38.0,76.0,0.5,22.3,29.4,0.758,13.7,28.4,42.1,26.1,9.0,6.0,15.0,22.9,105.9,25.8,19.0,63.0,-7.78,0.16,-7.62,103.6,111.8,-8.2,93.8,0.344,0.087,0.535,1993
26,Dallas Mavericks,82,240.6,41.5,82.7,0.501,2.9,8.0,0.358,38.6,74.8,0.517,28.7,37.5,0.766,13.0,33.4,46.4,25.0,9.8,6.3,15.5,22.7,114.5,24.9,11.0,71.0,-15.2,0.52,-14.68,99.5,114.7,-15.2,99.5,0.299,0.115,0.495,1993
27,League Average 1993,82,241.7,40.7,86.0,0.473,3.0,9.0,0.336,37.7,77.0,0.489,20.9,27.7,0.754,13.8,29.3,43.1,24.7,8.6,5.2,15.9,23.2,105.3,27.1,,,0.0,0.0,0.0,108.0,108.0,,96.8,0.323,0.104,0.536,1993
