,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Baltimore Bullets*,82,240.9,46.0,104.5,0.44,,,,46.0,104.5,0.44,24.4,33.3,0.732,,,60.5,20.5,,,,24.9,116.4,25.9,57.0,25.0,4.26,-0.21,4.05,95.2,91.7,3.5,121.8,0.319,,0.488,1969
1,Philadelphia 76ers*,82,241.5,45.8,100.9,0.454,,,,45.8,100.9,0.454,27.3,37.6,0.725,,,55.0,23.3,,,,26.2,118.9,27.9,55.0,27.0,5.05,-0.26,4.79,98.1,93.9,4.2,120.4,0.373,,0.506,1969
2,Los Angeles Lakers*,82,242.7,43.6,92.9,0.469,,,,43.6,92.9,0.469,25.1,38.5,0.65,,,57.9,25.2,,,,21.6,112.2,29.5,55.0,27.0,4.15,-0.3,3.84,98.5,94.9,3.6,112.6,0.415,,0.511,1969
3,New York Knicks*,82,240.6,43.8,95.3,0.459,,,,43.8,95.3,0.459,23.3,31.7,0.736,,,51.8,25.3,,,,26.5,110.8,26.2,54.0,28.0,5.74,-0.26,5.48,98.4,93.3,5.1,112.4,0.332,,0.507,1969
4,Atlanta Hawks*,82,240.6,44.0,95.7,0.46,,,,44.0,95.7,0.46,23.3,34.0,0.687,,,56.1,25.2,,,,25.4,111.3,27.4,48.0,34.0,2.21,-0.15,2.06,97.4,95.5,1.9,113.9,0.355,,0.503,1969
5,Boston Celtics*,82,241.8,43.7,101.4,0.431,,,,43.7,101.4,0.431,23.6,32.4,0.729,,,59.0,23.8,,,,25.3,111.0,30.5,48.0,34.0,5.57,-0.23,5.35,93.8,89.1,4.7,117.5,0.32,,0.48,1969
6,Cincinnati Royals,82,241.5,43.5,94.4,0.46,,,,43.5,94.4,0.46,27.6,36.7,0.751,,,55.2,24.2,,,,24.8,114.5,27.9,41.0,41.0,-1.02,0.2,-0.83,100.2,101.1,-0.9,113.6,0.389,,0.518,1969
7,San Francisco Warriors*,82,242.7,41.6,100.2,0.415,,,,41.6,100.2,0.415,25.8,36.0,0.719,,,62.3,22.2,,,,25.5,109.1,26.4,41.0,41.0,-1.63,0.1,-1.53,92.2,93.5,-1.3,117.1,0.359,,0.47,1969
8,San Diego Rockets*,82,241.2,45.0,105.3,0.428,,,,45.0,105.3,0.428,25.3,37.1,0.682,,,61.3,23.5,,,,25.7,115.3,25.1,37.0,45.0,-0.2,-0.11,-0.3,92.7,92.8,-0.1,123.8,0.352,,0.474,1969
9,Chicago Bulls,82,240.9,40.9,97.8,0.418,,,,40.9,97.8,0.418,22.9,31.4,0.728,,,55.5,19.5,,,,25.2,104.7,25.7,33.0,49.0,-2.26,0.15,-2.11,92.0,94.0,-2.0,113.4,0.321,,0.469,1969
10,Detroit Pistons,82,240.9,44.0,97.5,0.451,,,,44.0,97.5,0.451,26.1,36.9,0.708,,,54.5,21.4,,,,25.7,114.1,26.2,32.0,50.0,-3.16,0.37,-2.79,97.3,100.0,-2.7,116.8,0.378,,0.502,1969
11,Seattle SuperSonics,82,241.8,43.2,99.4,0.435,,,,43.2,99.4,0.435,25.7,36.3,0.707,,,54.9,23.5,,,,27.8,112.1,25.9,30.0,52.0,-4.85,0.17,-4.68,94.7,98.8,-4.1,117.4,0.366,,0.486,1969
12,Milwaukee Bucks,82,240.0,43.1,100.7,0.428,,,,43.1,100.7,0.428,24.0,32.2,0.745,,,57.6,23.0,,,,26.7,110.2,26.7,27.0,55.0,-5.12,0.06,-5.07,93.9,98.2,-4.3,117.5,0.319,,0.48,1969
13,Phoenix Suns,82,241.5,43.2,100.5,0.43,,,,43.2,100.5,0.43,25.4,36.0,0.705,,,55.0,23.4,,,,25.4,111.7,24.8,16.0,66.0,-8.73,0.47,-8.26,93.8,101.1,-7.3,118.4,0.358,,0.48,1969
14,League Average 1969,82,241.4,43.7,99.0,0.441,,,,43.7,99.0,0.441,25.0,35.0,0.714,,,56.9,23.1,,,,25.5,112.3,26.9,,,0.0,0.0,0.0,95.5,95.5,,116.9,0.353,,0.491,1969
