,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,New York Knicks*,82,240.6,46.4,97.3,0.477,,,,46.4,97.3,0.477,22.2,30.3,0.733,,,48.9,26.0,,,,24.6,115.0,27.0,60.0,22.0,9.09,-0.66,8.42,100.3,92.4,7.9,114.3,0.311,,0.52,1970
1,Milwaukee Bucks*,82,241.2,47.8,98.1,0.488,,,,47.8,98.1,0.488,23.1,31.6,0.732,,,53.9,26.4,,,,24.0,118.8,24.9,56.0,26.0,4.61,-0.36,4.25,102.1,98.1,4.0,115.8,0.322,,0.531,1970
2,Baltimore Bullets*,82,242.7,47.9,104.5,0.458,,,,47.9,104.5,0.458,25.0,32.3,0.773,,,57.1,22.9,,,,23.1,120.7,26.4,50.0,32.0,2.12,-0.19,1.94,98.7,96.9,1.8,121.0,0.31,,0.509,1970
3,Atlanta Hawks*,82,241.2,46.5,96.4,0.483,,,,46.5,96.4,0.483,24.5,32.5,0.754,,,51.3,26.1,,,,24.6,117.6,27.3,48.0,34.0,0.41,-0.1,0.31,102.3,101.9,0.4,114.4,0.338,,0.531,1970
4,Los Angeles Lakers*,82,241.8,44.7,97.0,0.461,,,,44.7,97.0,0.461,24.3,32.2,0.754,,,50.7,24.8,,,,23.1,113.7,27.7,46.0,36.0,1.99,-0.23,1.76,99.1,97.4,1.7,113.9,0.332,,0.512,1970
5,Philadelphia 76ers*,82,240.9,47.7,101.8,0.469,,,,47.7,101.8,0.469,26.4,35.2,0.752,,,54.4,25.9,,,,26.8,121.9,28.1,42.0,40.0,3.41,-0.1,3.32,100.5,97.7,2.8,120.9,0.346,,0.52,1970
6,Phoenix Suns*,82,241.5,44.8,95.8,0.468,,,,44.8,95.8,0.468,29.7,39.9,0.744,,,51.0,25.3,,,,26.6,119.3,25.4,39.0,43.0,-1.72,0.06,-1.66,101.6,103.1,-1.5,116.7,0.416,,0.526,1970
7,Chicago Bulls*,82,242.4,44.0,99.2,0.444,,,,44.0,99.2,0.444,26.9,34.9,0.772,,,53.5,26.0,,,,22.7,114.9,26.3,39.0,43.0,-1.76,0.04,-1.71,97.6,99.1,-1.5,116.5,0.352,,0.502,1970
8,Cincinnati Royals,82,242.4,45.9,100.9,0.455,,,,45.9,100.9,0.455,25.4,34.6,0.733,,,50.8,24.3,,,,27.0,117.3,27.6,36.0,46.0,-2.95,0.41,-2.55,98.0,100.4,-2.4,118.5,0.343,,0.505,1970
9,Seattle SuperSonics,82,241.2,45.2,97.9,0.462,,,,45.2,97.9,0.462,26.5,34.8,0.761,,,52.6,27.0,,,,26.5,116.9,27.6,36.0,46.0,-2.52,0.09,-2.43,100.0,102.1,-2.1,116.4,0.355,,0.516,1970
10,Boston Celtics,82,241.2,44.5,100.4,0.443,,,,44.5,100.4,0.443,26.0,33.1,0.786,,,52.9,22.9,,,,28.3,114.9,28.4,34.0,48.0,-1.85,0.26,-1.6,97.3,98.9,-1.6,117.5,0.329,,0.5,1970
11,Detroit Pistons,82,242.1,43.5,93.4,0.466,,,,43.5,93.4,0.466,25.8,35.1,0.734,,,46.7,20.8,,,,23.5,112.8,26.2,31.0,51.0,-3.32,0.37,-2.94,100.1,103.1,-3.0,111.6,0.376,,0.518,1970
12,San Francisco Warriors,82,241.8,43.4,100.3,0.432,,,,43.4,100.3,0.432,24.4,32.3,0.757,,,58.2,22.7,,,,25.0,111.1,26.7,30.0,52.0,-4.41,0.26,-4.15,94.8,98.6,-3.8,116.3,0.322,,0.485,1970
13,San Diego Rockets,82,241.2,47.1,108.1,0.436,,,,47.1,108.1,0.436,24.4,33.3,0.733,,,58.4,24.8,,,,25.6,118.7,25.3,27.0,55.0,-3.1,0.15,-2.95,94.4,96.8,-2.4,125.1,0.308,,0.483,1970
14,League Average 1970,82,241.6,45.7,99.4,0.46,,,,45.7,99.4,0.46,25.3,33.7,0.751,,,52.9,24.7,,,,25.1,116.7,26.8,,,0.0,0.0,0.0,99.0,99.0,,117.1,0.339,,0.511,1970
