,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Boston Celtics*,80,,48.2,113.9,0.423,,,,48.2,113.9,0.423,24.7,33.9,0.728,,,76.0,25.6,,,,23.9,121.1,27.9,60.0,20.0,9.24,-0.98,8.25,92.1,85.1,7.0,130.8,0.298,,0.47,1962
1,Los Angeles Lakers*,80,,44.4,103.9,0.427,,,,44.4,103.9,0.427,29.7,40.5,0.734,,,70.0,23.5,,,,25.7,118.5,25.9,54.0,26.0,2.2,-0.4,1.8,95.0,93.3,1.7,123.3,0.39,,0.487,1962
2,Philadelphia Warriors*,80,,49.0,111.6,0.439,,,,49.0,111.6,0.439,27.5,40.1,0.686,,,74.2,25.9,,,,25.2,125.4,26.5,49.0,31.0,2.78,-0.14,2.63,94.5,92.4,2.1,131.1,0.359,,0.485,1962
3,Cincinnati Royals*,80,,47.6,105.2,0.452,,,,47.6,105.2,0.452,27.9,37.1,0.752,,,70.8,26.9,,,,26.0,123.1,25.0,43.0,37.0,1.76,-0.48,1.28,98.3,96.9,1.4,124.9,0.353,,0.506,1962
4,Syracuse Nationals*,80,,46.3,110.9,0.418,,,,46.3,110.9,0.418,28.1,36.0,0.78,,,72.1,22.4,,,,29.3,120.7,26.9,41.0,39.0,2.31,-0.07,2.24,93.4,91.6,1.8,128.8,0.325,,0.476,1962
5,Detroit Pistons*,80,,43.4,104.6,0.415,,,,43.4,104.6,0.415,28.6,39.3,0.729,,,72.8,21.5,,,,25.5,115.4,26.0,37.0,43.0,-1.69,-0.03,-1.72,92.8,94.2,-1.4,124.1,0.376,,0.474,1962
6,St. Louis Hawks,80,,45.5,105.8,0.43,,,,45.5,105.8,0.43,27.8,36.7,0.757,,,69.5,25.0,,,,27.1,118.9,27.5,29.0,51.0,-3.28,0.31,-2.96,95.2,97.8,-2.6,124.6,0.347,,0.487,1962
7,New York Knicks,80,,45.5,108.7,0.418,,,,45.5,108.7,0.418,23.9,33.7,0.71,,,68.0,22.1,,,,25.7,114.8,26.0,29.0,51.0,-4.84,0.86,-3.98,91.2,95.0,-3.8,125.6,0.31,,0.465,1962
8,Chicago Packers,80,,43.3,105.1,0.412,,,,43.3,105.1,0.412,24.4,36.3,0.673,,,69.3,22.5,,,,24.4,110.9,25.3,18.0,62.0,-8.49,0.94,-7.54,90.0,96.9,-6.9,122.9,0.345,,0.458,1962
9,League Average 1962,80,,45.9,107.7,0.426,,,,45.9,107.7,0.426,27.0,37.1,0.727,,,71.4,23.9,,,,25.9,118.8,26.3,,,0.0,0.0,0.0,93.6,93.6,,126.2,0.344,,0.479,1962
