,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Boston Celtics*,82,240.6,46.5,103.8,0.448,,,,46.5,103.8,0.448,19.7,25.3,0.78,,,58.6,28.3,,,,22.0,112.7,28.0,68.0,14.0,8.2,-0.85,7.35,98.1,91.0,7.1,114.5,0.244,,0.49,1973
1,Milwaukee Bucks*,82,240.9,45.8,95.2,0.481,,,,45.8,95.2,0.481,15.5,20.6,0.753,,,51.8,27.1,,,,21.5,107.2,26.4,60.0,22.0,8.22,-0.38,7.84,98.6,91.1,7.5,108.3,0.216,,0.514,1973
2,Los Angeles Lakers*,82,240.9,45.6,95.4,0.478,,,,45.6,95.4,0.478,20.5,27.6,0.742,,,55.6,28.1,,,,20.0,111.7,30.3,60.0,22.0,8.54,-0.35,8.16,99.4,91.8,7.6,112.0,0.29,,0.52,1973
3,New York Knicks*,82,240.6,44.2,94.7,0.467,,,,44.2,94.7,0.467,16.5,21.2,0.78,,,47.3,26.7,,,,21.6,105.0,28.7,57.0,25.0,6.79,-0.72,6.07,98.9,92.5,6.4,105.9,0.224,,0.505,1973
4,Baltimore Bullets*,82,240.6,44.6,96.1,0.464,,,,44.6,96.1,0.464,15.8,21.2,0.743,,,51.3,25.0,,,,20.4,105.0,26.3,52.0,30.0,3.35,-0.5,2.85,96.3,93.3,3.0,108.7,0.221,,0.497,1973
5,Chicago Bulls*,82,241.5,42.4,95.5,0.444,,,,42.4,95.5,0.444,19.2,25.3,0.759,,,48.8,24.7,,,,22.9,104.1,27.7,51.0,31.0,3.49,-0.06,3.43,98.9,95.6,3.3,104.5,0.265,,0.488,1973
6,Golden State Warriors*,82,240.6,45.3,99.5,0.455,,,,45.3,99.5,0.455,18.2,22.8,0.798,,,53.7,24.2,,,,20.6,108.8,28.6,47.0,35.0,3.1,0.03,3.12,96.8,94.0,2.8,112.2,0.229,,0.496,1973
7,Atlanta Hawks*,82,241.8,45.1,98.0,0.461,,,,45.1,98.0,0.461,22.2,30.3,0.733,,,50.9,25.3,,,,23.4,112.4,27.1,46.0,36.0,0.09,-0.24,-0.15,98.0,98.0,0.0,113.8,0.309,,0.505,1973
8,Detroit Pistons,82,241.2,44.7,96.5,0.463,,,,44.7,96.5,0.463,20.9,28.0,0.745,,,50.1,23.0,,,,22.1,110.3,25.4,40.0,42.0,0.22,0.32,0.54,98.4,98.2,0.2,111.5,0.29,,0.507,1973
9,Phoenix Suns,82,240.9,44.0,96.9,0.455,,,,44.0,96.9,0.455,23.5,29.7,0.792,,,48.8,23.7,,,,24.5,111.6,26.2,38.0,44.0,-1.28,0.32,-0.96,98.4,99.5,-1.1,113.0,0.307,,0.508,1973
10,Kansas City-Omaha Kings,82,241.2,44.2,92.5,0.478,,,,44.2,92.5,0.478,19.3,24.8,0.776,,,44.2,25.8,,,,25.0,107.6,26.3,36.0,46.0,-2.91,0.53,-2.36,99.7,102.4,-2.7,107.3,0.269,,0.52,1973
11,Houston Rockets,82,240.0,46.0,100.6,0.457,,,,46.0,100.6,0.457,20.8,26.2,0.793,,,49.5,23.6,,,,23.8,112.8,25.7,33.0,49.0,-1.73,-0.08,-1.81,97.9,99.4,-1.5,115.2,0.261,,0.503,1973
12,Cleveland Cavaliers,82,241.8,41.8,96.1,0.435,,,,41.8,96.1,0.435,19.0,25.4,0.747,,,49.5,25.7,,,,23.7,102.7,26.2,32.0,50.0,-2.67,0.03,-2.64,94.0,96.5,-2.5,108.3,0.264,,0.478,1973
13,Seattle SuperSonics,82,241.2,42.0,93.7,0.449,,,,42.0,93.7,0.449,19.6,25.4,0.772,,,50.7,23.9,,,,22.9,103.7,25.1,26.0,56.0,-5.9,0.58,-5.33,93.8,99.1,-5.3,110.0,0.271,,0.494,1973
14,Portland Trail Blazers,82,240.6,43.8,95.6,0.458,,,,43.8,95.6,0.458,18.7,26.0,0.719,,,47.9,25.6,,,,24.0,106.2,24.0,21.0,61.0,-6.23,0.56,-5.67,95.9,101.5,-5.6,110.4,0.271,,0.496,1973
15,Buffalo Braves,82,240.6,43.1,96.1,0.449,,,,43.1,96.1,0.449,17.1,24.0,0.712,,,50.7,27.0,,,,24.8,103.3,24.7,21.0,61.0,-9.17,0.32,-8.85,92.9,101.2,-8.3,110.9,0.25,,0.484,1973
16,Philadelphia 76ers,82,240.6,42.3,100.8,0.42,,,,42.3,100.8,0.42,19.5,26.0,0.75,,,50.9,20.6,,,,24.2,104.1,27.6,9.0,73.0,-12.09,0.58,-11.5,90.2,100.6,-10.4,115.2,0.258,,0.464,1973
17,League Average 1973,82,240.9,44.2,96.9,0.456,,,,44.2,96.9,0.456,19.2,25.3,0.758,,,50.6,25.2,,,,22.8,107.6,26.7,,,0.0,0.01,0.01,96.8,96.8,,110.7,0.261,,0.498,1973
