,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Dallas Mavericks*,82,240.9,34.0,76.1,0.447,4.6,13.1,0.349,29.5,63.0,0.467,20.2,27.0,0.746,10.2,27.9,38.1,17.9,6.9,3.8,14.5,22.1,92.8,28.1,67.0,15.0,7.22,0.06,7.28,111.3,103.2,8.1,89.5,0.317,0.218,0.559,2007
1,Phoenix Suns*,82,242.7,39.5,86.4,0.457,6.1,16.9,0.363,33.3,69.5,0.48,17.8,23.2,0.767,12.3,30.5,42.8,18.9,6.9,3.7,15.1,21.5,102.9,27.6,61.0,21.0,7.3,-0.03,7.28,113.9,106.4,7.5,95.6,0.267,0.287,0.59,2007
2,San Antonio Spurs*,82,241.2,34.9,78.8,0.443,4.5,13.4,0.334,30.4,65.4,0.465,15.9,21.4,0.74,10.1,29.0,39.1,17.3,7.1,4.1,14.3,21.2,90.1,30.4,58.0,24.0,8.43,-0.08,8.35,109.2,99.9,9.3,89.8,0.313,0.247,0.561,2007
3,Detroit Pistons*,82,242.4,34.4,77.3,0.445,5.0,14.7,0.339,29.4,62.6,0.47,18.1,24.5,0.74,11.9,29.3,41.2,20.1,6.4,3.5,14.7,20.3,91.8,29.0,53.0,29.0,4.16,-0.47,3.69,108.9,104.2,4.7,87.3,0.307,0.201,0.535,2007
4,Houston Rockets*,82,242.1,34.1,79.3,0.429,5.8,16.4,0.351,28.3,62.9,0.45,18.3,24.4,0.749,9.8,31.1,40.8,19.4,7.0,4.3,14.2,19.9,92.1,28.2,52.0,30.0,4.85,0.19,5.04,106.0,100.7,5.3,90.7,0.292,0.29,0.54,2007
5,Utah Jazz*,82,241.5,34.4,75.5,0.455,6.2,17.4,0.355,28.2,58.1,0.485,23.7,30.9,0.767,9.9,27.1,37.0,18.9,7.6,5.3,15.0,24.5,98.6,25.9,51.0,31.0,2.87,0.2,3.06,110.1,107.0,3.1,91.6,0.38,0.163,0.551,2007
6,Cleveland Cavaliers*,82,242.4,34.6,77.3,0.448,4.9,15.0,0.329,29.7,62.3,0.476,18.8,25.6,0.734,9.8,30.0,39.9,20.1,6.6,4.3,15.3,22.0,92.9,26.9,50.0,32.0,3.83,-0.5,3.33,105.5,101.3,4.2,90.8,0.32,0.211,0.522,2007
7,Chicago Bulls*,82,241.2,34.1,78.2,0.435,5.9,16.9,0.349,28.2,61.3,0.459,19.7,27.1,0.73,10.9,30.0,40.9,20.4,7.5,5.3,17.4,23.2,93.8,26.0,49.0,33.0,5.01,-0.49,4.52,104.9,99.6,5.3,93.6,0.313,0.186,0.534,2007
8,Toronto Raptors*,82,240.9,37.2,80.4,0.463,6.5,18.2,0.357,30.7,62.2,0.494,17.6,23.3,0.754,10.3,32.2,42.5,21.2,6.0,3.9,15.1,21.8,98.5,26.0,47.0,35.0,0.99,-0.38,0.61,107.0,106.0,1.0,92.6,0.303,0.224,0.55,2007
9,Denver Nuggets*,82,241.2,39.7,86.4,0.46,6.8,19.1,0.353,33.0,67.3,0.49,17.5,23.7,0.739,12.3,30.0,42.3,24.5,8.3,5.2,16.4,23.7,103.7,26.5,45.0,37.0,1.62,0.07,1.69,107.6,105.9,1.7,97.4,0.36,0.212,0.548,2007
10,Miami Heat*,82,242.1,35.3,79.5,0.444,6.5,18.2,0.355,28.8,61.2,0.471,18.5,24.9,0.742,11.2,30.1,41.3,20.2,6.9,3.8,14.5,21.8,95.5,29.3,44.0,38.0,-0.91,-0.29,-1.21,104.3,105.3,-1.0,89.9,0.321,0.245,0.541,2007
11,Golden State Warriors*,82,240.9,38.7,83.8,0.462,7.4,20.3,0.366,31.2,63.5,0.492,22.1,29.5,0.75,13.1,33.3,46.4,24.7,8.3,4.9,18.6,22.3,106.9,24.6,42.0,40.0,-0.34,0.34,0.0,107.0,107.4,-0.4,99.2,0.3,0.279,0.548,2007
12,Los Angeles Lakers*,82,244.3,37.8,81.9,0.461,6.4,17.8,0.358,31.4,64.1,0.49,21.5,28.3,0.76,11.6,30.6,42.2,21.9,7.9,5.0,14.7,23.4,103.4,25.3,42.0,40.0,-0.07,0.32,0.24,108.6,108.6,0.0,93.5,0.333,0.259,0.554,2007
13,Washington Wizards*,82,241.8,38.6,81.7,0.473,7.3,19.3,0.377,31.3,62.4,0.502,20.3,26.2,0.777,11.9,31.1,43.0,23.7,6.3,4.6,15.7,23.5,104.9,26.8,41.0,41.0,-0.51,-0.28,-0.8,110.1,110.6,-0.5,94.1,0.356,0.237,0.542,2007
14,New Jersey Nets*,82,242.4,35.5,79.0,0.45,6.3,17.7,0.357,29.2,61.2,0.476,21.0,27.6,0.762,10.6,30.8,41.4,22.0,7.1,4.5,14.5,23.0,98.3,28.2,41.0,41.0,-0.77,-0.23,-1.0,105.7,106.6,-0.9,91.4,0.338,0.263,0.546,2007
15,Orlando Magic*,82,241.2,33.4,75.5,0.442,5.6,15.9,0.353,27.8,59.6,0.466,21.6,28.4,0.76,10.5,27.0,37.6,19.6,8.3,4.6,15.0,23.4,94.0,25.6,40.0,42.0,0.78,-0.43,0.35,104.9,104.1,0.8,89.9,0.393,0.158,0.544,2007
16,Los Angeles Clippers,82,240.6,35.5,78.5,0.452,5.5,16.4,0.339,30.0,62.1,0.482,19.5,26.1,0.748,10.3,29.0,39.3,21.0,7.1,3.9,13.8,22.3,96.1,27.5,40.0,42.0,-0.46,0.39,-0.07,105.1,105.6,-0.5,90.8,0.355,0.143,0.537,2007
17,New Orleans/Oklahoma City Hornets,82,242.4,36.6,80.2,0.457,6.8,19.2,0.355,29.8,61.0,0.489,17.0,22.4,0.759,10.4,30.4,40.8,20.8,6.8,4.8,13.6,21.1,97.1,26.4,39.0,43.0,-1.57,0.38,-1.19,104.8,106.5,-1.7,90.2,0.291,0.188,0.52,2007
18,Philadelphia 76ers,82,242.4,37.1,80.1,0.463,6.1,17.4,0.353,30.9,62.8,0.493,17.7,23.5,0.754,11.8,29.3,41.1,22.3,7.4,3.9,15.6,22.0,98.0,26.2,35.0,47.0,-3.02,-0.23,-3.26,103.6,106.9,-3.3,90.7,0.333,0.128,0.53,2007
19,Indiana Pacers,82,241.2,35.7,78.2,0.457,5.3,14.3,0.372,30.4,63.9,0.476,21.2,28.2,0.753,11.2,30.5,41.6,20.0,7.9,5.0,15.7,23.7,98.0,27.2,35.0,47.0,-2.44,-0.18,-2.62,102.9,105.5,-2.6,92.4,0.324,0.212,0.523,2007
20,Charlotte Bobcats,82,244.0,36.6,78.7,0.465,5.5,15.2,0.363,31.1,63.5,0.489,22.0,29.3,0.75,11.3,31.2,42.6,20.9,7.4,5.3,15.8,21.8,100.6,25.5,33.0,49.0,-3.74,-0.22,-3.97,103.6,107.6,-4.0,92.0,0.322,0.193,0.524,2007
21,Sacramento Kings,82,241.5,38.4,81.4,0.472,6.8,18.6,0.365,31.6,62.8,0.503,19.5,25.8,0.757,11.1,32.3,43.4,22.4,7.0,4.9,16.3,24.3,103.1,27.3,33.0,49.0,-1.8,0.46,-1.35,106.2,108.0,-1.8,94.8,0.379,0.232,0.545,2007
22,New York Knicks,82,244.0,36.8,80.1,0.46,7.0,18.6,0.376,29.9,61.5,0.485,19.7,26.0,0.756,10.8,28.0,38.8,21.3,7.5,5.0,13.7,22.9,100.3,25.4,33.0,49.0,-2.85,-0.21,-3.06,105.7,108.8,-3.1,90.8,0.377,0.216,0.539,2007
23,Minnesota Timberwolves,82,244.0,37.5,81.6,0.46,6.3,18.1,0.348,31.2,63.4,0.492,18.4,24.2,0.76,11.7,29.7,41.4,21.7,7.1,4.4,14.2,20.5,99.7,27.7,32.0,50.0,-3.67,0.51,-3.16,103.9,107.9,-4.0,91.0,0.291,0.167,0.537,2007
24,Portland Trail Blazers,82,243.4,36.1,76.7,0.471,5.7,15.8,0.361,30.4,61.0,0.499,20.5,26.3,0.778,10.4,28.6,39.0,20.8,6.6,4.6,13.7,21.3,98.4,24.4,32.0,50.0,-4.29,0.51,-3.78,105.1,109.9,-4.8,88.3,0.314,0.193,0.53,2007
25,Seattle SuperSonics,82,241.8,38.1,80.1,0.476,6.3,17.5,0.361,31.8,62.6,0.508,19.5,25.9,0.751,11.6,29.4,41.0,22.8,7.2,4.2,15.0,19.9,102.0,25.9,31.0,51.0,-2.89,0.45,-2.45,107.2,110.3,-3.1,91.8,0.288,0.219,0.544,2007
26,Atlanta Hawks,82,242.4,36.0,77.3,0.466,5.7,15.1,0.376,30.3,62.2,0.488,20.7,28.2,0.734,11.6,28.9,40.5,21.1,7.3,5.1,15.2,22.6,98.4,24.1,30.0,52.0,-4.76,-0.1,-4.86,103.0,108.3,-5.3,90.0,0.346,0.163,0.523,2007
27,Milwaukee Bucks,82,242.1,39.0,81.4,0.48,6.9,18.7,0.368,32.1,62.6,0.513,19.1,25.7,0.742,13.0,30.1,43.0,25.3,7.5,5.3,15.7,21.0,104.0,26.0,28.0,54.0,-4.38,-0.06,-4.43,107.0,111.7,-4.7,92.3,0.286,0.219,0.541,2007
28,Boston Celtics,82,242.1,36.2,77.3,0.468,5.2,14.8,0.354,30.9,62.5,0.495,21.7,29.0,0.747,10.3,30.2,40.5,22.1,7.4,5.5,15.2,21.4,99.2,23.5,24.0,58.0,-3.41,-0.29,-3.7,103.2,106.9,-3.7,92.0,0.337,0.199,0.53,2007
29,Memphis Grizzlies,82,243.7,40.1,82.5,0.486,7.0,18.0,0.389,33.1,64.4,0.513,19.5,25.8,0.759,11.8,30.3,42.0,25.1,8.3,5.5,15.3,24.3,106.7,26.2,22.0,60.0,-5.15,0.71,-4.44,106.9,112.3,-5.4,93.6,0.374,0.211,0.555,2007
30,League Average 2007,82,242.2,36.5,79.7,0.458,6.1,16.9,0.358,30.5,62.8,0.485,19.6,26.1,0.752,11.1,29.9,41.1,21.3,7.2,4.6,15.1,22.2,98.7,26.7,,,0.0,0.0,0.0,106.5,106.5,,91.9,0.327,0.213,0.541,2007
