,Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MVP_Rank,MVP_First,MVP_Pts Won,MVP_Pts Max,MVP_Share
0,1981,Kareem Abdul-Jabbar,C,33,LAL,80,0,37.2,10.5,18.2,0.574,0.0,0.0,0.0,10.5,18.2,0.574,0.574,5.3,6.9,0.766,2.5,7.8,10.3,3.4,0.7,2.9,3.1,3.1,26.2,25.5,0.616,0.001,0.379,7.6,21.5,15.0,13.6,0.9,4.0,12.8,26.3,9.6,4.6,14.3,0.23,4.7,1.4,6.1,6.1,3.0,8.0,286.0,690.0,0.414
1,1981,Alvan Adams,C,26,PHO,75,0,27.4,6.1,11.6,0.526,0.0,0.0,0.0,6.1,11.6,0.526,0.526,2.7,3.5,0.768,2.1,5.2,7.3,4.6,1.4,0.9,3.0,3.0,14.9,20.3,0.567,0.0,0.298,8.6,20.5,14.7,24.5,2.4,1.9,18.7,23.0,3.3,4.5,7.7,0.18,2.5,2.6,5.1,3.7,,,,,
2,1981,Darrell Allums,PF,22,DAL,22,0,12.5,1.0,3.0,0.343,0.0,0.0,0.0,1.0,3.0,0.348,0.343,0.6,1.0,0.591,0.9,2.1,3.0,1.1,0.2,0.4,1.0,2.3,2.7,5.3,0.385,0.015,0.328,7.6,19.7,13.4,12.5,0.9,1.7,23.1,15.1,-0.5,0.2,-0.3,-0.054,-5.5,-0.1,-5.6,-0.3,,,,,
3,1981,Tiny Archibald,PG,32,BOS,80,72,35.3,4.8,9.6,0.499,0.0,0.1,0.0,4.8,9.5,0.505,0.499,4.3,5.2,0.816,0.5,1.8,2.2,7.7,0.9,0.2,3.3,2.5,13.8,14.3,0.582,0.012,0.547,1.5,5.4,3.6,28.5,1.3,0.4,21.8,17.5,4.6,2.3,6.9,0.118,0.9,-1.0,-0.1,1.4,9.0,0.0,32.0,690.0,0.046
4,1981,Dennis Awtrey,C,32,SEA,47,0,12.9,0.9,2.0,0.473,0.0,0.0,0.0,0.9,2.0,0.473,0.473,0.3,0.4,0.7,0.7,1.6,2.3,1.1,0.3,0.2,0.7,1.8,2.2,6.7,0.501,0.0,0.215,6.1,13.3,9.8,11.5,0.9,0.7,24.5,9.0,0.0,0.6,0.6,0.047,-3.2,0.7,-2.5,-0.1,,,,,
5,1981,James Bailey,PF,23,SEA,82,0,31.0,5.4,10.8,0.499,0.0,0.0,0.5,5.4,10.8,0.499,0.5,3.1,4.4,0.709,2.3,5.1,7.4,1.2,0.9,1.7,2.7,4.0,14.0,14.5,0.546,0.002,0.406,8.5,17.6,13.1,5.8,1.4,3.1,17.3,20.3,1.4,3.6,4.9,0.094,-1.7,0.6,-1.1,0.6,,,,,
6,1981,Greg Ballard,SF,26,WSB,82,0,31.8,6.7,14.5,0.463,0.1,0.4,0.219,6.6,14.1,0.47,0.466,2.0,2.4,0.847,2.0,5.0,7.1,2.4,1.4,0.5,1.4,2.4,15.5,16.7,0.5,0.027,0.165,6.7,16.8,11.7,10.9,2.1,0.8,8.4,21.4,2.8,4.1,6.9,0.127,0.8,1.4,2.2,2.8,,,,,
7,1981,Mike Bantom,SF,29,IND,76,0,31.3,5.7,11.6,0.489,0.0,0.1,0.0,5.7,11.5,0.492,0.489,2.6,3.7,0.708,2.0,3.6,5.6,3.2,1.1,1.1,2.6,3.7,14.0,14.5,0.528,0.007,0.319,6.7,13.1,9.8,14.4,1.6,2.0,16.4,20.3,1.8,2.5,4.4,0.088,-0.2,0.1,-0.1,1.2,,,,,
8,1981,Billy Ray Bates,SG,24,POR,77,0,20.3,5.7,11.7,0.487,0.2,0.7,0.259,5.5,11.0,0.501,0.494,2.2,2.6,0.854,0.9,1.1,2.0,2.5,1.1,0.1,1.9,1.6,13.8,19.3,0.537,0.06,0.221,4.9,6.0,5.5,19.0,2.4,0.2,13.1,28.9,2.4,1.2,3.6,0.111,2.3,-0.9,1.3,1.3,,,,,
9,1981,Mel Bennett,PF,26,UTA,28,0,11.2,0.9,2.1,0.433,0.0,0.1,0.0,0.9,2.1,0.448,0.433,1.9,2.9,0.654,1.2,2.1,3.3,0.5,0.1,0.4,1.1,2.0,3.8,10.7,0.549,0.033,1.35,12.2,21.7,17.0,6.3,0.5,2.0,24.5,17.4,0.1,0.2,0.3,0.045,-3.7,-1.2,-5.0,-0.3,,,,,
