,Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MVP_Rank,MVP_First,MVP_Pts Won,MVP_Pts Max,MVP_Share
0,2013,Quincy Acy,PF,22,TOR,29,0,11.8,1.4,2.6,0.56,0.0,0.1,0.5,1.4,2.5,0.562,0.567,1.1,1.3,0.816,1.0,1.6,2.7,0.4,0.4,0.5,0.6,1.8,4.0,15.9,0.632,0.027,0.507,10.3,16.6,13.4,5.2,2.0,3.5,15.6,14.7,0.7,0.4,1.1,0.157,-1.0,1.0,0.1,0.2,,,,,
1,2013,Jeff Adrien,PF,26,CHA,52,5,13.7,1.4,3.2,0.429,0.0,0.0,0.0,1.4,3.2,0.434,0.429,1.3,1.9,0.65,1.3,2.5,3.8,0.7,0.3,0.5,0.6,1.5,4.0,13.4,0.493,0.012,0.595,10.6,21.2,15.7,8.3,1.3,3.1,13.1,15.6,0.5,0.4,1.0,0.064,-2.1,-0.9,-3.0,-0.2,,,,,
2,2013,Arron Afflalo,SF,27,ORL,64,64,36.0,6.2,14.1,0.439,1.1,3.8,0.3,5.1,10.4,0.489,0.478,3.0,3.5,0.857,0.5,3.3,3.7,3.2,0.6,0.2,2.2,2.1,16.5,13.0,0.527,0.265,0.246,1.4,10.3,5.8,14.6,0.9,0.4,12.1,22.5,1.5,0.5,2.0,0.042,-1.1,-1.8,-2.9,-0.5,,,,,
3,2013,Josh Akognon,PG,26,DAL,3,0,3.0,0.7,1.3,0.5,0.3,0.7,0.5,0.3,0.7,0.5,0.625,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.0,1.7,15.3,0.625,0.5,0.0,0.0,12.1,6.2,19.4,0.0,0.0,0.0,20.3,0.0,0.0,0.0,0.196,-3.1,0.1,-3.0,0.0,,,,,
4,2013,LaMarcus Aldridge,PF,27,POR,74,74,37.7,8.6,17.8,0.484,0.0,0.2,0.143,8.6,17.6,0.488,0.485,3.8,4.7,0.81,2.4,6.7,9.1,2.6,0.8,1.2,1.9,2.5,21.1,20.4,0.53,0.011,0.264,7.2,20.9,14.0,13.0,1.2,2.5,8.9,26.5,4.8,2.3,7.2,0.124,1.7,-0.4,1.3,2.3,,,,,
5,2013,Lavoy Allen,C,23,PHI,79,37,21.1,2.6,5.7,0.454,0.0,0.0,0.0,2.6,5.7,0.455,0.454,0.5,0.8,0.717,2.0,3.0,5.0,0.9,0.3,0.7,0.7,2.3,5.8,11.5,0.474,0.002,0.132,10.5,16.5,13.4,6.7,0.8,2.6,10.3,14.8,0.9,1.6,2.5,0.072,-3.0,-0.3,-3.3,-0.6,,,,,
6,2013,Ray Allen,SG,37,MIA,79,0,25.8,3.7,8.2,0.449,1.8,4.2,0.419,1.9,4.0,0.48,0.555,1.8,2.0,0.886,0.5,2.2,2.7,1.7,0.8,0.2,1.3,1.6,10.9,14.7,0.599,0.51,0.243,2.6,10.1,6.6,10.2,1.7,0.6,12.5,19.3,3.4,1.9,5.4,0.126,1.1,-0.8,0.3,1.2,,,,,
7,2013,Tony Allen,SG,31,MEM,79,79,26.7,3.6,8.1,0.445,0.0,0.3,0.125,3.6,7.8,0.458,0.447,1.7,2.4,0.717,1.5,3.1,4.6,1.2,1.5,0.6,1.2,2.7,8.9,13.2,0.489,0.038,0.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,1.0,4.1,5.1,0.115,-2.0,2.4,0.4,1.2,,,,,
8,2013,Al-Farouq Aminu,SF,22,NOH,76,71,27.2,3.0,6.2,0.475,0.1,0.3,0.211,2.9,6.0,0.486,0.479,1.3,1.8,0.737,1.8,5.9,7.7,1.4,1.2,0.7,1.5,2.0,7.3,13.7,0.519,0.04,0.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,0.7,2.4,3.1,0.073,-1.3,1.2,-0.1,1.0,,,,,
9,2013,Chris Andersen,C,34,MIA,42,0,14.9,1.7,2.9,0.577,0.0,0.1,0.667,1.6,2.9,0.575,0.585,1.5,2.2,0.677,1.4,2.7,4.1,0.4,0.4,1.0,0.6,2.1,4.9,17.4,0.631,0.024,0.756,11.9,21.5,17.0,4.0,1.4,5.8,12.8,14.4,1.6,1.1,2.7,0.207,-1.0,0.8,-0.2,0.3,,,,,
10,2013,Alan Anderson,SF,30,TOR,65,2,23.0,3.6,9.5,0.383,1.5,4.4,0.333,2.2,5.1,0.426,0.46,1.9,2.3,0.857,0.5,1.8,2.3,1.6,0.7,0.1,1.2,2.0,10.7,12.6,0.509,0.463,0.239,2.7,9.2,5.9,11.7,1.7,0.4,10.5,23.6,0.8,0.8,1.6,0.052,-0.5,-1.3,-1.8,0.1,,,,,
11,2013,Ryan Anderson,PF,24,NOH,81,22,30.9,5.8,13.8,0.423,2.6,6.9,0.382,3.2,6.9,0.464,0.519,1.9,2.2,0.844,2.4,4.0,6.4,1.2,0.5,0.4,1.2,2.2,16.2,18.1,0.548,0.5,0.161,8.9,15.9,12.4,6.9,0.9,1.0,7.5,24.0,5.7,0.8,6.5,0.125,4.1,-2.1,2.0,2.5,,,,,
12,2013,Carmelo Anthony,PF,28,NYK,67,67,37.0,10.0,22.2,0.449,2.3,6.2,0.379,7.6,16.0,0.476,0.502,6.3,7.6,0.83,2.0,4.9,6.9,2.6,0.8,0.5,2.6,3.1,28.7,24.8,0.56,0.278,0.344,6.1,15.9,10.8,14.1,1.1,1.1,9.3,35.6,7.5,2.0,9.5,0.184,6.0,-1.7,4.3,3.9,3.0,1.0,475.0,1210.0,0.393
13,2013,Joel Anthony,C,30,MIA,62,3,9.1,0.6,1.1,0.515,0.0,0.0,0.0,0.6,1.1,0.515,0.515,0.3,0.5,0.607,0.7,1.1,1.9,0.2,0.2,0.7,0.4,0.8,1.4,10.4,0.542,0.0,0.412,10.4,14.4,12.5,3.1,1.2,6.1,21.5,8.6,0.4,0.8,1.2,0.1,-2.3,0.9,-1.3,0.1,,,,,
14,2013,Trevor Ariza,SF,27,WAS,56,15,26.3,3.4,8.1,0.417,1.4,3.7,0.364,2.0,4.3,0.463,0.501,1.4,1.7,0.821,0.8,4.0,4.8,2.0,1.3,0.4,1.5,1.3,9.5,14.0,0.538,0.463,0.211,3.3,16.9,10.0,12.7,2.5,1.1,14.6,17.9,0.7,2.4,3.1,0.102,0.1,2.0,2.1,1.6,,,,,
15,2013,Darrell Arthur,PF,24,MEM,59,3,16.4,2.7,6.1,0.451,0.1,0.3,0.278,2.7,5.8,0.46,0.458,0.6,0.8,0.717,1.2,1.7,2.9,0.6,0.4,0.6,0.7,2.1,6.1,11.8,0.477,0.05,0.128,8.1,12.5,10.3,5.9,1.3,2.8,10.2,20.1,0.2,1.5,1.7,0.084,-2.8,0.4,-2.4,-0.1,,,,,
16,2013,Ömer Aşık,C,26,HOU,82,82,30.0,4.0,7.5,0.541,0.0,0.0,0.0,4.0,7.5,0.542,0.541,2.0,3.6,0.562,3.4,8.3,11.7,0.9,0.6,1.1,2.1,2.7,10.1,14.9,0.558,0.002,0.487,12.8,31.0,22.0,4.6,0.9,2.7,18.8,16.3,2.0,3.5,5.5,0.108,-1.3,-0.3,-1.6,0.3,,,,,
17,2013,D.J. Augustin,PG,25,IND,76,5,16.1,1.4,3.9,0.35,0.9,2.5,0.353,0.5,1.4,0.346,0.464,1.1,1.3,0.838,0.3,0.9,1.2,2.2,0.4,0.0,0.9,0.8,4.7,11.0,0.527,0.646,0.337,1.9,6.3,4.1,21.6,1.5,0.2,16.8,15.1,1.4,1.5,2.8,0.112,-0.7,0.1,-0.6,0.5,,,,,
18,2013,Jeff Ayres,PF,25,IND,37,0,10.0,1.6,3.4,0.484,0.1,0.1,0.5,1.6,3.3,0.484,0.492,0.6,0.6,0.913,0.8,2.0,2.8,0.4,0.2,0.3,0.6,1.2,3.9,14.5,0.533,0.032,0.183,8.9,22.2,15.7,7.2,0.9,2.4,14.5,19.7,0.3,0.7,1.0,0.129,-1.9,0.9,-1.0,0.1,,,,,
19,2013,Luke Babbitt,PF,23,POR,62,0,11.8,1.4,3.8,0.368,1.0,2.9,0.348,0.4,0.9,0.429,0.5,0.2,0.2,0.769,0.2,2.0,2.2,0.5,0.2,0.1,0.4,1.3,3.9,9.4,0.509,0.761,0.056,2.4,19.7,10.9,6.2,1.0,0.5,8.4,16.4,0.3,0.4,0.7,0.047,-1.7,-0.7,-2.4,-0.1,,,,,
20,2013,Leandro Barbosa,PG,30,BOS,41,2,12.5,2.0,4.7,0.43,0.4,1.1,0.383,1.6,3.6,0.445,0.477,0.8,1.0,0.756,0.2,0.9,1.1,1.4,0.4,0.1,0.5,1.2,5.2,13.5,0.509,0.244,0.212,1.9,8.5,5.3,19.0,1.7,0.9,9.1,21.4,0.4,0.5,0.9,0.086,-1.0,0.3,-0.7,0.2,,,,,
21,2013,J.J. Barea,PG,28,MIN,74,2,23.1,4.3,10.2,0.417,1.3,3.8,0.346,3.0,6.5,0.458,0.481,1.4,1.8,0.784,0.5,2.3,2.8,4.0,0.4,0.0,2.0,1.8,11.3,14.1,0.51,0.369,0.177,2.2,11.9,6.9,30.6,1.0,0.0,15.1,25.1,0.8,1.0,1.9,0.053,0.7,-1.3,-0.6,0.6,,,,,
22,2013,Andrea Bargnani,PF,27,TOR,35,25,28.7,4.9,12.2,0.399,1.1,3.5,0.309,3.8,8.7,0.436,0.444,1.9,2.2,0.844,0.7,2.9,3.7,1.1,0.6,0.7,1.5,1.8,12.7,11.2,0.482,0.289,0.181,3.0,12.3,7.6,6.6,1.1,1.8,10.5,23.8,-0.5,0.6,0.1,0.007,-1.1,-1.6,-2.7,-0.2,,,,,
23,2013,Harrison Barnes,SF,20,GSW,81,81,25.4,3.4,7.8,0.439,0.6,1.8,0.359,2.8,6.0,0.464,0.481,1.8,2.3,0.758,0.7,3.5,4.1,1.2,0.6,0.2,1.2,1.7,9.2,11.0,0.526,0.231,0.303,2.9,14.5,8.9,7.3,1.3,0.5,12.4,17.7,0.9,1.9,2.8,0.065,-1.6,-0.1,-1.7,0.1,,,,,
24,2013,Matt Barnes,SF,32,LAC,80,4,25.7,3.9,8.4,0.462,1.4,4.1,0.342,2.5,4.4,0.574,0.544,1.1,1.5,0.744,1.4,3.2,4.6,1.5,1.0,0.8,1.1,2.9,10.3,15.5,0.566,0.481,0.173,6.5,14.5,10.6,9.2,2.1,2.6,11.0,18.1,3.5,2.8,6.3,0.146,1.1,0.7,1.8,2.0,,,,,
