,Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MVP_Rank,MVP_First,MVP_Pts Won,MVP_Pts Max,MVP_Share
0,1992,Alaa Abdelnaby,PF,23,POR,71,1,13.2,2.5,5.1,0.493,0.0,0.0,0.0,2.5,5.1,0.493,0.493,1.1,1.4,0.752,1.1,2.5,3.7,0.4,0.4,0.2,0.9,1.9,6.1,13.5,0.533,0.0,0.28,9.5,20.9,15.2,4.7,1.3,1.1,14.0,20.6,0.6,1.5,2.1,0.11,-2.3,-0.4,-2.6,-0.1,,,,,
1,1992,Mahmoud Abdul-Rauf,PG,22,DEN,81,11,19.0,4.4,10.4,0.421,0.4,1.2,0.33,4.0,9.3,0.433,0.44,1.2,1.3,0.87,0.3,1.1,1.4,2.4,0.5,0.0,1.4,1.6,10.3,12.6,0.469,0.111,0.128,1.5,6.8,4.0,21.0,1.4,0.2,11.6,26.7,-0.2,0.8,0.6,0.018,-1.2,-1.9,-3.1,-0.4,,,,,
2,1992,Mark Acres,C,29,ORL,68,6,13.6,1.1,2.2,0.517,0.0,0.0,0.333,1.1,2.2,0.52,0.52,0.8,1.0,0.761,1.4,2.3,3.7,0.3,0.4,0.2,0.5,2.1,3.1,10.1,0.576,0.02,0.444,11.4,19.2,15.2,3.2,1.3,1.0,15.5,9.6,1.1,0.8,1.9,0.097,-2.7,-0.2,-2.9,-0.2,,,,,
3,1992,Michael Adams,PG,29,WSB,78,78,35.8,6.2,15.8,0.393,1.6,4.9,0.324,4.6,10.9,0.425,0.444,4.0,4.6,0.869,0.7,3.2,4.0,7.6,1.9,0.1,2.7,2.1,18.1,17.1,0.506,0.313,0.292,2.2,10.1,6.1,31.5,2.5,0.2,13.2,24.2,2.6,2.6,5.3,0.09,2.1,-0.3,1.8,2.6,,,,,
4,1992,Rafael Addison,SF,27,NJN,76,8,15.5,2.5,5.7,0.433,0.2,0.6,0.286,2.3,5.0,0.452,0.449,0.7,1.0,0.737,0.9,1.3,2.2,0.9,0.4,0.4,0.6,1.4,5.8,10.9,0.477,0.113,0.176,5.7,9.3,7.4,8.1,1.2,1.4,9.0,17.5,0.8,0.7,1.5,0.063,-1.8,-0.9,-2.7,-0.2,,,,,
5,1992,Mark Aguirre,SF,32,DET,75,12,21.1,4.5,10.5,0.431,0.2,0.9,0.211,4.3,9.5,0.453,0.44,2.1,3.1,0.687,0.9,2.3,3.1,1.7,0.7,0.1,1.4,2.3,11.3,13.7,0.479,0.09,0.292,4.8,12.0,8.4,13.4,1.7,0.4,10.6,27.6,0.1,2.0,2.2,0.066,-1.7,0.1,-1.6,0.1,,,,,
6,1992,Danny Ainge,SG,32,POR,81,6,19.7,3.7,8.3,0.442,1.0,2.8,0.339,2.7,5.5,0.496,0.5,1.3,1.6,0.824,0.5,1.3,1.8,2.5,0.9,0.2,0.9,1.8,9.7,15.4,0.534,0.34,0.194,2.7,7.4,5.1,18.4,2.2,0.5,8.7,20.5,3.1,2.0,5.2,0.155,1.1,0.8,1.9,1.6,,,,,
7,1992,Victor Alexander,C,22,GSW,80,28,16.9,3.0,5.7,0.529,0.0,0.0,0.0,3.0,5.7,0.531,0.529,1.3,1.9,0.691,1.3,2.9,4.2,0.4,0.6,0.8,1.1,2.2,7.4,13.9,0.561,0.002,0.325,8.7,18.3,13.6,3.1,1.5,2.7,14.8,18.3,1.1,1.4,2.5,0.09,-1.6,-0.4,-2.0,0.0,,,,,
8,1992,Greg Anderson,PF,27,DEN,82,82,34.1,4.7,10.4,0.456,0.0,0.0,0.0,4.7,10.4,0.458,0.456,2.0,3.3,0.623,4.1,7.4,11.5,1.0,1.1,0.8,2.5,3.2,11.5,12.6,0.486,0.005,0.314,12.3,24.7,18.2,4.1,1.5,1.4,17.1,17.1,-0.6,3.6,3.0,0.052,-2.4,-1.1,-3.4,-1.0,,,,,
9,1992,Kenny Anderson,PG,21,NJN,64,13,17.0,2.9,7.5,0.39,0.0,0.2,0.231,2.9,7.3,0.394,0.393,1.1,1.5,0.745,0.6,1.4,2.0,3.2,1.0,0.1,1.5,1.1,7.0,12.8,0.43,0.027,0.204,3.6,9.0,6.2,26.5,3.0,0.5,15.6,22.9,-0.6,1.1,0.5,0.022,-1.7,-0.1,-1.8,0.1,,,,,
10,1992,Nick Anderson,SG,24,ORL,60,59,36.7,8.0,17.4,0.463,0.5,1.4,0.353,7.5,16.0,0.472,0.477,3.4,5.1,0.667,1.6,4.8,6.4,2.7,1.6,0.6,2.1,2.2,19.9,16.4,0.509,0.082,0.291,4.8,14.9,9.7,12.4,2.2,0.9,9.7,24.5,1.6,2.0,3.6,0.078,1.1,0.0,1.2,1.8,,,,,
11,1992,Ron Anderson,SF,33,PHI,82,11,29.7,5.7,12.3,0.465,0.5,1.5,0.331,5.2,10.7,0.485,0.486,1.7,2.0,0.877,1.2,2.2,3.4,1.6,1.0,0.1,1.3,1.6,13.7,14.1,0.52,0.126,0.162,4.6,8.5,6.5,9.0,1.8,0.3,9.2,21.5,2.2,1.3,3.5,0.07,-0.2,-1.1,-1.4,0.4,,,,,
12,1992,Willie Anderson,SG,25,SAS,57,55,33.1,5.5,12.0,0.455,0.2,1.0,0.232,5.2,11.0,0.475,0.465,1.9,2.4,0.775,1.1,4.2,5.3,5.3,0.9,0.9,2.5,2.6,13.1,13.8,0.499,0.082,0.201,3.6,13.6,8.7,23.2,1.4,1.7,15.8,19.8,0.7,2.6,3.3,0.083,-0.3,1.2,0.9,1.4,,,,,
13,1992,Greg Anthony,PG,24,NYK,82,1,18.4,2.0,5.3,0.37,0.1,0.7,0.145,1.9,4.6,0.403,0.379,1.4,1.9,0.741,0.4,1.3,1.7,3.8,0.7,0.1,1.2,2.1,5.5,10.6,0.443,0.126,0.363,2.5,7.7,5.2,28.6,2.0,0.4,16.3,17.4,0.2,2.0,2.2,0.07,-2.7,0.8,-1.9,0.0,,,,,
14,1992,B.J. Armstrong,PG,24,CHI,82,3,22.9,4.1,8.5,0.481,0.4,1.1,0.402,3.7,7.4,0.492,0.506,1.3,1.6,0.806,0.2,1.5,1.8,3.2,0.6,0.1,1.1,1.1,9.9,14.1,0.537,0.125,0.185,1.2,7.6,4.5,19.2,1.2,0.2,11.1,19.5,2.7,1.8,4.6,0.117,0.2,-0.8,-0.6,0.7,,,,,
15,1992,Vincent Askew,SG,25,GSW,80,10,18.7,2.4,4.7,0.509,0.0,0.1,0.1,2.4,4.6,0.52,0.511,1.4,2.0,0.694,1.1,1.8,2.9,2.4,0.6,0.3,1.1,1.6,6.2,12.7,0.554,0.026,0.422,6.6,10.3,8.5,15.4,1.5,0.9,15.7,14.3,2.0,0.8,2.9,0.092,0.6,0.0,0.6,1.0,,,,,
16,1992,Keith Askins,SF,24,MIA,59,4,14.3,1.4,3.5,0.41,0.4,1.2,0.342,1.0,2.2,0.447,0.471,0.4,0.6,0.703,1.1,1.3,2.4,0.6,0.7,0.3,0.8,1.8,3.7,8.7,0.495,0.356,0.18,8.5,10.4,9.4,6.2,2.3,1.1,17.5,13.3,0.0,0.7,0.7,0.04,-2.5,0.2,-2.3,-0.1,,,,,
17,1992,Stacey Augmon,SG,23,ATL,82,82,30.5,5.4,11.0,0.489,0.0,0.1,0.167,5.4,10.9,0.492,0.49,2.6,3.9,0.666,2.3,2.8,5.1,2.5,1.5,0.3,2.2,2.0,13.3,14.4,0.526,0.007,0.356,7.9,9.9,8.9,11.4,2.4,0.6,14.8,20.1,1.5,2.2,3.7,0.071,-0.5,-0.1,-0.6,0.8,,,,,
18,1992,Isaac Austin,C,22,UTA,31,0,3.6,0.7,1.5,0.457,0.0,0.0,0.0,0.7,1.5,0.457,0.457,0.6,1.0,0.633,0.4,0.8,1.1,0.2,0.1,0.1,0.3,0.6,2.0,15.0,0.515,0.0,0.652,11.6,23.1,17.6,6.7,0.9,1.1,11.9,25.9,0.1,0.2,0.3,0.112,-3.0,-1.4,-4.4,-0.1,,,,,
19,1992,Miloš Babić,C,23,MIA,9,0,3.9,0.7,1.4,0.462,0.0,0.0,0.0,0.7,1.4,0.462,0.462,0.7,0.9,0.75,0.2,1.0,1.2,0.7,0.1,0.0,0.6,0.0,2.0,18.3,0.545,0.0,0.615,6.3,29.1,17.6,26.4,1.4,0.0,23.2,25.8,0.0,0.0,0.0,0.057,1.6,0.0,1.6,0.0,,,,,
