,0
AGE,28.6
W,38.0
L,44.0
PW,33
PL,49
MOV,-2.88
SOS,-0.25
SRS,-3.13
ORtg,104.4
DRtg,107.4
NRtg,-3.0
PACE,92.7
FTr,0.267
3PAr,0.24
TS%,0.529
eFG%,0.491
TOV%,13.0
ORB%,23.9
FT/FGA,0.2
eFG%,0.506
TOV%,12.9
DRB%,73.7
FT/FGA,0.185
ARENA,Barclays Center
ATTENDANCE,698529
ATTENDANCE/G,17037
TEAM,BRK
SEASON,2014-15
