,0
AGE,29.3
W,42.0
L,40.0
PW,42
PL,40
MOV,0.23
SOS,-0.48
SRS,-0.24
ORtg,108.8
DRtg,108.6
NRtg,0.2
PACE,90.4
FTr,0.287
3PAr,0.229
TS%,0.543
eFG%,0.5
TOV%,12.2
ORB%,25.6
FT/FGA,0.222
eFG%,0.494
TOV%,13.5
DRB%,69.9
FT/FGA,0.237
ARENA,Bradley Center
ATTENDANCE,665966
ATTENDANCE/G,16243
TEAM,MIL
SEASON,2002-03
