,0
AGE,25.9
W,27.0
L,55.0
PW,33
PL,49
MOV,-2.99
SOS,-0.04
SRS,-3.03
ORtg,109.5
DRtg,112.7
NRtg,-3.2
PACE,91.1
FTr,0.315
3PAr,0.244
TS%,0.548
eFG%,0.5
TOV%,12.4
ORB%,25.4
FT/FGA,0.249
eFG%,0.53
TOV%,13.5
DRB%,73.3
FT/FGA,0.263
ARENA,Air Canada Centre
ATTENDANCE,699332
ATTENDANCE/G,17057
TEAM,TOR
SEASON,2005-06
