,0
AGE,29.0
W,50.0
L,32.0
PW,52
PL,30
MOV,3.68
SOS,-0.71
SRS,2.97
ORtg,104.1
DRtg,99.9
NRtg,4.2
PACE,86.8
FTr,0.322
3PAr,0.237
TS%,0.523
eFG%,0.473
TOV%,13.3
ORB%,25.9
FT/FGA,0.248
eFG%,0.461
TOV%,13.9
DRB%,74.0
FT/FGA,0.225
ARENA,The Palace of Auburn Hills
ATTENDANCE,839278
ATTENDANCE/G,20470
TEAM,DET
SEASON,2002-03
