,0
AGE,26.3
W,38.0
L,44.0
PW,33
PL,49
MOV,-2.82
SOS,0.31
SRS,-2.51
ORtg,103.7
DRtg,106.8
NRtg,-3.1
PACE,89.0
FTr,0.339
3PAr,0.138
TS%,0.515
eFG%,0.464
TOV%,12.9
ORB%,26.9
FT/FGA,0.257
eFG%,0.502
TOV%,14.3
DRB%,73.4
FT/FGA,0.243
ARENA,Ford Center
ATTENDANCE,744920
ATTENDANCE/G,18717
TEAM,NOK
SEASON,2005-06
