,0
AGE,25.1
W,26.0
L,56.0
PW,24
PL,58
MOV,-6.88
SOS,0.58
SRS,-6.29
ORtg,106.0
DRtg,113.0
NRtg,-7.0
PACE,98.5
FTr,0.259
3PAr,0.295
TS%,0.537
eFG%,0.501
TOV%,13.5
ORB%,25.0
FT/FGA,0.195
eFG%,0.542
TOV%,13.0
DRB%,75.8
FT/FGA,0.213
ARENA,STAPLES Center
ATTENDANCE,776917
ATTENDANCE/G,18949
TEAM,LAL
SEASON,2016-17
