,0
AGE,27.7
W,32.0
L,50.0
PW,30
PL,52
MOV,-3.67
SOS,0.51
SRS,-3.16
ORtg,103.9
DRtg,107.9
NRtg,-4.0
PACE,91.0
FTr,0.291
3PAr,0.167
TS%,0.537
eFG%,0.49
TOV%,14.8
ORB%,25.1
FT/FGA,0.231
eFG%,0.498
TOV%,13.3
DRB%,72.1
FT/FGA,0.226
ARENA,Target Center
ATTENDANCE,655947
ATTENDANCE/G,15999
TEAM,MIN
SEASON,2006-07
