,0
AGE,27.9
W,47.0
L,35.0
PW,52
PL,30
MOV,4.02
SOS,-0.39
SRS,3.64
ORtg,109.4
DRtg,105.1
NRtg,4.3
PACE,91.7
FTr,0.335
3PAr,0.121
TS%,0.537
eFG%,0.487
TOV%,12.8
ORB%,31.8
FT/FGA,0.258
eFG%,0.484
TOV%,14.5
DRB%,69.0
FT/FGA,0.215
ARENA,Coliseum at Richfield
ATTENDANCE,753686
ATTENDANCE/G,
TEAM,CLE
SEASON,1993-94
