,0
AGE,26.7
W,28.0
L,54.0
PW,26
PL,56
MOV,-5.77
SOS,0.44
SRS,-5.32
ORtg,103.3
DRtg,109.2
NRtg,-5.9
PACE,97.5
FTr,0.326
3PAr,0.104
TS%,0.516
eFG%,0.471
TOV%,14.2
ORB%,30.4
FT/FGA,0.239
eFG%,0.499
TOV%,14.2
DRB%,66.4
FT/FGA,0.252
ARENA,ARCO Arena (II)
ATTENDANCE,710497
ATTENDANCE/G,
TEAM,SAC
SEASON,1993-94
