,0
AGE,23.9
W,35.0
L,47.0
PW,36
PL,46
MOV,-1.62
SOS,-0.06
SRS,-1.68
ORtg,105.1
DRtg,106.8
NRtg,-1.7
PACE,96.0
FTr,0.232
3PAr,0.255
TS%,0.533
eFG%,0.5
TOV%,12.8
ORB%,23.1
FT/FGA,0.175
eFG%,0.513
TOV%,13.8
DRB%,76.5
FT/FGA,0.215
ARENA,Amway Center
ATTENDANCE,719275
ATTENDANCE/G,17515
TEAM,ORL
SEASON,2015-16
