,0
AGE,25.5
W,33.0
L,49.0
PW,30
PL,52
MOV,-3.74
SOS,-0.22
SRS,-3.97
ORtg,103.6
DRtg,107.6
NRtg,-4.0
PACE,92.0
FTr,0.322
3PAr,0.193
TS%,0.524
eFG%,0.48
TOV%,13.9
ORB%,26.4
FT/FGA,0.236
eFG%,0.5
TOV%,14.7
DRB%,71.6
FT/FGA,0.279
ARENA,Charlotte Bobcats Arena
ATTENDANCE,637520
ATTENDANCE/G,15549
TEAM,CHA
SEASON,2006-07
