,0
AGE,25.5
W,37.0
L,45.0
PW,39
PL,43
MOV,-0.77
SOS,0.3
SRS,-0.47
ORtg,105.5
DRtg,106.4
NRtg,-0.9
PACE,89.1
FTr,0.357
3PAr,0.105
TS%,0.533
eFG%,0.477
TOV%,14.9
ORB%,30.3
FT/FGA,0.278
eFG%,0.48
TOV%,13.0
DRB%,71.3
FT/FGA,0.235
ARENA,STAPLES Center
ATTENDANCE,696181
ATTENDANCE/G,16980
TEAM,LAC
SEASON,2004-05
