,0
AGE,27.3
W,63.0
L,19.0
PW,57
PL,25
MOV,6.38
SOS,-0.03
SRS,6.35
ORtg,109.8
DRtg,103.5
NRtg,6.3
PACE,101.5
FTr,0.335
3PAr,0.025
TS%,0.545
eFG%,0.502
TOV%,14.7
ORB%,35.8
FT/FGA,0.248
eFG%,0.472
TOV%,14.6
DRB%,67.6
FT/FGA,0.22
ARENA,Boston Garden
ATTENDANCE,612711
ATTENDANCE/G,
TEAM,BOS
SEASON,1981-82
