,0
AGE,25.4
W,45.0
L,37.0
PW,47
PL,35
MOV,2.18
SOS,0.28
SRS,2.47
ORtg,107.8
DRtg,105.5
NRtg,2.3
PACE,95.7
FTr,0.284
3PAr,0.262
TS%,0.532
eFG%,0.492
TOV%,13.1
ORB%,28.9
FT/FGA,0.214
eFG%,0.489
TOV%,12.4
DRB%,75.6
FT/FGA,0.213
ARENA,Chesapeake Energy Arena
ATTENDANCE,746323
ATTENDANCE/G,18203
TEAM,OKC
SEASON,2014-15
