,0
AGE,25.1
W,47.0
L,19.0
PW,46
PL,20
MOV,6.12
SOS,0.32
SRS,6.44
ORtg,109.8
DRtg,103.2
NRtg,6.6
PACE,93.0
FTr,0.334
3PAr,0.252
TS%,0.567
eFG%,0.516
TOV%,15.3
ORB%,27.8
FT/FGA,0.269
eFG%,0.465
TOV%,13.0
DRB%,72.1
FT/FGA,0.207
ARENA,Chesapeake Energy Arena
ATTENDANCE,600699
ATTENDANCE/G,18203
TEAM,OKC
SEASON,2011-12
