,0
AGE,24.1
W,41.0
L,41.0
PW,43
PL,39
MOV,0.63
SOS,-0.12
SRS,0.51
ORtg,104.0
DRtg,103.4
NRtg,0.6
PACE,92.9
FTr,0.292
3PAr,0.219
TS%,0.527
eFG%,0.487
TOV%,13.9
ORB%,26.3
FT/FGA,0.216
eFG%,0.464
TOV%,13.9
DRB%,74.7
FT/FGA,0.295
ARENA,United Center
ATTENDANCE,868720
ATTENDANCE/G,21188
TEAM,CHI
SEASON,2005-06
