,0
AGE,24.5
W,45.0
L,37.0
PW,45
PL,37
MOV,1.45
SOS,-0.41
SRS,1.04
ORtg,106.2
DRtg,104.9
NRtg,1.3
PACE,106.6
FTr,0.338
3PAr,0.029
TS%,0.542
eFG%,0.5
TOV%,16.4
ORB%,34.3
FT/FGA,0.246
eFG%,0.49
TOV%,16.8
DRB%,65.8
FT/FGA,0.291
ARENA,Kemper Arena
ATTENDANCE,309597
ATTENDANCE/G,
TEAM,KCK
SEASON,1982-83
