,0
AGE,26.0
W,29.0
L,53.0
PW,31
PL,51
MOV,-3.71
SOS,0.64
SRS,-3.07
ORtg,105.3
DRtg,109.2
NRtg,-3.9
PACE,95.4
FTr,0.363
3PAr,0.204
TS%,0.542
eFG%,0.49
TOV%,14.8
ORB%,26.5
FT/FGA,0.276
eFG%,0.507
TOV%,11.8
DRB%,75.2
FT/FGA,0.2
ARENA,Sleep Train Arena
ATTENDANCE,680049
ATTENDANCE/G,16587
TEAM,SAC
SEASON,2014-15
