,0
AGE,27.8
W,41.0
L,41.0
PW,39
PL,43
MOV,-0.57
SOS,0.09
SRS,-0.48
ORtg,111.2
DRtg,111.8
NRtg,-0.6
PACE,91.6
FTr,0.32
3PAr,0.23
TS%,0.558
eFG%,0.514
TOV%,14.1
ORB%,29.5
FT/FGA,0.246
eFG%,0.529
TOV%,13.9
DRB%,70.3
FT/FGA,0.217
ARENA,Charlotte Coliseum
ATTENDANCE,985722
ATTENDANCE/G,24042.0
TEAM,CHO
SEASON,1995-96
