,0
AGE,25.4
W,17.0
L,65.0
PW,23
PL,59
MOV,-7.39
SOS,0.34
SRS,-7.05
ORtg,106.6
DRtg,113.8
NRtg,-7.2
PACE,101.4
FTr,0.33
3PAr,0.048
TS%,0.547
eFG%,0.507
TOV%,16.2
ORB%,33.2
FT/FGA,0.238
eFG%,0.529
TOV%,13.9
DRB%,68.0
FT/FGA,0.28
ARENA,San Diego Sports Arena
ATTENDANCE,225036
ATTENDANCE/G,
TEAM,SDC
SEASON,1981-82
