,0
AGE,26.0
W,22.0
L,60.0
PW,25
PL,57
MOV,-6.21
SOS,0.39
SRS,-5.81
ORtg,104.5
DRtg,111.0
NRtg,-6.5
PACE,94.9
FTr,0.255
3PAr,0.317
TS%,0.539
eFG%,0.5
TOV%,14.0
ORB%,22.4
FT/FGA,0.201
eFG%,0.529
TOV%,13.8
DRB%,76.5
FT/FGA,0.256
ARENA,FedEx Forum
ATTENDANCE,653863
ATTENDANCE/G,15948
TEAM,MEM
SEASON,2017-18
