,0
AGE,27.0
W,38.0
L,44.0
PW,38
PL,44
MOV,-1.1
SOS,-0.17
SRS,-1.27
ORtg,111.3
DRtg,112.3
NRtg,-1.0
PACE,110.5
FTr,0.337
3PAr,0.032
TS%,0.553
eFG%,0.498
TOV%,12.8
ORB%,29.3
FT/FGA,0.276
eFG%,0.522
TOV%,14.6
DRB%,66.6
FT/FGA,0.277
ARENA,McNichols Sports Arena
ATTENDANCE,462407
ATTENDANCE/G,
TEAM,DEN
SEASON,1983-84
