,0
AGE,25.4
W,20.0
L,62.0
PW,21
PL,61
MOV,-8.32
SOS,-0.06
SRS,-8.38
ORtg,104.7
DRtg,112.9
NRtg,-8.2
PACE,101.6
FTr,0.298
3PAr,0.042
TS%,0.524
eFG%,0.474
TOV%,14.3
ORB%,31.2
FT/FGA,0.237
eFG%,0.511
TOV%,14.4
DRB%,65.1
FT/FGA,0.283
ARENA,Oakland-Alameda County Coliseum Arena
ATTENDANCE,440294
ATTENDANCE/G,
TEAM,GSW
SEASON,1987-88
