,0
AGE,25.7
W,44.0
L,38.0
PW,40
PL,42
MOV,-0.24
SOS,0.22
SRS,-0.02
ORtg,109.5
DRtg,109.7
NRtg,-0.2
PACE,100.2
FTr,0.329
3PAr,0.074
TS%,0.547
eFG%,0.499
TOV%,13.8
ORB%,31.3
FT/FGA,0.254
eFG%,0.487
TOV%,12.6
DRB%,65.0
FT/FGA,0.201
ARENA,Charlotte Coliseum
ATTENDANCE,971880
ATTENDANCE/G,
TEAM,CHO
SEASON,1992-93
