,0
AGE,26.5
W,44.0
L,38.0
PW,42
PL,40
MOV,0.48
SOS,-0.33
SRS,0.15
ORtg,106.8
DRtg,106.3
NRtg,0.5
PACE,95.6
FTr,0.229
3PAr,0.358
TS%,0.551
eFG%,0.52
TOV%,13.3
ORB%,21.5
FT/FGA,0.173
eFG%,0.507
TOV%,13.1
DRB%,79.0
FT/FGA,0.215
ARENA,AmericanAirlines Arena
ATTENDANCE,804850
ATTENDANCE/G,19630
TEAM,MIA
SEASON,2017-18
