,0
AGE,29.0
W,58.0
L,24.0
PW,61
PL,21
MOV,7.46
SOS,-0.71
SRS,6.76
ORtg,111.7
DRtg,103.5
NRtg,8.2
PACE,90.9
FTr,0.363
3PAr,0.235
TS%,0.573
eFG%,0.524
TOV%,13.5
ORB%,25.2
FT/FGA,0.279
eFG%,0.475
TOV%,12.6
DRB%,75.5
FT/FGA,0.223
ARENA,AmericanAirlines Arena
ATTENDANCE,810930
ATTENDANCE/G,19779
TEAM,MIA
SEASON,2010-11
