,0
AGE,26.1
W,31.0
L,51.0
PW,34
PL,48
MOV,-2.67
SOS,-0.04
SRS,-2.71
ORtg,109.5
DRtg,112.1
NRtg,-2.6
PACE,104.4
FTr,0.357
3PAr,0.033
TS%,0.559
eFG%,0.508
TOV%,15.9
ORB%,34.0
FT/FGA,0.278
eFG%,0.514
TOV%,14.2
DRB%,66.6
FT/FGA,0.262
ARENA,Kemper Arena
ATTENDANCE,262813
ATTENDANCE/G,
TEAM,KCK
SEASON,1984-85
