,0
AGE,25.5
W,47.0
L,35.0
PW,49
PL,33
MOV,3.13
SOS,-0.32
SRS,2.82
ORtg,104.0
DRtg,101.0
NRtg,3.0
PACE,103.2
FTr,0.3
3PAr,0.015
TS%,0.522
eFG%,0.48
TOV%,14.5
ORB%,31.0
FT/FGA,0.223
eFG%,0.479
TOV%,17.9
DRB%,68.1
FT/FGA,0.273
ARENA,Kemper Arena
ATTENDANCE,
ATTENDANCE/G,
TEAM,KCK
SEASON,1979-80
