,0
AGE,24.6
W,31.0
L,51.0
PW,31
PL,51
MOV,-3.82
SOS,0.63
SRS,-3.19
ORtg,102.6
DRtg,106.4
NRtg,-3.8
PACE,101.3
FTr,0.359
3PAr,0.047
TS%,0.519
eFG%,0.476
TOV%,16.4
ORB%,34.4
FT/FGA,0.25
eFG%,0.484
TOV%,14.2
DRB%,65.9
FT/FGA,0.224
ARENA,Coliseum at Richfield
ATTENDANCE,447125
ATTENDANCE/G,
TEAM,CLE
SEASON,1986-87
