,0
AGE,26.6
W,30.0
L,52.0
PW,31
PL,51
MOV,-3.79
SOS,0.24
SRS,-3.56
ORtg,105.6
DRtg,109.5
NRtg,-3.9
PACE,96.8
FTr,0.259
3PAr,0.277
TS%,0.537
eFG%,0.498
TOV%,12.3
ORB%,21.2
FT/FGA,0.201
eFG%,0.523
TOV%,12.7
DRB%,78.8
FT/FGA,0.225
ARENA,Smoothie King Center
ATTENDANCE,688549
ATTENDANCE/G,16794
TEAM,NOP
SEASON,2015-16
