,0
AGE,26.0
W,33.0
L,49.0
PW,32
PL,50
MOV,-3.17
SOS,-0.27
SRS,-3.44
ORtg,100.1
DRtg,103.5
NRtg,-3.4
PACE,93.0
FTr,0.269
3PAr,0.226
TS%,0.498
eFG%,0.456
TOV%,11.2
ORB%,22.1
FT/FGA,0.202
eFG%,0.487
TOV%,12.0
DRB%,79.3
FT/FGA,0.188
ARENA,Time Warner Cable Arena
ATTENDANCE,704886
ATTENDANCE/G,17192
TEAM,CHO
SEASON,2014-15
